ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
24,2014,2014-09-28,4,25.258,TAM,@,PIT,W 27-24,*,13,40,3.08,1,2,2,16,8.00,0,100.0%,8.00,0,0,,0,,1,6,0.0,0,0
25,2014,2014-10-05,5,25.265,TAM,@,NOR,L 31-37,*,14,45,3.21,0,5,3,29,9.67,0,60.0%,5.80,0,0,,0,,0,0,0.0,0,0
26,2014,2014-10-12,6,25.272,TAM,,BAL,L 17-48,*,11,45,4.09,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,,0,0,0.0,0,0
27,2014,2014-10-26,7,25.286,TAM,,MIN,L 13-19,*,10,27,2.70,0,2,2,-1,-0.50,0,100.0%,-0.50,0,0,,0,,0,0,0.0,0,0
28,2014,2014-11-23,11,25.314,TAM,@,CHI,L 13-21,*,11,27,2.45,0,3,1,4,4.00,0,33.3%,1.33,0,0,,0,,0,0,0.0,0,0
29,2014,2014-11-30,12,25.321,TAM,,CIN,L 13-14,*,18,58,3.22,1,1,1,3,3.00,0,100.0%,3.00,0,0,,0,,1,6,0.0,0,0
30,2014,2014-12-07,13,25.328,TAM,@,DET,L 17-34,*,5,22,4.40,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,,0,0,0.0,0,0
31,2014,2014-12-14,14,25.335,TAM,@,CAR,L 17-19,*,14,96,6.86,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,,0,0,0.0,0,0
32,2014,2014-12-21,15,25.342,TAM,,GNB,L 3-20,*,10,17,1.70,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
33,2014,2014-12-28,16,25.349,TAM,,NOR,L 20-23,*,19,108,5.68,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
34,2015,2015-09-13,1,26.243,TAM,,TEN,L 14-42,*,11,52,4.73,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,0,0,0.0,0,0
35,2015,2015-09-20,2,26.250,TAM,@,NOR,W 26-19,*,21,78,3.71,0,2,2,20,10.00,0,100.0%,10.00,0,0,,0,,0,0,0.0,0,0
36,2015,2015-09-27,3,26.257,TAM,@,HOU,L 9-19,*,14,46,3.29,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
37,2015,2015-10-04,4,26.264,TAM,,CAR,L 23-37,*,20,106,5.30,1,5,5,37,7.40,0,100.0%,7.40,0,0,,0,,1,6,0.0,0,0
38,2015,2015-10-11,5,26.271,TAM,,JAX,W 38-31,*,24,123,5.13,2,3,3,35,11.67,1,100.0%,11.67,0,0,,0,,3,18,0.0,0,0
39,2015,2015-10-25,6,26.285,TAM,@,WAS,L 30-31,*,19,136,7.16,0,3,3,35,11.67,0,100.0%,11.67,0,0,,0,,0,0,0.0,0,0
40,2015,2015-11-01,7,26.292,TAM,@,ATL,W 23-20,*,23,71,3.09,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
41,2015,2015-11-08,8,26.299,TAM,,NYG,L 18-32,*,11,31,2.82,0,4,2,12,6.00,0,50.0%,3.00,0,0,,0,,0,0,0.0,0,0
42,2015,2015-11-15,9,26.306,TAM,,DAL,W 10-6,*,18,63,3.50,0,4,4,40,10.00,0,100.0%,10.00,0,0,,0,,0,0,0.0,0,0
43,2015,2015-11-22,10,26.313,TAM,@,PHI,W 45-17,*,27,235,8.70,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
44,2015,2015-11-29,11,26.320,TAM,@,IND,L 12-25,*,14,97,6.93,0,3,1,1,1.00,0,33.3%,0.33,0,0,,0,,0,0,0.0,0,0
45,2015,2015-12-06,12,26.327,TAM,,ATL,W 23-19,*,25,95,3.80,1,2,1,5,5.00,0,50.0%,2.50,0,0,,0,,1,6,0.0,0,0
46,2015,2015-12-13,13,26.334,TAM,,NOR,L 17-24,*,11,81,7.36,1,3,1,5,5.00,0,33.3%,1.67,0,0,,0,,1,6,0.0,0,0
47,2015,2015-12-17,14,26.338,TAM,@,STL,L 23-31,*,18,91,5.06,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,,0,0,0.0,0,0
48,2015,2015-12-27,15,26.348,TAM,,CHI,L 21-26,*,17,49,2.88,1,3,1,6,6.00,0,33.3%,2.00,0,0,,0,,1,6,0.0,0,0
49,2015,2016-01-03,16,26.355,TAM,@,CAR,L 10-38,*,15,48,3.20,0,7,7,60,8.57,0,100.0%,8.57,0,0,,0,,0,0,0.0,0,0
50,2016,2016-09-11,1,27.242,TAM,@,ATL,W 31-24,*,18,62,3.44,0,5,5,34,6.80,0,100.0%,6.80,0,0,,0,,0,0,0.0,0,0
51,2016,2016-09-18,2,27.249,TAM,@,ARI,L 7-40,*,7,23,3.29,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
52,2016,2016-11-13,9,27.305,TAM,,CHI,W 36-10,*,16,33,2.06,1,2,1,13,13.00,0,50.0%,6.50,0,0,,0,,1,6,0.0,0,0
53,2016,2016-11-20,10,27.312,TAM,@,KAN,W 19-17,*,24,63,2.63,0,4,3,42,14.00,0,75.0%,10.50,0,0,,0,,0,0,0.0,0,0
54,2016,2016-11-27,11,27.319,TAM,,SEA,W 14-5,*,23,87,3.78,0,2,2,3,1.50,0,100.0%,1.50,0,0,,0,,0,0,0.0,0,0
55,2016,2016-12-04,12,27.326,TAM,@,SDG,W 28-21,*,17,45,2.65,1,1,1,23,23.00,0,100.0%,23.00,0,0,,0,,1,6,0.0,0,0
56,2016,2016-12-11,13,27.333,TAM,,NOR,W 16-11,*,23,66,2.87,1,2,2,19,9.50,0,100.0%,9.50,0,0,,0,,1,6,0.0,0,0
57,2016,2016-12-18,14,27.340,TAM,@,DAL,L 20-26,*,16,42,2.63,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
58,2017,2017-10-05,4,28.265,TAM,,NWE,L 14-19,,13,74,5.69,1,3,1,8,8.00,0,33.3%,2.67,0,0,,0,,1,6,0.0,0,0
59,2017,2017-10-15,5,28.275,TAM,@,ARI,L 33-38,*,14,53,3.79,1,2,1,11,11.00,0,50.0%,5.50,0,0,,0,1,1,8,0.0,0,0
60,2017,2017-10-22,6,28.282,TAM,@,BUF,L 27-30,*,20,49,2.45,0,3,2,31,15.50,0,66.7%,10.33,0,0,,0,,0,0,0.0,0,0
61,2017,2017-10-29,7,28.289,TAM,,CAR,L 3-17,*,18,71,3.94,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,,0,0,0.0,0,0
62,2017,2017-11-05,8,28.296,TAM,@,NOR,L 10-30,*,8,7,0.88,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
63,2017,2017-11-12,9,28.303,TAM,,NYJ,W 15-10,*,20,51,2.55,0,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
64,2017,2017-11-19,10,28.310,TAM,@,MIA,W 30-20,*,19,38,2.00,0,3,2,6,3.00,0,66.7%,2.00,0,0,,0,,0,0,0.0,0,0
65,2017,2017-11-26,11,28.317,TAM,@,ATL,L 20-34,*,7,33,4.71,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
66,2017,2017-12-10,13,28.331,TAM,,DET,L 21-24,*,10,26,2.60,1,3,2,24,12.00,0,66.7%,8.00,0,0,,0,,1,6,0.0,0,0
67,2017,2017-12-24,15,28.345,TAM,@,CAR,L 19-22,,6,7,1.17,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
68,2017,2017-12-31,16,28.352,TAM,,NOR,W 31-24,,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
69,2018,2018-09-10,1,29.240,OAK,,LAR,L 13-33,,4,20,5.00,0,2,2,-3,-1.50,0,100.0%,-1.50,0,0,,0,,0,0,0.0,0,0
70,2018,2018-09-16,2,29.246,OAK,@,DEN,L 19-20,,7,24,3.43,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,,0,0,0.0,0,0
71,2018,2018-09-23,3,29.253,OAK,@,MIA,L 20-28,,9,43,4.78,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
