ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2004,2004-09-12,1,24.144,DAL,@,MIN,L 17-35,,,,,,,,,,,,,,,,,,,,,,0.0%,,,,,,,
2,2004,2004-09-19,2,24.151,DAL,,CLE,W 19-12,,,,,,,,,,,,,,,,,,,,,,0.0%,,,,,,,
3,2004,2004-09-27,3,24.159,DAL,@,WAS,W 21-18,,,,,,,,,,,,,,,,,,,,,,0.0%,,,,,,,
4,2004,2004-10-10,4,24.172,DAL,,NYG,L 10-26,,,,,,,,,,,,,,,,,,,,,,0.0%,,,,,,,
5,2004,2004-10-17,5,24.179,DAL,,PIT,L 20-24,,,,,,,,,,,,,,,,,,,,,,0.0%,,,,,,,
6,2004,2004-10-24,6,24.186,DAL,@,GNB,L 20-41,,,,,,,,,,,,,,,,,,,,,,0.0%,,,,,,,
7,2005,2005-09-11,1,25.143,DAL,@,SDG,W 28-24,,0,0,,0,0,0,,,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
8,2005,2005-09-19,2,25.151,DAL,,WAS,L 13-14,,0,0,,0,0,0,,,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
9,2005,2005-09-25,3,25.157,DAL,@,SFO,W 34-31,,0,0,,0,0,0,,,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
10,2005,2005-10-02,4,25.164,DAL,@,OAK,L 13-19,,0,0,,0,0,0,,,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
11,2005,2005-10-09,5,25.171,DAL,,PHI,W 33-10,,0,0,,0,0,0,,,,,,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
12,2005,2005-10-16,6,25.178,DAL,,NYG,W 16-13,,0,0,,0,0,0,,,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
13,2005,2005-10-23,7,25.185,DAL,@,SEA,L 10-13,,0,0,,0,0,0,,,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
14,2005,2005-10-30,8,25.192,DAL,,ARI,W 34-13,,0,0,,0,0,0,,,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
15,2005,2005-11-14,9,25.207,DAL,@,PHI,W 21-20,,0,0,,0,0,0,,,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
16,2005,2005-11-20,10,25.213,DAL,,DET,W 20-7,,0,0,,0,0,0,,,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
17,2005,2005-11-24,11,25.217,DAL,,DEN,L 21-24,,0,0,,0,0,0,,,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
18,2005,2005-12-04,12,25.227,DAL,@,NYG,L 10-17,,0,0,,0,0,0,,,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
19,2005,2005-12-11,13,25.234,DAL,,KAN,W 31-28,,0,0,,0,0,0,,,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
20,2005,2005-12-18,14,25.241,DAL,@,WAS,L 7-35,,0,0,,0,0,0,,,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
21,2005,2005-12-24,15,25.247,DAL,@,CAR,W 24-20,,0,0,,0,0,0,,,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
22,2005,2006-01-01,16,25.255,DAL,,STL,L 10-20,,0,0,,0,0,0,,,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
23,2006,2006-09-10,1,26.142,DAL,@,JAX,L 17-24,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
24,2006,2006-09-17,2,26.149,DAL,,WAS,W 27-10,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
25,2006,2006-10-01,3,26.163,DAL,@,TEN,W 45-14,,0,0,,0,0,0,,0,,,,3,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
26,2006,2006-10-08,4,26.170,DAL,@,PHI,L 24-38,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
27,2006,2006-10-15,5,26.177,DAL,,HOU,W 34-6,,2,2,100.00,35,1,0,158.3,0,0,17.50,27.50,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
