ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1982,1982-09-12,1,23.067,MIA,@,NYJ,W 45-28,0,0,,0,1,31,31.00,0,0,0,,0,0,0
2,1982,1982-09-19,2,23.074,MIA,,BAL,W 24-20,0,0,,0,1,18,18.00,0,0,0,,0,0,0
3,1982,1982-12-05,5,23.151,MIA,,MIN,W 22-14,,,,,0,0,,0,,,,,,
4,1982,1982-12-12,6,23.158,MIA,@,NWE,L 0-3,,,,,0,0,,0,,,,,,
5,1982,1982-12-18,7,23.164,MIA,,NYJ,W 20-19,,,,,0,0,,0,,,,,,
6,1982,1983-01-02,9,23.179,MIA,@,BAL,W 34-7,,,,,0,0,,0,,,,,,
7,1983,1983-09-11,2,24.066,MIA,,NWE,W 34-24,,,,,0,0,,0,0,0,,0,,
8,1983,1983-09-19,3,24.074,MIA,@,RAI,L 14-27,,,,,0,0,,0,0,0,,0,,
9,1983,1983-09-25,4,24.080,MIA,,KAN,W 14-6,,,,,0,0,,0,0,0,,0,,
10,1983,1983-10-09,6,24.094,MIA,,BUF,L 35-38,,,,,0,0,,0,0,0,,0,,
11,1983,1983-10-16,7,24.101,MIA,@,NYJ,W 32-14,,,,,0,0,,0,0,0,,0,,
12,1983,1983-10-23,8,24.108,MIA,@,BAL,W 21-7,,,,,0,0,,0,0,0,,0,,
13,1983,1983-10-30,9,24.115,MIA,,RAM,W 30-14,,,,,0,0,,0,0,0,,0,,
14,1983,1983-11-06,10,24.122,MIA,@,SFO,W 20-17,,,,,0,0,,0,0,0,,0,,
15,1983,1983-11-13,11,24.129,MIA,@,NWE,L 6-17,,,,,0,0,,0,0,0,,0,,
16,1983,1983-11-20,12,24.136,MIA,,BAL,W 37-0,,,,,0,0,,0,0,0,,0,,
17,1983,1983-11-28,13,24.144,MIA,,CIN,W 38-14,,,,,0,0,,0,0,0,,0,,
18,1983,1983-12-04,14,24.150,MIA,@,HOU,W 24-17,,,,,0,0,,0,0,0,,0,,
19,1983,1983-12-10,15,24.156,MIA,,ATL,W 31-24,0,0,,0,1,27,27.00,0,1,19,19.00,0,0,0
20,1983,1983-12-16,16,24.162,MIA,,NYJ,W 34-14,,,,,0,0,,0,0,0,,0,,
21,1984,1984-09-02,1,25.057,MIA,@,WAS,W 35-17,0,0,,0,3,53,17.67,0,0,0,,0,0,0
22,1984,1984-09-09,2,25.064,MIA,,NWE,W 28-7,0,0,,0,2,23,11.50,0,0,0,,0,0,0
23,1984,1984-09-17,3,25.072,MIA,@,BUF,W 21-17,0,0,,0,4,54,13.50,0,0,0,,0,0,0
24,1984,1984-09-23,4,25.078,MIA,,IND,W 44-7,0,0,,0,0,0,,0,6,76,12.67,0,0,0
25,1984,1984-09-30,5,25.085,MIA,@,STL,W 36-28,,,,,0,0,,0,0,0,,0,,
26,1984,1984-10-07,6,25.092,MIA,@,PIT,W 31-7,,,,,0,0,,0,0,0,,0,,
27,1984,1984-10-14,7,25.099,MIA,,HOU,W 28-10,,,,,0,0,,0,0,0,,0,,
28,1984,1984-10-21,8,25.106,MIA,@,NWE,W 44-24,,,,,0,0,,0,0,0,,0,,
29,1984,1984-10-28,9,25.113,MIA,,BUF,W 38-7,,,,,0,0,,0,0,0,,0,,
30,1984,1984-11-04,10,25.120,MIA,@,NYJ,W 31-17,,,,,0,0,,0,0,0,,0,,
31,1984,1984-11-11,11,25.127,MIA,,PHI,W 24-23,,,,,0,0,,0,0,0,,0,,
32,1984,1984-11-18,12,25.134,MIA,@,SDG,L 28-34,,,,,0,0,,0,0,0,,0,,
33,1984,1984-11-26,13,25.142,MIA,,NYJ,W 28-17,,,,,0,0,,0,0,0,,0,,
34,1984,1984-12-02,14,25.148,MIA,,RAI,L 34-45,,,,,0,0,,0,0,0,,0,,
35,1984,1984-12-09,15,25.155,MIA,@,IND,W 35-17,,,,,0,0,,0,0,0,,0,,
36,1984,1984-12-17,16,25.163,MIA,,DAL,W 28-21,,,,,0,0,,0,0,0,,0,,
37,1985,1985-09-15,2,26.070,MIA,,IND,W 30-13,2,21,10.50,0,0,0,,0,0,0,,0,0,0
38,1985,1985-09-22,3,26.077,MIA,,KAN,W 31-0,1,8,8.00,0,0,0,,0,0,0,,0,0,0
39,1985,1985-09-29,4,26.084,MIA,@,DEN,W 30-26,2,57,28.50,1,0,0,,0,0,0,,0,1,6
40,1985,1985-10-06,5,26.091,MIA,,PIT,W 24-20,1,12,12.00,0,0,0,,0,0,0,,0,0,0
41,1985,1985-10-14,6,26.099,MIA,@,NYJ,L 7-23,0,0,,0,,,,,,,,,,
42,1986,1986-11-16,11,27.132,TAM,@,GNB,L 7-31,0,0,,0,0,0,,0,,,,,,
43,1986,1986-11-23,12,27.139,TAM,,DET,L 17-38,0,0,,0,0,0,,0,,,,,,
44,1986,1986-11-30,13,27.146,TAM,@,MIN,L 13-45,0,0,,0,1,15,15.00,0,0,0,,0,0,0
45,1986,1986-12-07,14,27.153,TAM,@,CHI,L 14-48,0,0,,0,0,0,,0,,,,,,
46,1986,1986-12-14,15,27.160,TAM,,GNB,L 7-21,1,15,15.00,0,0,0,,0,0,0,,0,0,0
47,1986,1986-12-21,16,27.167,TAM,@,STL,L 17-21,2,27,13.50,0,0,0,,0,0,0,,0,0,0
