ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1991,1991-09-01,1,22.024,NWE,@,IND,W 16-7,0,0,,0,,,,
2,1991,1991-09-08,2,22.031,NWE,,CLE,L 0-20,1,15,15.00,0,0.0,0,0,0
3,1991,1991-09-15,3,22.038,NWE,@,PIT,L 6-20,0,0,,0,,,,
4,1991,1991-09-22,4,22.045,NWE,,HOU,W 24-20,4,16,4.00,0,0.0,1,0,0
5,1991,1991-09-29,5,22.052,NWE,@,PHO,L 10-24,1,-4,-4.00,0,0.0,0,0,0
6,1991,1991-10-06,6,22.059,NWE,,MIA,L 10-20,2,45,22.50,0,0.0,0,0,0
7,1991,1991-10-20,7,22.073,NWE,,MIN,W 26-23,1,-1,-1.00,0,0.0,0,0,0
8,1991,1991-10-27,8,22.080,NWE,,DEN,L 6-9,3,43,14.33,0,0.0,0,0,0
9,1991,1991-11-03,9,22.087,NWE,@,BUF,L 17-22,1,2,2.00,0,0.0,1,2,0
10,1991,1991-11-10,10,22.094,NWE,@,MIA,L 20-30,1,-9,-9.00,0,0.0,0,0,0
11,1991,1991-11-17,11,22.101,NWE,,NYJ,L 21-28,3,28,9.33,0,0.0,0,0,0
12,1991,1991-11-24,12,22.108,NWE,,BUF,W 16-13,1,0,0.00,0,0.0,0,0,0
13,1991,1991-12-01,13,22.115,NWE,@,DEN,L 3-20,2,17,8.50,0,0.0,0,0,0
14,1991,1991-12-08,14,22.122,NWE,,IND,W 23-17,5,50,10.00,0,0.0,0,0,0
15,1991,1991-12-15,15,22.129,NWE,@,NYJ,W 6-3,2,-1,-0.50,0,0.0,0,0,0
16,1991,1991-12-22,16,22.136,NWE,@,CIN,L 7-29,0,0,,0,,,,
17,1992,1992-09-13,1,23.036,NWE,@,RAM,L 0-14,,,,,,,,
18,1992,1992-09-20,2,23.043,NWE,,SEA,L 6-10,,,,,,,,
19,1992,1992-09-27,3,23.050,NWE,,BUF,L 7-41,,,,,,,,
20,1992,1992-10-04,4,23.057,NWE,@,NYJ,L 21-30,,,,,,,,
21,1992,1992-10-11,5,23.064,NWE,,SFO,L 12-24,,,,,,,,
22,1992,1992-10-18,6,23.071,NWE,@,MIA,L 17-38,0,0,,0,0.0,1,34,0
23,1992,1992-10-25,7,23.078,NWE,,CLE,L 17-19,,,,,,,,
24,1992,1992-11-01,8,23.085,NWE,@,BUF,L 7-16,0,0,,0,0.0,1,0,0
25,1992,1992-11-08,9,23.092,NWE,,NOR,L 14-31,,,,,,,,
26,1992,1992-11-15,10,23.099,NWE,@,IND,W 37-34,0,0,,0,0.0,1,9,0
27,1992,1992-11-22,11,23.106,NWE,,NYJ,W 24-3,,,,,,,,
28,1992,1992-11-29,12,23.113,NWE,@,ATL,L 0-34,,,,,,,,
29,1992,1992-12-06,13,23.120,NWE,,IND,L 0-6,,,,,,,,
30,1992,1992-12-13,14,23.127,NWE,@,KAN,L 20-27,,,,,,,,
31,1992,1992-12-20,15,23.134,NWE,@,CIN,L 10-20,,,,,,,,
32,1992,1992-12-27,16,23.141,NWE,,MIA,L 13-16,,,,,,,,
33,1993,1993-09-05,1,24.028,NWE,@,BUF,L 14-38,,,,,,,,
34,1993,1993-12-12,13,24.126,BUF,@,PHI,W 10-7,,,,,,,,
35,1993,1993-12-19,14,24.133,BUF,@,MIA,W 47-34,,,,,,,,
36,1994,1994-09-11,2,25.034,BUF,@,NWE,W 38-35,,,,,,,,
37,1994,1994-09-18,3,25.041,BUF,@,HOU,W 15-7,,,,,,,,
38,1994,1994-09-26,4,25.049,BUF,,DEN,W 27-20,,,,,,,,
39,1994,1994-10-02,5,25.055,BUF,@,CHI,L 13-20,,,,,,,,
40,1994,1994-10-09,6,25.062,BUF,,MIA,W 21-11,,,,,,,,
41,1994,1994-10-16,7,25.069,BUF,,IND,L 17-27,,,,,,,,
42,1994,1994-10-30,8,25.083,BUF,,KAN,W 44-10,,,,,,,,
43,1994,1994-11-06,9,25.090,BUF,@,NYJ,L 17-22,,,,,,,,
44,1994,1994-11-24,12,25.108,BUF,@,DET,L 21-35,,,,,,,,
45,1994,1994-12-04,13,25.118,BUF,@,MIA,W 42-31,,,,,,,,
46,1994,1994-12-11,14,25.125,BUF,,MIN,L 17-21,,,,,,,,
47,1994,1994-12-18,15,25.132,BUF,,NWE,L 17-41,,,,,,,,
48,1995,1995-09-03,1,26.026,PHI,,TAM,L 6-21,,,,,,,,
49,1995,1995-09-10,2,26.033,PHI,@,ARI,W 31-19,,,,,,,,
50,1995,1995-09-17,3,26.040,PHI,,SDG,L 21-27,,,,,,,,
51,1995,1995-09-24,4,26.047,PHI,@,OAK,L 17-48,,,,,,,,
52,1995,1995-10-01,5,26.054,PHI,@,NOR,W 15-10,,,,,,,,
53,1995,1995-10-08,6,26.061,PHI,,WAS,W 37-34,,,,,,,,
54,1995,1995-10-29,8,26.082,PHI,,STL,W 20-9,,,,,,,,
55,1995,1995-11-06,9,26.090,PHI,@,DAL,L 12-34,,,,,,,,
56,1995,1995-11-12,10,26.096,PHI,,DEN,W 31-13,,,,,,,,
57,1995,1995-11-19,11,26.103,PHI,,NYG,W 28-19,,,,,,,,
58,1995,1995-11-26,12,26.110,PHI,@,WAS,W 14-7,,,,,,,,
59,1995,1995-12-03,13,26.117,PHI,@,SEA,L 14-26,,,,,,,,
60,1995,1995-12-10,14,26.124,PHI,,DAL,W 20-17,,,,,,,,
61,1995,1995-12-17,15,26.131,PHI,,ARI,W 21-20,,,,,,,,
62,1995,1995-12-24,16,26.138,PHI,@,CHI,L 14-20,,,,,,,,
63,1996,1996-11-10,10,27.094,NWE,@,NYJ,W 31-27,,,,,,,,
