ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
64,1996,1996-11-17,11,27.101,NWE,,DEN,L 8-34,,,,,,,,
65,1996,1996-11-24,12,27.108,NWE,,IND,W 27-13,,,,,,,,
66,1996,1996-12-01,13,27.115,NWE,@,SDG,W 45-7,0,0,,0,0.0,1,7,0
67,1996,1996-12-08,14,27.122,NWE,,NYJ,W 34-10,0,0,,0,0.0,1,0,0
68,1996,1996-12-15,15,27.129,NWE,@,DAL,L 6-12,,,,,,,,
69,1996,1996-12-21,16,27.135,NWE,@,NYG,W 23-22,,,,,,,,
70,1997,1997-08-31,1,28.023,NYJ,@,SEA,W 41-3,,,,,,,,
71,1997,1997-09-07,2,28.030,NYJ,,BUF,L 22-28,,,,,,,,
72,1997,1997-09-14,3,28.037,NYJ,@,NWE,L 24-27,,,,,,,,
73,1997,1997-09-21,4,28.044,NYJ,,OAK,W 23-22,,,,,,,,
74,1997,1997-09-28,5,28.051,NYJ,@,CIN,W 31-14,,,,,,,,
75,1997,1997-10-05,6,28.058,NYJ,@,IND,W 16-12,,,,,,,,
76,1997,1997-10-12,7,28.065,NYJ,,MIA,L 20-31,,,,,,,,
77,1997,1997-10-19,8,28.072,NYJ,,NWE,W 24-19,0,0,,0,0.0,1,45,0
78,1997,1997-11-02,9,28.086,TAM,@,IND,W 31-28,,,,,,,,
79,1997,1997-11-09,10,28.093,NYJ,@,MIA,L 17-24,,,,,,,,
80,1997,1997-11-16,11,28.100,NYJ,@,CHI,W 23-15,,,,,,,,
81,1997,1997-11-23,12,28.107,NYJ,,MIN,W 23-21,,,,,,,,
82,1997,1997-11-30,13,28.114,NYJ,@,BUF,L 10-20,,,,,,,,
83,1997,1997-12-07,14,28.121,NYJ,,IND,L 14-22,,,,,,,,
84,1997,1997-12-14,15,28.128,NYJ,,TAM,W 31-0,,,,,,,,
85,1997,1997-12-21,16,28.135,NYJ,@,DET,L 10-13,,,,,,,,
86,1998,1998-09-06,1,29.029,NYJ,@,SFO,L 30-36,,,,,,,,
87,1998,1998-09-20,3,29.043,NYJ,,IND,W 44-6,,,,,,,,
88,1998,1998-10-19,6,29.072,NYJ,@,NWE,W 24-14,0,0,,0,1.0,0,0,0
89,1998,1998-10-25,7,29.078,NYJ,,ATL,W 28-3,,,,,,,,
90,1998,1998-11-01,8,29.085,NYJ,@,KAN,W 20-17,,,,,,,,
91,1998,1998-11-08,9,29.092,NYJ,,BUF,W 34-12,,,,,,,,
92,1998,1998-11-15,10,29.099,NYJ,@,IND,L 23-24,,,,,,,,
93,1998,1998-11-22,11,29.106,NYJ,@,TEN,W 24-3,,,,,,,,
94,1998,1998-11-29,12,29.113,NYJ,,CAR,W 48-21,,,,,,,,
95,1998,1998-12-06,13,29.120,NYJ,,SEA,W 32-31,0,0,,0,0.0,1,21,0
96,1998,1998-12-13,14,29.127,NYJ,@,MIA,W 21-16,,,,,,,,
97,1998,1998-12-19,15,29.133,NYJ,@,BUF,W 17-10,,,,,,,,
98,1998,1998-12-27,16,29.141,NYJ,,NWE,W 31-10,,,,,,,,
