ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2006,2006-12-31,16,23.334,ARI,@,SDG,L 20-27,,4,4,31,7.75,0,100.0%,7.75,0,0,,0,0,0,,0,0,0,,0,0,,,3,54,18.00,0,0,0,,0,0,0,0.0,,
2,2007,2007-11-04,9,24.277,TAM,,ARI,W 17-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,2,57,28.50,0,0,0,,0,0,0,0.0,,
3,2007,2007-11-18,10,24.291,TAM,@,ATL,W 31-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,1,21,21.00,0,0,0,,0,0,0,0.0,,
4,2007,2007-11-25,11,24.298,TAM,,WAS,W 19-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,2,47,23.50,0,0,0,,0,0,0,0.0,,
5,2007,2007-12-09,13,24.312,TAM,@,HOU,L 14-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,4,112,28.00,0,1,3,3.00,0,0,0,0.0,,
6,2007,2007-12-16,14,24.319,TAM,,ATL,W 37-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,2,98,49.00,1,0,0,,0,1,6,0.0,,
7,2007,2007-12-23,15,24.326,TAM,@,SFO,L 19-21,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,3,68,22.67,0,2,12,6.00,0,0,0,0.0,,
8,2007,2007-12-30,16,24.333,TAM,,CAR,L 23-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,2,41,20.50,0,1,15,15.00,0,0,0,0.0,,
9,2009,2009-09-13,1,26.225,SFO,@,ARI,W 20-16,,,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
10,2009,2009-09-20,2,26.232,SFO,,SEA,W 23-10,,0,0,0,,0,0.0%,,1,3,3.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
11,2009,2009-09-27,3,26.239,SFO,@,MIN,L 24-27,,,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
12,2009,2009-10-11,5,26.253,SFO,,ATL,L 10-45,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,1
13,2009,2009-12-27,15,26.330,TAM,@,NOR,W 20-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,5,116,23.20,0,2,80,40.00,1,1,6,0.0,0,0
14,2009,2010-01-03,16,26.337,TAM,,ATL,L 10-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,3,54,18.00,0,1,10,10.00,0,0,0,0.0,0,0
15,2010,2010-09-12,1,27.224,TAM,,CLE,W 17-14,,4,2,49,24.50,1,50.0%,12.25,0,0,,0,0,0,,0,0,0,,0,,,,2,50,25.00,0,4,24,6.00,0,1,6,0.0,0,0
16,2010,2010-09-19,2,27.231,TAM,@,CAR,W 20-7,*,0,0,0,,0,0.0%,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,18,18.00,0,2,21,10.50,0,0,0,0.0,0,0
17,2010,2010-09-26,3,27.238,TAM,,PIT,L 13-38,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,0,,,,4,81,20.25,0,0,0,,0,0,0,0.0,0,0
18,2010,2010-10-10,4,27.252,TAM,@,CIN,W 24-21,,3,3,35,11.67,0,100.0%,11.67,0,0,,0,0,0,,0,0,0,,0,,,,4,80,20.00,0,2,17,8.50,0,0,0,0.0,0,0
19,2010,2010-10-17,5,27.259,TAM,,NOR,L 6-31,,3,2,0,0.00,1,66.7%,0.00,0,0,,0,0,0,,0,0,0,,0,,,,1,23,23.00,0,0,0,,0,1,6,0.0,0,0
20,2010,2010-10-24,6,27.266,TAM,,STL,W 18-17,,5,1,5,5.00,0,20.0%,1.00,0,0,,0,0,0,,0,0,0,,0,,,,3,80,26.67,0,2,11,5.50,0,0,0,0.0,0,0
21,2010,2010-10-31,7,27.273,TAM,@,ARI,W 38-35,,3,3,60,20.00,0,100.0%,20.00,0,0,,0,0,0,,0,0,0,,0,,,,2,37,18.50,0,0,0,,0,0,0,0.0,0,0
22,2010,2010-11-07,8,27.280,TAM,@,ATL,L 21-27,,2,2,46,23.00,0,100.0%,23.00,0,0,,0,0,0,,0,0,0,,0,,,,4,209,52.25,1,0,0,,0,1,6,0.0,0,0
23,2010,2010-11-14,9,27.287,TAM,,CAR,W 31-16,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,,,4,61,15.25,0,2,5,2.50,0,0,0,0.0,0,0
24,2010,2010-11-21,10,27.294,TAM,@,SFO,W 21-0,,0,0,0,,0,0.0%,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,14,14.00,0,3,27,9.00,0,0,0,0.0,0,0
25,2010,2010-11-28,11,27.301,TAM,@,BAL,L 10-17,,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,0,0,,0,,,,2,60,30.00,0,3,15,5.00,0,0,0,0.0,0,0
