ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,2004,2004-09-12,1,23.360,NOR,,SEA,L 7-21,*,
2,2004,2004-09-19,2,24.001,NOR,,SFO,W 30-27,*,
3,2004,2004-09-26,3,24.008,NOR,@,STL,W 28-25,*,1.0
4,2004,2004-10-03,4,24.015,NOR,@,ARI,L 10-34,*,
5,2004,2004-10-17,6,24.029,NOR,,MIN,L 31-38,*,
6,2004,2004-10-24,7,24.036,NOR,@,OAK,W 31-26,,
7,2004,2004-11-21,10,24.064,NOR,,DEN,L 13-34,,
8,2004,2004-12-05,12,24.078,NOR,,CAR,L 21-32,,
9,2004,2004-12-12,13,24.085,NOR,@,DAL,W 27-13,,1.0
10,2004,2004-12-19,14,24.092,NOR,@,TAM,W 21-17,*,
11,2004,2004-12-26,15,24.099,NOR,,ATL,W 26-13,*,
12,2004,2005-01-02,16,24.106,NOR,@,CAR,W 21-18,*,
13,2005,2005-09-11,1,24.358,NOR,@,CAR,W 23-20,*,
14,2005,2005-09-19,2,25.001,NOR,,NYG,L 10-27,*,
15,2005,2005-09-25,3,25.007,NOR,@,MIN,L 16-33,*,1.0
16,2005,2005-10-02,4,25.014,NOR,,BUF,W 19-7,*,
17,2005,2005-10-09,5,25.021,NOR,@,GNB,L 3-52,*,
18,2005,2005-10-16,6,25.028,NOR,,ATL,L 31-34,,
19,2005,2005-10-23,7,25.035,NOR,@,STL,L 17-28,*,
20,2005,2005-10-30,8,25.042,NOR,,MIA,L 6-21,,
21,2005,2005-11-06,9,25.049,NOR,,CHI,L 17-20,,
