ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1962,1962-09-23,2,23.250,NYG,@,PHI,W 29-13,9,32,3.56,0,3,36,12.00,0,0,0,,0,0,0,,0,0,,,2,63,31.50,0,0,0
2,1962,1962-09-30,3,23.257,NYG,@,PIT,W 31-27,9,20,2.22,0,3,59,19.67,1,0,0,,0,0,0,,0,0,,,2,41,20.50,0,1,6
3,1962,1962-10-14,5,23.271,NYG,,PIT,L 17-20,5,44,8.80,0,1,10,10.00,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0
4,1962,1962-10-28,7,23.285,NYG,,WAS,W 49-34,3,18,6.00,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
5,1962,1962-11-04,8,23.292,NYG,,STL,W 31-28,0,0,,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
6,1962,1962-11-25,11,23.313,NYG,@,WAS,W 42-24,1,-14,-14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
7,1962,1962-12-02,12,23.320,NYG,@,CHI,W 26-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,31,31.00,0,0,0
8,1962,1962-12-09,13,23.327,NYG,,CLE,W 17-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,94,31.33,0,0,0
9,1963,1963-09-29,3,24.256,PHI,,NYG,L 14-37,3,7,2.33,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
10,1963,1963-10-06,4,24.263,PHI,,DAL,W 24-21,2,3,1.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
11,1963,1963-10-13,5,24.270,PHI,@,WAS,W 37-24,4,15,3.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
12,1963,1963-11-10,9,24.298,PHI,@,NYG,L 14-42,2,-4,-2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
