ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2011,2011-09-11,1,23.036,BAL,,PIT,W 35-7,,,,,,,,,,,0.0%,,,,,,,
2,2011,2011-09-18,2,23.043,BAL,@,TEN,L 13-26,,,,,,,,,,,0.0%,,,,,,,
3,2011,2011-09-25,3,23.050,BAL,@,STL,W 37-7,,3,8,2.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0
4,2011,2011-10-02,4,23.057,BAL,,NYJ,W 34-17,,,,,,,,,,,0.0%,,,,,,,
5,2011,2011-10-16,5,23.071,BAL,,HOU,W 29-14,,,,,,,,,,,0.0%,,,,,,,
6,2012,2012-09-10,1,24.035,BAL,,CIN,W 44-13,,4,13,3.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0
7,2012,2012-09-16,2,24.041,BAL,@,PHI,L 23-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
8,2012,2012-09-23,3,24.048,BAL,,NWE,W 31-30,,,,,,,,,,,0.0%,,,,,,,
9,2012,2012-09-27,4,24.052,BAL,,CLE,W 23-16,,,,,,0,,,,,0.0%,,,,,,,
10,2012,2012-10-07,5,24.062,BAL,@,KAN,W 9-6,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
11,2012,2012-10-14,6,24.069,BAL,,DAL,W 31-29,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
12,2012,2012-10-21,7,24.076,BAL,@,HOU,L 13-43,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
13,2012,2012-11-04,8,24.090,BAL,@,CLE,W 25-15,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
14,2012,2012-11-11,9,24.097,BAL,,OAK,W 55-20,,0,0,,0,1,0,0,,0,0.0%,0.00,1,18,18.00,0,0,0
15,2012,2012-11-18,10,24.104,BAL,@,PIT,W 13-10,,0,0,,0,0,0,0,,0,0.0%,,1,18,18.00,0,0,0
16,2012,2012-11-25,11,24.111,BAL,@,SDG,W 16-13,,,,,,0,,,,,0.0%,,,,,,,
17,2012,2012-12-02,12,24.118,BAL,,PIT,L 20-23,,,,,,,,,,,0.0%,,,,,,,
18,2012,2012-12-09,13,24.125,BAL,@,WAS,L 28-31,,,,,,,,,,,0.0%,,,,,,,
19,2012,2012-12-16,14,24.132,BAL,,DEN,L 17-34,,0,0,,0,1,0,0,,0,0.0%,0.00,1,20,20.00,0,0,0
20,2012,2012-12-23,15,24.139,BAL,,NYG,W 33-14,,1,7,7.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
21,2012,2012-12-30,16,24.146,BAL,@,CIN,L 17-23,,10,41,4.10,1,1,1,7,7.00,0,100.0%,7.00,0,0,,0,1,6
