ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,2005,2005-09-18,2,22.031,DET,@,CHI,L 6-38,,2,6,33.33,20,0,0,43.7,0,0,3.33,3.33,0,0,,0
2,2005,2005-11-24,11,22.098,DET,,ATL,L 7-27,,5,11,45.45,43,0,0,56.2,1,3,3.91,3.91,0,0,,0
3,2008,2008-09-14,2,25.027,DET,,GNB,L 25-48,,2,4,50.00,6,0,0,56.2,0,0,1.50,1.50,0,0,,0
4,2008,2008-09-21,3,25.034,DET,@,SFO,L 13-31,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0
5,2008,2008-10-05,4,25.048,DET,,CHI,L 7-34,,13,23,56.52,97,0,1,48.6,1,9,4.22,2.26,0,0,,0
6,2008,2008-10-12,5,25.055,DET,@,MIN,L 10-12,*,12,21,57.14,150,1,0,95.3,6,38,7.14,8.10,1,0,0.00,0
7,2008,2008-10-19,6,25.062,DET,@,HOU,L 21-28,*,12,25,48.00,265,1,0,99.6,2,16,10.60,11.40,2,10,5.00,0
8,2008,2008-10-26,7,25.069,DET,,WAS,L 17-25,*,21,35,60.00,223,1,0,88.2,1,6,6.37,6.94,2,17,8.50,0
9,2008,2008-11-02,8,25.076,DET,@,CHI,L 23-27,*,28,47,59.57,292,2,2,74.1,2,12,6.21,5.15,2,2,1.00,0
10,2008,2008-12-14,14,25.118,DET,@,IND,L 21-31,*,23,34,67.65,233,1,0,96.8,0,0,6.85,7.44,0,0,,0
11,2008,2008-12-21,15,25.125,DET,,NOR,L 7-42,*,10,23,43.48,125,0,2,24.7,1,9,5.43,1.52,0,0,,0
12,2008,2008-12-28,16,25.132,DET,@,GNB,L 21-31,*,22,42,52.38,225,2,2,64.1,1,5,5.36,4.17,0,0,,0
13,2010,2010-12-02,12,27.106,HOU,@,PHI,L 24-34,,,,,,,,,,,,,,,,
14,2011,2011-10-23,7,28.066,IND,@,NOR,L 7-62,,3,5,60.00,35,0,0,81.2,0,0,7.00,7.00,0,0,,0
15,2011,2011-11-06,9,28.080,IND,,ATL,L 7-31,,4,6,66.67,20,0,0,71.5,0,0,3.33,3.33,0,0,,0
16,2011,2011-11-13,10,28.087,IND,,JAX,L 3-17,,7,10,70.00,67,0,0,88.3,2,9,6.70,6.70,0,0,,0
17,2011,2011-12-04,12,28.108,IND,@,NWE,L 24-31,*,30,37,81.08,353,2,1,113.2,2,15,9.54,9.41,1,-1,-1.00,0
18,2011,2011-12-11,13,28.115,IND,@,BAL,L 10-24,*,17,37,45.95,136,1,1,53.4,4,19,3.68,3.00,0,0,,0
19,2011,2011-12-18,14,28.122,IND,,TEN,W 27-13,*,11,17,64.71,82,1,0,95.7,0,0,4.82,6.00,3,-3,-1.00,0
20,2011,2011-12-22,15,28.126,IND,,HOU,W 19-16,*,23,41,56.10,244,1,0,81.8,3,19,5.95,6.44,1,2,2.00,0
21,2011,2012-01-01,16,28.136,IND,@,JAX,L 13-19,*,27,40,67.50,264,1,2,73.3,3,22,6.60,4.85,1,7,7.00,0
22,2012,2012-12-16,14,29.120,TAM,@,NOR,L 0-41,,4,7,57.14,51,0,0,80.1,0,0,7.29,7.29,0,0,,0
23,2013,2013-11-17,10,30.091,TAM,,ATL,W 41-28,,,,,,,,,,,,,,,,
24,2013,2013-12-29,16,30.133,TAM,@,NOR,L 17-42,,,,,,,,,,,,,,,,
25,2015,2015-09-20,2,32.033,DET,@,MIN,L 16-26,,0,0,,0,0,0,,0,0,,,0,0,,0
26,2015,2015-10-11,5,32.054,DET,,ARI,L 17-42,,21,38,55.26,191,1,1,66.9,0,0,5.03,4.37,0,0,,0
27,2015,2015-11-01,8,32.075,DET,@,KAN,L 10-45,,1,2,50.00,10,0,0,64.6,0,0,5.00,5.00,0,0,,0
