ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-09-13,1,22.295,MIA,@,ATL,L 7-19,,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,0,0.0,0,1
2,2009,2009-09-21,2,22.303,MIA,,IND,L 23-27,,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,0,0,0.0,0,0
3,2009,2009-09-27,3,22.309,MIA,@,SDG,L 13-23,,0,,,,,0.0%,,,,,,,,,,,,,,
4,2009,2009-10-04,4,22.316,MIA,,BUF,W 38-10,,2,2,17,8.50,1,100.0%,8.50,1,-1,-1.00,0,0,0,,0,1,6,0.0,0,0
5,2009,2009-10-12,5,22.324,MIA,,NYJ,W 31-27,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0
6,2009,2009-10-25,6,22.337,MIA,,NOR,L 34-46,,5,3,94,31.33,0,60.0%,18.80,0,0,,0,0,0,,0,0,0,0.0,0,0
7,2009,2009-11-01,7,22.344,MIA,@,NYJ,W 30-25,,1,,,,,0.0%,,,,,,,,,,,,,,
8,2009,2009-11-08,8,22.351,MIA,@,NWE,L 17-27,*,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,0,0
9,2009,2009-11-15,9,22.358,MIA,,TAM,W 25-23,,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,0,0.0,0,0
10,2009,2009-11-19,10,22.362,MIA,@,CAR,W 24-17,,4,2,47,23.50,0,50.0%,11.75,0,0,,0,2,20,10.00,0,0,0,0.0,0,0
11,2009,2009-11-29,11,23.007,MIA,@,BUF,L 14-31,,7,3,31,10.33,1,42.9%,4.43,0,0,,0,1,16,16.00,0,1,6,0.0,1,0
12,2009,2009-12-06,12,23.014,MIA,,NWE,W 22-21,,7,4,41,10.25,1,57.1%,5.86,0,0,,0,0,0,,0,1,6,0.0,0,0
13,2009,2009-12-13,13,23.021,MIA,@,JAX,W 14-10,*,4,3,34,11.33,0,75.0%,8.50,0,0,,0,0,0,,0,0,0,0.0,0,0
14,2009,2009-12-20,14,23.028,MIA,@,TEN,L 24-27,,5,2,96,48.00,0,40.0%,19.20,1,10,10.00,0,0,0,,0,0,0,0.0,0,0
15,2009,2009-12-27,15,23.035,MIA,,HOU,L 20-27,,6,3,31,10.33,0,50.0%,5.17,0,0,,0,0,0,,0,0,0,0.0,0,0
16,2009,2010-01-03,16,23.042,MIA,,PIT,L 24-30,,4,2,34,17.00,0,50.0%,8.50,2,20,10.00,1,0,0,,0,1,6,0.0,0,0
17,2010,2010-09-12,1,23.294,MIA,@,BUF,W 15-10,*,3,,,,,0.0%,,,,,,,,,,,,,,
18,2010,2010-09-19,2,23.301,MIA,@,MIN,W 14-10,*,3,3,28,9.33,1,100.0%,9.33,0,0,,0,0,0,,0,1,6,0.0,0,0
19,2010,2010-09-26,3,23.308,MIA,,NYJ,L 23-31,*,11,5,84,16.80,0,45.5%,7.64,0,0,,0,0,0,,0,0,0,0.0,0,0
20,2010,2010-10-04,4,23.316,MIA,,NWE,L 14-41,*,9,3,21,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0,0.0,1,0
21,2010,2010-10-17,5,23.329,MIA,@,GNB,W 23-20,*,5,4,44,11.00,0,80.0%,8.80,1,-3,-3.00,0,0,0,,0,0,0,0.0,0,0
22,2010,2010-10-24,6,23.336,MIA,,PIT,L 22-23,*,5,5,57,11.40,0,100.0%,11.40,0,0,,0,0,0,,0,0,0,0.0,1,0
23,2010,2010-10-31,7,23.343,MIA,@,CIN,W 22-14,,8,5,53,10.60,0,62.5%,6.63,1,30,30.00,0,0,0,,0,0,0,0.0,1,0
24,2010,2010-11-07,8,23.350,MIA,@,BAL,L 10-26,*,5,4,85,21.25,0,80.0%,17.00,0,0,,0,0,0,,0,0,0,0.0,0,0
25,2010,2010-11-14,9,23.357,MIA,,TEN,W 29-17,*,7,5,98,19.60,0,71.4%,14.00,0,0,,0,0,0,,0,0,0,0.0,0,0
26,2010,2010-11-18,10,23.361,MIA,,CHI,L 0-16,*,6,5,70,14.00,0,83.3%,11.67,0,0,,0,0,0,,0,0,0,0.0,0,0
27,2010,2010-11-28,11,24.006,MIA,@,OAK,W 33-17,*,7,4,75,18.75,0,57.1%,10.71,0,0,,0,0,0,,0,0,0,0.0,0,0
28,2010,2010-12-05,12,24.013,MIA,,CLE,L 10-13,*,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,1,0
29,2011,2011-09-12,1,24.294,MIA,,NWE,L 24-38,*,7,4,47,11.75,1,57.1%,6.71,0,0,,0,0,0,,0,1,6,0.0,0,0
30,2011,2011-09-18,2,24.300,MIA,,HOU,L 13-23,*,7,2,36,18.00,0,28.6%,5.14,0,0,,0,0,0,,0,0,0,0.0,1,0
31,2011,2011-09-25,3,24.307,MIA,@,CLE,L 16-17,,4,4,87,21.75,0,100.0%,21.75,0,0,,0,0,0,,0,0,0,0.0,0,0
32,2011,2011-10-02,4,24.314,MIA,@,SDG,L 16-26,*,5,3,31,10.33,0,60.0%,6.20,0,0,,0,0,0,,0,0,0,0.0,1,0
33,2011,2011-10-17,5,24.329,MIA,@,NYJ,L 6-24,,6,3,27,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,0,1
34,2011,2011-10-23,6,24.335,MIA,,DEN,L 15-18,*,2,2,29,14.50,0,100.0%,14.50,0,0,,0,0,0,,0,0,0,0.0,0,0
35,2011,2011-10-30,7,24.342,MIA,@,NYG,L 17-20,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
36,2011,2011-11-06,8,24.349,MIA,@,KAN,W 31-3,*,,,,,,0.0%,,,,,,,,,,,,,,
37,2011,2011-11-13,9,24.356,MIA,,WAS,W 20-9,,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,0,0,0.0,0,0
38,2011,2011-11-20,10,24.363,MIA,,BUF,W 35-8,*,2,1,19,19.00,0,50.0%,9.50,1,9,9.00,0,0,0,,0,0,0,0.0,0,0
39,2011,2011-11-24,11,25.002,MIA,@,DAL,L 19-20,*,5,4,77,19.25,0,80.0%,15.40,0,0,,0,0,0,,0,0,0,0.0,0,0
40,2011,2011-12-04,12,25.012,MIA,,OAK,W 34-14,*,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,0,0
41,2011,2011-12-11,13,25.019,MIA,,PHI,L 10-26,,1,1,24,24.00,0,100.0%,24.00,0,0,,0,0,0,,0,0,0,0.0,0,0
42,2011,2011-12-18,14,25.026,MIA,@,BUF,W 30-23,*,5,3,69,23.00,0,60.0%,13.80,0,0,,0,0,0,,0,0,0,0.0,0,0
43,2011,2011-12-24,15,25.032,MIA,@,NWE,L 24-27,*,8,4,72,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,1,0
44,2011,2012-01-01,16,25.040,MIA,,NYJ,W 19-17,,7,2,16,8.00,0,28.6%,2.29,0,0,,0,0,0,,0,0,0,0.0,2,0
45,2012,2012-09-09,1,25.292,MIA,@,HOU,L 10-30,,8,3,50,16.67,0,37.5%,6.25,0,0,,0,0,0,,0,0,0,0.0,0,0
46,2012,2012-09-16,2,25.299,MIA,,OAK,W 35-13,*,12,9,111,12.33,0,75.0%,9.25,0,0,,0,0,0,,0,0,0,0.0,0,0
47,2012,2012-09-23,3,25.306,MIA,,NYJ,L 20-23,*,9,1,41,41.00,0,11.1%,4.56,0,0,,0,0,0,,0,0,0,0.0,0,0
48,2012,2012-09-30,4,25.313,MIA,@,ARI,L 21-24,*,19,12,253,21.08,1,63.2%,13.32,0,0,,0,0,0,,0,1,6,0.0,0,0
49,2012,2012-10-07,5,25.320,MIA,@,CIN,W 17-13,*,5,4,59,14.75,0,80.0%,11.80,0,0,,0,0,0,,0,0,0,0.0,0,0
50,2012,2012-10-14,6,25.327,MIA,,STL,W 17-14,*,,,,,,0.0%,,,,,,,,,,,,,,
51,2012,2012-10-28,7,25.341,MIA,@,NYJ,W 30-9,*,6,4,41,10.25,0,66.7%,6.83,0,0,,0,0,0,,0,0,0,0.0,0,0
