ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2003,2003-09-07,1,25.147,ATL,@,DAL,W 27-13,,,,,,,0.0%,,,
2,2003,2003-09-14,2,25.154,ATL,,WAS,L 31-33,,6,2,58,29.00,1,33.3%,9.67,1,6
3,2003,2003-09-21,3,25.161,ATL,,TAM,L 10-31,,1,1,4,4.00,0,100.0%,4.00,0,0
4,2003,2003-09-28,4,25.168,ATL,@,CAR,L 3-23,,2,1,4,4.00,0,50.0%,2.00,0,0
5,2003,2003-10-05,5,25.175,ATL,,MIN,L 26-39,,2,1,8,8.00,1,50.0%,4.00,1,6
6,2003,2003-10-13,6,25.183,ATL,@,STL,L 0-36,,,,,,,0.0%,,,
7,2003,2003-10-19,7,25.189,ATL,,NOR,L 17-45,,0,,,,,0.0%,,,
8,2003,2003-11-02,8,25.203,ATL,,PHI,L 16-23,,2,,,,,0.0%,,,
9,2003,2003-11-09,9,25.210,ATL,@,NYG,W 27-7,,,,,,,0.0%,,,
10,2003,2003-11-16,10,25.217,ATL,@,NOR,L 20-23,,,,,,,0.0%,,,
11,2003,2003-11-23,11,25.224,ATL,,TEN,L 31-38,,0,,,,,0.0%,,,
12,2003,2003-11-30,12,25.231,ATL,@,HOU,L 13-17,,0,,,,,0.0%,,,
13,2003,2003-12-07,13,25.238,ATL,,CAR,W 20-14,,1,,,,,0.0%,,,
14,2003,2003-12-14,14,25.245,ATL,@,IND,L 7-38,,,,,,,0.0%,,,
15,2003,2003-12-20,15,25.251,ATL,@,TAM,W 30-28,,,,,,,0.0%,,,
16,2003,2003-12-28,16,25.259,ATL,,JAX,W 21-14,,1,1,26,26.00,0,100.0%,26.00,0,0
17,2004,2004-09-12,1,26.152,ATL,@,SFO,W 21-19,,0,,,,,0.0%,,,
18,2004,2004-09-19,2,26.159,ATL,,STL,W 34-17,,,,,,,0.0%,,,
19,2004,2004-09-26,3,26.166,ATL,,ARI,W 6-3,,0,,,,,0.0%,,,
20,2004,2004-10-03,4,26.173,ATL,@,CAR,W 27-10,,,,,,,0.0%,,,
21,2004,2004-10-10,5,26.180,ATL,,DET,L 10-17,,,,,,,0.0%,,,
22,2004,2004-10-17,6,26.187,ATL,,SDG,W 21-20,,,,,,,0.0%,,,
23,2004,2004-10-24,7,26.194,ATL,@,KAN,L 10-56,,,,,,,0.0%,,,
24,2004,2004-10-31,8,26.201,ATL,@,DEN,W 41-28,,,,,,,0.0%,,,
25,2004,2004-11-14,9,26.215,ATL,,TAM,W 24-14,,,,,,,0.0%,,,
26,2004,2004-11-21,10,26.222,ATL,@,NYG,W 14-10,,,,,,,0.0%,,,
27,2004,2004-12-05,12,26.236,ATL,@,TAM,L 0-27,,0,,,,,0.0%,,,
28,2004,2004-12-12,13,26.243,ATL,,OAK,W 35-10,,0,,,,,0.0%,,,
29,2004,2004-12-18,14,26.249,ATL,,CAR,W 34-31,,0,,,,,0.0%,,,
30,2004,2005-01-02,16,26.264,ATL,@,SEA,L 26-28,,,,,,,0.0%,,,
31,2005,2005-11-27,11,27.228,WAS,,SDG,L 17-23,,1,1,18,18.00,0,100.0%,18.00,0,0
32,2005,2005-12-04,12,27.235,WAS,@,STL,W 24-9,,0,0,0,,0,0.0%,,0,0
33,2005,2005-12-11,13,27.242,WAS,@,ARI,W 17-13,,,0,0,,0,0.0%,,0,0
34,2005,2005-12-18,14,27.249,WAS,,DAL,W 35-7,,1,0,0,,0,0.0%,0.00,0,0
35,2007,2007-11-18,10,29.219,WAS,@,DAL,L 23-28,,,0,0,,0,0.0%,,0,0
36,2007,2007-12-02,12,29.233,WAS,,BUF,L 16-17,,,0,0,,0,0.0%,,0,0
