ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1982,1982-09-12,1,22.094,KAN,@,BUF,L 9-14,1,15,15.00,0,2,45,22.50,0,2,3,1.50,0,0,0
2,1982,1982-09-19,2,22.101,KAN,,SDG,W 19-12,2,26,13.00,0,1,20,20.00,0,1,30,30.00,0,0,0
3,1982,1982-11-21,3,22.164,KAN,@,NOR,L 17-27,0,0,,0,4,99,24.75,0,0,0,,0,0,0
4,1982,1982-11-28,4,22.171,KAN,@,RAM,L 14-20,0,0,,0,3,77,25.67,0,1,9,9.00,0,0,0
5,1982,1982-12-05,5,22.178,KAN,@,PIT,L 14-35,0,0,,0,3,70,23.33,0,2,5,2.50,0,0,0
6,1982,1982-12-12,6,22.185,KAN,,RAI,L 16-21,1,18,18.00,0,3,22,7.33,0,3,11,3.67,0,0,0
7,1982,1982-12-19,7,22.192,KAN,@,DEN,W 37-16,0,0,,0,3,100,33.33,0,3,45,15.00,0,0,0
8,1982,1982-12-26,8,22.199,KAN,,SFO,L 13-26,3,57,19.00,1,6,130,21.67,0,0,0,,0,1,6
9,1982,1983-01-02,9,22.206,KAN,,NYJ,W 37-13,0,0,,0,2,46,23.00,0,0,0,,0,0,0
10,1983,1983-09-04,1,23.086,KAN,,SEA,W 17-13,2,54,27.00,0,2,44,22.00,0,2,11,5.50,0,0,0
11,1983,1983-09-12,2,23.094,KAN,,SDG,L 14-17,6,73,12.17,1,3,48,16.00,0,0,0,,0,1,6
12,1983,1983-09-18,3,23.100,KAN,@,WAS,L 12-27,5,94,18.80,0,4,68,17.00,0,4,22,5.50,0,0,0
13,1983,1983-09-25,4,23.107,KAN,@,MIA,L 6-14,2,38,19.00,0,2,7,3.50,0,0,0,,0,0,0
14,1983,1983-10-02,5,23.114,KAN,,STL,W 38-14,1,18,18.00,0,0,0,,0,4,36,9.00,0,0,0
15,1983,1983-10-09,6,23.121,KAN,@,RAI,L 20-21,2,25,12.50,0,0,0,,0,4,12,3.00,0,0,0
16,1983,1983-10-16,7,23.128,KAN,,NYG,W 38-17,0,0,,0,0,0,,0,0,0,,0,,
17,1983,1983-10-23,8,23.135,KAN,@,HOU,W 13-10,3,38,12.67,0,0,0,,0,0,0,,0,0,0
18,1983,1983-10-30,9,23.142,KAN,@,DEN,L 24-27,2,23,11.50,0,0,0,,0,0,0,,0,0,0
19,1983,1983-11-06,10,23.149,KAN,,RAI,L 20-28,2,69,34.50,0,0,0,,0,0,0,,0,0,0
20,1983,1983-11-13,11,23.156,KAN,,CIN,W 20-15,0,0,,0,1,17,17.00,0,0,0,,0,0,0
21,1983,1983-11-20,12,23.163,KAN,@,DAL,L 21-41,2,22,11.00,0,5,122,24.40,0,0,0,,0,0,0
22,1983,1983-11-27,13,23.170,KAN,@,SEA,L 48-51,0,0,,0,5,85,17.00,0,0,0,,0,0,0
23,1983,1983-12-04,14,23.177,KAN,,BUF,L 9-14,1,11,11.00,0,1,15,15.00,0,0,0,,0,0,0
24,1983,1983-12-11,15,23.184,KAN,@,SDG,L 38-41,7,87,12.43,0,5,96,19.20,0,0,0,,0,0,0
25,1983,1983-12-18,16,23.191,KAN,,DEN,W 48-17,2,32,16.00,0,1,13,13.00,0,0,0,,0,0,0
26,1984,1984-09-02,1,24.084,KAN,@,PIT,W 37-27,3,34,11.33,0,0,0,,0,0,0,,0,0,0
27,1984,1984-09-09,2,24.091,KAN,@,CIN,W 27-22,3,109,36.33,1,0,0,,0,0,0,,0,1,6
28,1984,1984-09-16,3,24.098,KAN,,RAI,L 20-22,1,6,6.00,0,0,0,,0,0,0,,0,0,0
29,1984,1984-09-30,5,24.112,KAN,,CLE,W 10-6,0,0,,0,0,0,,0,0,0,,0,,
30,1984,1984-10-07,6,24.119,KAN,,NYJ,L 16-17,0,0,,0,0,0,,0,0,0,,0,,
31,1984,1984-10-14,7,24.126,KAN,,SDG,W 31-13,0,0,,0,0,0,,0,0,0,,0,,
32,1984,1984-10-21,8,24.133,KAN,@,NYJ,L 7-28,0,0,,0,0,0,,0,0,0,,0,,
33,1984,1984-10-28,9,24.140,KAN,,TAM,W 24-20,2,51,25.50,0,1,15,15.00,0,0,0,,0,0,0
34,1984,1984-11-04,10,24.147,KAN,@,SEA,L 0-45,0,0,,0,0,0,,0,0,0,,0,,
35,1984,1984-11-11,11,24.154,KAN,,HOU,L 16-17,1,17,17.00,0,0,0,,0,0,0,,0,0,0
36,1984,1984-11-25,13,24.168,KAN,@,NYG,L 27-28,0,0,,0,0,0,,0,0,0,,0,,
37,1984,1984-12-02,14,24.175,KAN,,DEN,W 16-13,0,0,,0,0,0,,0,0,0,,0,,
38,1984,1984-12-09,15,24.182,KAN,,SEA,W 34-7,0,0,,0,1,17,17.00,0,1,5,5.00,0,0,0
39,1984,1984-12-16,16,24.189,KAN,@,SDG,W 42-21,0,0,,0,0,0,,0,2,9,4.50,0,0,0
40,1985,1985-09-08,1,25.090,KAN,@,NOR,W 47-27,1,8,8.00,0,1,21,21.00,0,0,0,,0,0,0
41,1985,1985-09-12,2,25.094,KAN,,RAI,W 36-20,0,0,,0,0,0,,0,,,,,,
42,1985,1985-09-22,3,25.104,KAN,@,MIA,L 0-31,0,0,,0,1,11,11.00,0,0,0,,0,0,0
43,1985,1985-09-29,4,25.111,KAN,,SEA,W 28-7,0,0,,0,0,0,,0,,,,,,
44,1985,1985-10-06,5,25.118,KAN,@,RAI,L 10-19,1,41,41.00,1,1,17,17.00,0,0,0,,0,1,6
45,1985,1985-10-13,6,25.125,KAN,@,SDG,L 20-31,0,0,,0,0,0,,0,,,,,,
46,1985,1985-10-20,7,25.132,KAN,,RAM,L 0-16,0,0,,0,0,0,,0,,,,,,
47,1985,1985-10-27,8,25.139,KAN,,DEN,L 10-30,0,0,,0,0,0,,0,,,,,,
48,1985,1985-11-03,9,25.146,KAN,@,HOU,L 20-23,3,62,20.67,0,0,0,,0,0,0,,0,0,0
49,1985,1985-11-10,10,25.153,KAN,,PIT,L 28-36,4,55,13.75,1,0,0,,0,0,0,,0,1,6
