ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-10-08,4,24.225,CHI,,CRD,W 27-6,22,78,3.55,1,0,0,,0
2,1950,1950-10-15,5,24.232,CHI,,GNB,W 28-14,3,2,0.67,0,3,21,7.00,0
3,1950,1950-11-05,7,24.253,CHI,@,DET,W 35-21,5,36,7.20,0,0,0,,0
4,1950,1950-11-19,9,24.267,CHI,,SFO,W 17-0,8,27,3.38,0,0,0,,0
5,1950,1950-12-10,12,24.288,CHI,,DET,W 6-3,1,1,1.00,0,0,0,,0
6,1951,1951-09-30,1,25.217,CHI,@,GNB,W 31-20,2,3,1.50,0,0,0,,0
7,1952,1952-11-16,8,26.265,CHI,,RAM,L 24-40,7,16,2.29,0,1,3,3.00,0
8,1952,1952-11-23,9,26.272,CHI,,DET,W 24-23,1,-4,-4.00,0,0,0,,0
9,1953,1953-10-25,5,27.242,CRD,,PHI,L 17-56,1,-5,-5.00,0,0,0,,0
10,1953,1953-11-01,6,27.249,CRD,,NYG,L 20-23,1,0,0.00,0,0,0,,0
