ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1990,1990-09-09,1,23.338,DAL,,SDG,W 17-14,2,2,100.0,1,1,100.0,0,5
2,1990,1990-09-16,2,23.345,DAL,,NYG,L 7-28,1,1,100.0,,,,0,1
3,1990,1990-09-23,3,23.352,DAL,@,WAS,L 15-19,1,1,100.0,2,4,50.0,0,7
4,1990,1990-09-30,4,23.359,DAL,@,NYG,L 17-31,2,2,100.0,1,1,100.0,0,5
5,1990,1990-10-07,5,24.001,DAL,,TAM,W 14-10,2,2,100.0,,,,0,2
6,1990,1990-10-14,6,24.008,DAL,@,PHO,L 3-20,,,,1,1,100.0,0,3
7,1990,1990-10-21,7,24.015,DAL,@,TAM,W 17-13,2,2,100.0,1,2,50.0,0,5
8,1990,1990-10-28,8,24.022,DAL,,PHI,L 20-21,2,2,100.0,2,3,66.7,0,8
9,1990,1990-11-04,9,24.029,DAL,@,NYJ,L 9-24,,,,3,3,100.0,0,9
10,1990,1990-11-11,10,24.036,DAL,,SFO,L 6-24,,,,2,2,100.0,0,6
11,1990,1990-11-18,11,24.043,DAL,@,RAM,W 24-21,3,3,100.0,1,2,50.0,0,6
12,1990,1990-11-22,12,24.047,DAL,,WAS,W 27-17,3,3,100.0,2,2,100.0,0,9
13,1990,1990-12-02,13,24.057,DAL,,NOR,W 17-13,2,2,100.0,1,1,100.0,0,5
14,1990,1990-12-16,14,24.071,DAL,,PHO,W 41-10,5,5,100.0,,,,0,5
15,1990,1990-12-23,15,24.078,DAL,@,PHI,L 3-17,,,,1,1,100.0,0,3
16,1990,1990-12-30,16,24.085,DAL,@,ATL,L 7-26,1,1,100.0,,2,0.0,0,1
17,1991,1991-09-01,1,24.330,DAL,@,CLE,W 26-14,2,2,100.0,4,4,100.0,0,14
18,1991,1991-09-09,2,24.338,DAL,,WAS,L 31-33,4,4,100.0,1,1,100.0,0,7
19,1991,1991-09-15,3,24.344,DAL,,PHI,L 0-24,,,,,,,,
20,1991,1991-09-22,4,24.351,DAL,@,PHO,W 17-9,2,2,100.0,1,4,25.0,0,5
21,1991,1991-09-29,5,24.358,DAL,,NYG,W 21-16,3,3,100.0,,,,0,3
22,1991,1991-10-06,6,25.000,DAL,@,GNB,W 20-17,2,2,100.0,2,3,66.7,0,8
23,1991,1991-10-13,7,25.007,DAL,,CIN,W 35-23,5,5,100.0,,,,0,5
24,1991,1991-10-27,8,25.021,DAL,@,DET,L 10-34,1,1,100.0,1,2,50.0,0,4
25,1991,1991-11-03,9,25.028,DAL,,PHO,W 27-7,3,3,100.0,2,2,100.0,0,9
26,1991,1991-11-10,10,25.035,DAL,@,HOU,L 23-26,2,2,100.0,3,3,100.0,0,11
27,1991,1991-11-17,11,25.042,DAL,@,NYG,L 9-22,,,,3,3,100.0,0,9
28,1991,1991-11-24,12,25.049,DAL,@,WAS,W 24-21,3,3,100.0,1,3,33.3,0,6
29,1991,1991-11-28,13,25.053,DAL,,PIT,W 20-10,2,2,100.0,2,5,40.0,0,8
30,1991,1991-12-08,14,25.063,DAL,,NOR,W 23-14,2,2,100.0,3,3,100.0,0,11
31,1991,1991-12-15,15,25.070,DAL,@,PHI,W 25-13,2,2,100.0,3,4,75.0,0,11
32,1991,1991-12-22,16,25.077,DAL,,ATL,W 31-27,4,4,100.0,1,2,50.0,0,7
33,1992,1992-09-06,1,25.336,TAM,,PHO,W 23-7,2,2,100.0,3,4,75.0,0,11
34,1992,1992-09-13,2,25.343,TAM,,GNB,W 31-3,4,4,100.0,1,1,100.0,0,7
35,1992,1992-09-20,3,25.350,TAM,@,MIN,L 20-26,2,2,100.0,2,2,100.0,0,8
36,1992,1992-09-27,4,25.357,TAM,@,DET,W 27-23,3,3,100.0,2,3,66.7,0,9
37,1992,1992-10-04,5,25.364,TAM,,IND,L 14-24,2,2,100.0,,1,0.0,0,2
38,1992,1992-10-18,6,26.012,TAM,@,CHI,L 14-31,2,2,100.0,,,,0,2
39,1992,1992-10-25,7,26.019,TAM,,DET,L 7-38,1,1,100.0,,1,0.0,0,1
40,1992,1992-11-01,8,26.026,TAM,@,NOR,L 21-23,3,3,100.0,,,,0,3
41,1992,1992-11-08,9,26.033,TAM,,MIN,L 7-35,1,1,100.0,,2,0.0,0,1
42,1992,1992-11-22,11,26.047,NYG,,PHI,L 34-47,,,,,,,,
43,1992,1992-11-26,12,26.051,NYG,@,DAL,L 3-30,,,,,,,,
44,1992,1992-12-06,13,26.061,NYG,,WAS,L 10-28,1,1,100.0,1,1,100.0,0,4
45,1992,1992-12-12,14,26.067,NYG,@,PHO,L 0-19,,,,,,,,
46,1992,1992-12-19,15,26.074,NYG,,KAN,W 35-21,5,5,100.0,,,,0,5
47,1992,1992-12-27,16,26.082,NYG,@,PHI,L 10-20,1,1,100.0,1,1,100.0,0,4
