ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-24,2,23.293,SFO,,CHI,L 20-32,2,1,0.50,0,0,0,,0
2,1950,1950-10-01,3,23.300,SFO,,RAM,L 14-35,1,-1,-1.00,0,1,6,6.00,0
3,1950,1950-10-12,5,23.311,SFO,@,NYY,L 24-29,1,1,1.00,0,0,0,,0
4,1950,1950-11-26,11,23.356,SFO,@,GNB,L 21-25,2,4,2.00,0,0,0,,0
5,1950,1950-12-10,12,24.005,SFO,,GNB,W 30-14,1,-1,-1.00,0,0,0,,0
6,1951,1951-09-30,1,24.299,SFO,,CLE,W 24-10,17,145,8.53,0,0,0,,0
7,1951,1951-10-06,2,24.305,SFO,@,PHI,L 14-21,6,64,10.67,1,3,28,9.33,1
8,1951,1951-10-14,3,24.313,SFO,@,PIT,W 28-24,7,25,3.57,0,1,12,12.00,0
9,1951,1951-10-21,4,24.320,SFO,@,CHI,L 7-13,4,1,0.25,0,0,0,,0
10,1951,1951-10-28,5,24.327,SFO,,RAM,W 44-17,2,3,1.50,0,0,0,,0
11,1951,1951-11-04,6,24.334,SFO,@,RAM,L 16-23,4,12,3.00,0,0,0,,0
12,1951,1951-11-11,7,24.341,SFO,,NYY,W 19-14,7,55,7.86,0,1,6,6.00,0
13,1951,1951-11-18,8,24.348,SFO,,CRD,L 21-27,8,47,5.88,0,2,20,10.00,0
14,1951,1951-11-25,9,24.355,SFO,@,NYY,T 10-10,8,40,5.00,0,2,37,18.50,0
15,1951,1951-12-02,10,24.362,SFO,@,DET,W 20-10,3,-2,-0.67,0,1,13,13.00,0
16,1951,1951-12-09,11,25.004,SFO,,GNB,W 31-19,1,7,7.00,0,0,0,,0
17,1951,1951-12-16,12,25.011,SFO,,DET,W 21-17,0,0,,0,1,9,9.00,0
