ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1986,1986-09-08,1,22.304,DAL,,NYG,W 31-28,0,0,,0,,,
2,1986,1986-09-14,2,22.310,DAL,@,DET,W 31-7,0,0,,0,,,
3,1986,1986-09-21,3,22.317,DAL,,ATL,L 35-37,0,0,,0,,,
4,1986,1986-09-29,4,22.325,DAL,@,STL,W 31-7,0,0,,0,1,1,0
5,1986,1986-10-05,5,22.331,DAL,@,DEN,L 14-29,0,0,,0,,,
6,1986,1986-10-12,6,22.338,DAL,,WAS,W 30-6,0,0,,0,,,
7,1986,1986-10-19,7,22.345,DAL,@,PHI,W 17-14,0,0,,0,,,
8,1986,1986-10-26,8,22.352,DAL,,STL,W 37-6,1,0,0.00,0,0,0,0
9,1986,1986-11-02,9,22.359,DAL,@,NYG,L 14-17,0,0,,0,,,
10,1986,1986-11-09,10,23.001,DAL,,RAI,L 13-17,0,0,,0,,,
11,1986,1986-11-16,11,23.008,DAL,@,SDG,W 24-21,0,0,,0,,,
12,1986,1986-11-23,12,23.015,DAL,@,WAS,L 14-41,0,0,,0,,,
13,1986,1986-11-27,13,23.019,DAL,,SEA,L 14-31,0,0,,0,,,
14,1986,1986-12-07,14,23.029,DAL,@,RAM,L 10-29,0,0,,0,,,
15,1986,1986-12-14,15,23.036,DAL,,PHI,L 21-23,0,0,,0,,,
16,1986,1986-12-21,16,23.043,DAL,,CHI,L 10-24,0,0,,0,,,
17,1987,1987-11-22,10,24.014,STL,@,PHI,W 31-19,,,,,,,
18,1987,1987-11-29,11,24.021,STL,@,ATL,W 34-21,,,,,,,
19,1987,1987-12-06,12,24.028,STL,,WAS,L 17-34,,,,,,,
