ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1980,1980-09-07,1,21.254,KAN,,OAK,L 14-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,65,21.67,0,0,0
2,1980,1980-09-14,2,21.261,KAN,,SEA,L 16-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,56,28.00,0,0,0
3,1980,1980-09-21,3,21.268,KAN,@,CLE,L 13-20,,,,,,,,,,,,,,,,,,,,,,,,,
4,1980,1980-09-28,4,21.275,KAN,,SDG,L 7-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,40,40.00,0,0,0
5,1980,1980-10-05,5,21.282,KAN,@,OAK,W 31-17,0,0,,0,1,37,37.00,0,0,0,,0,0,0,,0,0,,,1,17,17.00,0,0,0
6,1980,1980-10-12,6,21.289,KAN,,HOU,W 21-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,71,23.67,0,0,0
7,1980,1980-10-19,7,21.296,KAN,@,DEN,W 23-17,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,62,20.67,0,0,0
8,1980,1980-10-26,8,21.303,KAN,,DET,W 20-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,30,15.00,0,0,0
9,1980,1980-11-02,9,21.310,KAN,,BAL,L 24-31,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,57,28.50,0,0,0
10,1980,1980-11-09,10,21.317,KAN,@,SEA,W 31-30,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,5,84,16.80,0,0,0
11,1980,1980-11-16,11,21.324,KAN,@,SDG,L 7-20,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,37,18.50,0,0,0
12,1980,1980-11-23,12,21.331,KAN,@,STL,W 21-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,90,30.00,0,0,0
13,1980,1980-11-30,13,21.338,KAN,,CIN,L 6-20,2,22,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,81,27.00,0,0,0
14,1980,1980-12-07,14,21.345,KAN,,DEN,W 31-14,1,32,32.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,44,22.00,0,0,0
15,1980,1980-12-14,15,21.352,KAN,@,PIT,L 16-21,0,0,,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,3,70,23.33,0,0,0
16,1980,1980-12-21,16,21.359,KAN,@,BAL,W 38-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,5,113,22.60,0,0,0
