ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2006,2006-12-10,13,22.156,BUF,@,NYJ,W 31-13,*,,,,,,,,,,,,
2,2006,2006-12-17,14,22.163,BUF,,MIA,W 21-0,,,,,,,,,,,,,
3,2006,2006-12-31,16,22.177,BUF,@,BAL,L 7-19,,,,,,,,,,,,,
4,2007,2007-09-09,1,23.064,BUF,,DEN,L 14-15,,,,,,,,,,,,,
5,2007,2007-09-16,2,23.071,BUF,@,PIT,L 3-26,*,,,,,,,,,,,,
6,2007,2007-09-23,3,23.078,BUF,@,NWE,L 7-38,*,,,,,,,,,,,,
7,2007,2007-09-30,4,23.085,BUF,,NYJ,W 17-14,*,,,,,,,,,,,,
8,2007,2007-11-25,11,23.141,BUF,@,JAX,L 14-36,,0,0,,0,0,0,1.0,,,0,0,0
9,2007,2007-12-02,12,23.148,BUF,@,WAS,W 17-16,,,,,,,,,,,,,
10,2007,2007-12-09,13,23.155,BUF,,MIA,W 38-17,,,,,,,,,,,,,
11,2007,2007-12-16,14,23.162,BUF,@,CLE,L 0-8,,,,,,,,,,,,,
12,2007,2007-12-23,15,23.169,BUF,,NYG,L 21-38,,,,,,,,,,,,,
13,2007,2007-12-30,16,23.176,BUF,@,PHI,L 9-17,,0,0,,0,0,0,0.0,,,1,19,0
14,2008,2008-09-07,1,24.062,BUF,,SEA,W 34-10,*,0,0,,0,0,0,0.0,7,1,0,0,0
15,2008,2008-09-14,2,24.069,BUF,@,JAX,W 20-16,,0,0,,0,0,0,1.0,3,0,0,0,0
16,2008,2008-09-21,3,24.076,BUF,,OAK,W 24-23,,0,0,,0,0,0,0.0,1,0,0,0,0
17,2008,2008-09-28,4,24.083,BUF,@,STL,W 31-14,,0,0,,0,0,0,0.0,4,0,0,0,0
18,2008,2008-10-05,5,24.090,BUF,@,ARI,L 17-41,*,0,0,,0,0,0,0.0,4,0,0,0,0
19,2009,2009-09-14,1,25.069,BUF,@,NWE,L 24-25,,,,,,,,,,,,,
20,2009,2009-09-20,2,25.075,BUF,,TAM,W 33-20,,0,16,,0,0,0,0.0,3,0,0,0,0
21,2009,2009-09-27,3,25.082,BUF,,NOR,L 7-27,,,,,,,,,,,,,
22,2009,2009-10-04,4,25.089,BUF,@,MIA,L 10-38,,,,,,,,,,,,,
23,2009,2009-10-11,5,25.096,BUF,,CLE,L 3-6,,0,0,,0,0,0,0.0,0,0,0,0,0
24,2009,2009-10-18,6,25.103,BUF,@,NYJ,W 16-13,,,,,,,,,,,,,
25,2009,2009-10-25,7,25.110,BUF,@,CAR,W 20-9,,0,0,,0,0,0,0.0,0,0,0,0,0
26,2009,2009-11-01,8,25.117,BUF,,HOU,L 10-31,,,,,,,,,,,,,
27,2009,2009-11-15,9,25.131,BUF,@,TEN,L 17-41,,0,0,,0,0,0,0.0,1,0,0,0,0
28,2009,2009-12-27,15,25.173,BUF,@,ATL,L 3-31,*,0,0,,0,0,0,0.0,4,0,0,0,0
29,2009,2010-01-03,16,25.180,BUF,,IND,W 30-7,,0,0,,0,0,0,0.0,0,2,0,0,0
30,2010,2010-09-12,1,26.067,BUF,,MIA,L 10-15,,,,,,,,,,,,,
31,2010,2010-09-19,2,26.074,BUF,@,GNB,L 7-34,,,,,,,,,,,,,
32,2010,2010-09-26,3,26.081,BUF,@,NWE,L 30-38,,0,0,,0,0,0,0.0,0,1,0,0,0
33,2010,2010-10-03,4,26.088,BUF,,NYJ,L 14-38,,,,,,,,,,,,,
34,2010,2010-10-10,5,26.095,BUF,,JAX,L 26-36,,,,,,,,,,,,,
35,2010,2010-10-24,6,26.109,BUF,@,BAL,L 34-37,,,,,,,,,,,,,
36,2010,2010-10-31,7,26.116,BUF,@,KAN,L 10-13,,,,,,,,,,,,,
37,2010,2010-11-21,10,26.137,BUF,@,CIN,W 49-31,,,,,,,,,,,,,
38,2010,2010-11-28,11,26.144,BUF,,PIT,L 16-19,,,,,,,,,,,,,
39,2010,2010-12-05,12,26.151,BUF,@,MIN,L 14-38,,,,,,,,,,,,,
40,2010,2010-12-19,14,26.165,BUF,@,MIA,W 17-14,,,,,,,,,,,,,
41,2010,2010-12-26,15,26.172,BUF,,NWE,L 3-34,,0,0,,0,0,0,0.0,0,1,0,0,0
42,2010,2011-01-02,16,26.179,BUF,@,NYJ,L 7-38,,0,0,,0,0,0,0.0,0,0,0,0,0
43,2011,2011-11-20,10,27.136,JAX,@,CLE,L 10-14,,0,0,,0,0,0,0.0,1,2,0,0,0
44,2011,2011-11-27,11,27.143,JAX,,HOU,L 13-20,*,0,0,,0,0,6,0.0,8,0,0,0,0
45,2011,2011-12-05,12,27.151,JAX,,SDG,L 14-38,*,0,0,,0,0,0,0.0,1,0,0,0,0
46,2011,2011-12-11,13,27.157,JAX,,TAM,W 41-14,*,0,0,,0,0,0,0.0,3,1,1,0,0
47,2011,2011-12-15,14,27.161,JAX,@,ATL,L 14-41,*,0,0,,0,0,0,0.0,7,1,0,0,0
48,2011,2011-12-24,15,27.170,JAX,@,TEN,L 17-23,*,0,0,,0,0,0,0.0,1,0,0,0,0
