ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2003,2003-09-07,1,22.193,CHI,@,SFO,L 7-49,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,9,4.50,0,0,0
2,2003,2003-10-19,6,22.235,CHI,@,SEA,L 17-24,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,0
3,2003,2003-10-26,7,22.242,CHI,,DET,W 24-16,,3,3,39,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,0,0,0
4,2003,2003-11-02,8,22.249,CHI,,SDG,W 20-7,,3,3,42,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,,0,0,0
5,2003,2003-11-09,9,22.256,CHI,@,DET,L 10-12,,,,,,,0.0%,,,,,,,,,,,,,,,
6,2003,2003-11-16,10,22.263,CHI,,STL,L 21-23,,,,,,,0.0%,,,,,,,,,,,,,,,
7,2003,2003-11-23,11,22.270,CHI,@,DEN,W 19-10,,0,0,0,,0,0.0%,,1,4,4.00,0,0,0,,0,0,0,,0,0,0
8,2003,2003-11-30,12,22.277,CHI,,ARI,W 28-3,,1,1,24,24.00,0,100.0%,24.00,1,-6,-6.00,0,0,0,,0,0,0,,0,0,0
9,2003,2003-12-07,13,22.284,CHI,@,GNB,L 21-34,,1,,,,,0.0%,,,,,,,,,,,,,,,
10,2003,2003-12-14,14,22.291,CHI,,MIN,W 13-10,,0,0,0,,0,0.0%,,1,6,6.00,0,0,0,,0,0,0,,0,0,0
11,2003,2003-12-21,15,22.298,CHI,,WAS,W 27-24,,2,2,16,8.00,0,100.0%,8.00,1,5,5.00,0,0,0,,0,0,0,,0,0,0
12,2003,2003-12-28,16,22.305,CHI,@,KAN,L 3-31,*,7,2,5,2.50,0,28.6%,0.71,1,5,5.00,0,0,0,,0,0,0,,0,0,0
13,2004,2004-09-12,1,23.199,CHI,,DET,L 16-20,*,3,1,12,12.00,0,33.3%,4.00,1,5,5.00,0,0,0,,0,0,0,,0,0,0
14,2004,2004-09-19,2,23.206,CHI,@,GNB,W 21-10,*,5,3,42,14.00,0,60.0%,8.40,2,23,11.50,0,0,0,,0,0,0,,0,0,0
15,2004,2004-09-26,3,23.213,CHI,@,MIN,L 22-27,*,5,4,71,17.75,0,80.0%,14.20,1,14,14.00,0,0,0,,0,0,0,,0,0,0
16,2004,2004-10-03,4,23.220,CHI,,PHI,L 9-19,,9,4,36,9.00,0,44.4%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0
17,2004,2004-10-17,5,23.234,CHI,,WAS,L 10-13,*,8,4,17,4.25,0,50.0%,2.13,1,-4,-4.00,0,0,0,,0,0,0,,0,0,0
