ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2016,2017-01-01,16,23.139,SEA,@,SFO,W 25-23,,1,2,2.00,0,2,2,16,8.00,0,100.0%,8.00,1,22,22.00,0,0,0
2,2017,2017-10-01,4,24.047,SEA,,IND,W 46-18,,4,38,9.50,1,1,1,27,27.00,1,100.0%,27.00,0,0,,0,2,12
3,2017,2017-10-08,5,24.054,SEA,@,LAR,W 16-10,,2,0,0.00,0,5,3,36,12.00,0,60.0%,7.20,0,0,,0,0,0
4,2017,2017-10-22,6,24.068,SEA,@,NYG,W 24-7,,3,10,3.33,0,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0
5,2017,2017-10-29,7,24.075,SEA,,HOU,W 41-38,,4,6,1.50,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0
6,2017,2017-11-05,8,24.082,SEA,,WAS,L 14-17,,3,12,4.00,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0
7,2017,2017-11-09,9,24.086,SEA,@,ARI,W 22-16,,5,26,5.20,0,5,4,20,5.00,0,80.0%,4.00,0,0,,0,0,0
8,2017,2017-11-20,10,24.097,SEA,,ATL,L 31-34,,7,30,4.29,0,6,5,23,4.60,0,83.3%,3.83,0,0,,0,0,0
9,2017,2017-11-26,11,24.103,SEA,@,SFO,W 24-13,*,4,22,5.50,0,7,4,24,6.00,0,57.1%,3.43,0,0,,0,0,0
10,2017,2017-12-03,12,24.110,SEA,,PHI,W 24-10,,1,-1,-1.00,0,3,1,15,15.00,1,33.3%,5.00,0,0,,0,1,6
11,2017,2017-12-10,13,24.117,SEA,@,JAX,L 24-30,,3,15,5.00,0,5,5,20,4.00,0,100.0%,4.00,0,0,,0,0,0
12,2017,2017-12-17,14,24.124,SEA,,LAR,L 7-42,,6,20,3.33,0,4,3,38,12.67,0,75.0%,9.50,0,0,,0,0,0
13,2017,2017-12-24,15,24.131,SEA,@,DAL,W 21-12,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
14,2017,2017-12-31,16,24.138,SEA,,ARI,L 24-26,,4,9,2.25,0,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0
