ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2015,2015-09-13,1,21.041,TAM,,TEN,L 14-42,*,0,0,0.0,3,2,0,0,0
2,2015,2015-09-20,2,21.048,TAM,@,NOR,W 26-19,*,0,0,0.0,4,4,0,0,0
3,2015,2015-09-27,3,21.055,TAM,@,HOU,L 9-19,*,0,0,0.0,5,5,1,0,0
4,2015,2015-10-04,4,21.062,TAM,,CAR,L 23-37,*,0,0,0.0,3,1,0,0,0
5,2015,2015-10-11,5,21.069,TAM,,JAX,W 38-31,*,0,0,1.0,3,2,0,0,0
6,2015,2015-10-25,6,21.083,TAM,@,WAS,L 30-31,*,0,0,0.0,5,1,0,0,0
7,2015,2015-11-01,7,21.090,TAM,@,ATL,W 23-20,*,0,0,0.0,6,5,1,15,0
8,2015,2015-11-08,8,21.097,TAM,,NYG,L 18-32,*,0,0,0.0,5,5,0,0,0
9,2015,2015-11-15,9,21.104,TAM,,DAL,W 10-6,*,0,0,1.0,4,0,0,0,0
10,2015,2015-11-22,10,21.111,TAM,@,PHI,W 45-17,*,0,0,0.0,8,2,0,0,0
11,2015,2015-11-29,11,21.118,TAM,@,IND,L 12-25,*,0,0,0.0,7,3,0,0,0
12,2015,2015-12-06,12,21.125,TAM,,ATL,W 23-19,*,0,0,1.0,6,4,0,0,0
13,2016,2016-09-11,1,22.039,TAM,@,ATL,W 31-24,*,0,0,1.0,15,2,0,0,0
14,2016,2016-09-18,2,22.046,TAM,@,ARI,L 7-40,*,0,0,0.0,6,1,0,0,0
15,2016,2016-09-25,3,22.053,TAM,,LAR,L 32-37,*,1,6,0.0,6,1,1,38,1
16,2016,2016-10-02,4,22.060,TAM,,DEN,L 7-27,*,0,0,1.0,7,0,0,0,0
17,2016,2016-10-10,5,22.068,TAM,@,CAR,W 17-14,*,0,0,0.0,3,2,0,0,0
18,2016,2016-10-23,6,22.081,TAM,@,SFO,W 34-17,*,0,0,0.0,7,2,0,0,0
19,2016,2016-10-30,7,22.088,TAM,,OAK,L 24-30,*,0,0,0.0,14,0,0,0,0
20,2016,2016-11-03,8,22.092,TAM,,ATL,L 28-43,*,0,0,0.0,3,3,0,0,0
21,2016,2016-11-13,9,22.102,TAM,,CHI,W 36-10,*,0,0,0.0,4,1,0,0,0
22,2016,2016-11-20,10,22.109,TAM,@,KAN,W 19-17,*,0,0,0.0,6,1,0,0,0
23,2016,2016-11-27,11,22.116,TAM,,SEA,W 14-5,*,0,0,1.0,4,2,0,0,0
24,2016,2016-12-04,12,22.123,TAM,@,SDG,W 28-21,*,0,0,0.0,5,2,0,0,0
25,2016,2016-12-11,13,22.130,TAM,,NOR,W 16-11,*,0,0,0.0,6,1,0,0,0
26,2016,2016-12-18,14,22.137,TAM,@,DAL,L 20-26,*,0,0,0.0,11,10,0,0,0
27,2016,2016-12-24,15,22.143,TAM,@,NOR,L 24-31,*,0,0,0.0,5,5,0,0,0
28,2016,2017-01-01,16,22.151,TAM,,CAR,W 17-16,*,0,0,0.0,6,4,0,0,0
29,2017,2017-09-17,1,23.045,TAM,,CHI,W 29-7,*,0,0,0.0,1,0,1,22,0
30,2017,2017-10-22,6,23.080,TAM,@,BUF,L 27-30,*,0,0,0.0,6,3,0,0,0
31,2017,2017-10-29,7,23.087,TAM,,CAR,L 3-17,*,0,0,0.0,6,4,0,0,0
32,2017,2017-11-05,8,23.094,TAM,@,NOR,L 10-30,*,0,0,0.0,4,3,0,0,0
33,2017,2017-11-12,9,23.101,TAM,,NYJ,W 15-10,*,0,0,0.0,3,1,0,0,0
34,2017,2017-11-19,10,23.108,TAM,@,MIA,W 30-20,*,0,0,0.0,6,2,1,20,0
35,2017,2017-11-26,11,23.115,TAM,@,ATL,L 20-34,*,0,0,0.0,8,0,0,0,0
36,2017,2017-12-03,12,23.122,TAM,@,GNB,L 20-26,*,0,0,0.0,2,4,0,0,0
37,2017,2017-12-10,13,23.129,TAM,,DET,L 21-24,*,0,0,0.0,7,5,0,0,0
38,2017,2017-12-18,14,23.137,TAM,,ATL,L 21-24,*,0,0,0.0,13,0,0,0,0
39,2017,2017-12-24,15,23.143,TAM,@,CAR,L 19-22,*,0,0,0.0,4,4,1,28,0
40,2017,2017-12-31,16,23.150,TAM,,NOR,W 31-24,*,0,0,0.0,10,1,0,0,0
41,2018,2018-09-09,1,24.037,TAM,@,NOR,W 48-40,*,0,0,0.0,5,4,0,0,0
42,2018,2018-09-16,2,24.044,TAM,,PHI,W 27-21,*,0,0,1.0,6,1,0,0,0
43,2018,2018-09-24,3,24.052,TAM,,PIT,L 27-30,*,0,0,0.0,5,3,0,0,0
