ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,2001,2001-11-18,9,26.126,DAL,,PHI,L 3-36,,,,,1,3,33.3,0,3
2,2001,2001-11-22,10,26.130,DAL,,DEN,L 24-26,,3,3,100.0,1,1,100.0,0,6
3,2001,2001-12-02,11,26.140,DAL,@,WAS,W 20-14,,2,2,100.0,2,3,66.7,0,8
4,2001,2001-12-09,12,26.147,DAL,,NYG,W 20-13,,2,2,100.0,2,3,66.7,0,8
5,2001,2001-12-16,13,26.154,DAL,@,SEA,L 3-29,,,,,1,1,100.0,0,3
6,2001,2001-12-23,14,26.161,DAL,@,ARI,L 10-17,,1,1,100.0,1,2,50.0,0,4
7,2001,2001-12-30,15,26.168,DAL,,SFO,W 27-21,,3,3,100.0,2,2,100.0,0,9
8,2001,2002-01-06,16,26.175,DAL,@,DET,L 10-15,,1,1,100.0,1,1,100.0,0,4
9,2002,2002-09-22,3,27.069,CAR,@,MIN,W 21-14,,3,3,100.0,,2,0.0,0,3
