ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
145,2013,2013-10-06,5,30.036,ARI,,CAR,W 22-6,*,6,3,43,14.33,0,50.0%,7.17,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
146,2013,2013-10-13,6,30.043,ARI,@,SFO,L 20-32,*,12,6,117,19.50,1,50.0%,9.75,1,4,4.00,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
147,2013,2013-10-17,7,30.047,ARI,,SEA,L 22-34,*,5,2,17,8.50,0,40.0%,3.40,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
148,2013,2013-10-27,8,30.057,ARI,,ATL,W 27-13,*,7,4,48,12.00,1,57.1%,6.86,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
149,2013,2013-11-10,9,30.071,ARI,,HOU,W 27-24,*,6,3,23,7.67,0,50.0%,3.83,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,1,0
150,2013,2013-11-17,10,30.078,ARI,@,JAX,W 27-14,*,9,6,61,10.17,1,66.7%,6.78,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
151,2013,2013-11-24,11,30.085,ARI,,IND,W 40-11,*,11,5,52,10.40,2,45.5%,4.73,1,4,4.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,2,12,0.0,0,0
152,2013,2013-12-01,12,30.092,ARI,@,PHI,L 21-24,*,8,5,72,14.40,1,62.5%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,1,0
153,2013,2013-12-08,13,30.099,ARI,,STL,W 30-10,*,12,12,96,8.00,1,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
154,2013,2013-12-15,14,30.106,ARI,@,TEN,W 37-34,*,9,6,49,8.17,0,66.7%,5.44,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
155,2013,2013-12-22,15,30.113,ARI,@,SEA,W 17-10,*,5,3,18,6.00,0,60.0%,3.60,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,1,0
156,2013,2013-12-29,16,30.120,ARI,,SFO,L 20-23,*,11,6,113,18.83,0,54.5%,10.27,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
157,2014,2014-09-08,1,31.008,ARI,,SDG,W 18-17,*,4,1,22,22.00,0,25.0%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
158,2014,2014-09-14,2,31.014,ARI,@,NYG,W 25-14,*,10,6,51,8.50,0,60.0%,5.10,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
159,2014,2014-09-21,3,31.021,ARI,,SFO,W 23-14,*,7,3,34,11.33,0,42.9%,4.86,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
160,2014,2014-10-05,4,31.035,ARI,@,DEN,L 20-41,,7,3,57,19.00,0,42.9%,8.14,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
161,2014,2014-10-12,5,31.042,ARI,,WAS,W 30-20,*,6,6,98,16.33,1,100.0%,16.33,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
162,2014,2014-10-19,6,31.049,ARI,@,OAK,W 24-13,*,5,4,21,5.25,0,80.0%,4.20,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
163,2014,2014-10-26,7,31.056,ARI,,PHI,W 24-20,*,10,7,160,22.86,1,70.0%,16.00,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
164,2014,2014-11-02,8,31.063,ARI,@,DAL,W 28-17,*,6,5,70,14.00,0,83.3%,11.67,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
165,2014,2014-11-09,9,31.070,ARI,,STL,W 31-14,*,10,9,112,12.44,0,90.0%,11.20,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
166,2014,2014-11-16,10,31.077,ARI,,DET,W 14-6,*,4,2,33,16.50,0,50.0%,8.25,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
167,2014,2014-12-07,13,31.098,ARI,,KAN,W 17-14,*,9,4,34,8.50,0,44.4%,3.78,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
168,2014,2014-12-11,14,31.102,ARI,@,STL,W 12-6,*,10,7,30,4.29,0,70.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
169,2014,2014-12-21,15,31.112,ARI,,SEA,L 6-35,*,11,4,33,8.25,0,36.4%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
170,2014,2014-12-28,16,31.119,ARI,@,SFO,L 17-20,*,4,2,29,14.50,0,50.0%,7.25,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
171,2015,2015-09-13,1,32.013,ARI,,NOR,W 31-19,*,8,6,87,14.50,0,75.0%,10.88,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
172,2015,2015-09-20,2,32.020,ARI,@,CHI,W 48-23,*,9,8,112,14.00,3,88.9%,12.44,0,0,,0,0,0,,0,0,0,,0,0,,,,3,18,0.0,0,0
173,2015,2015-09-27,3,32.027,ARI,,SFO,W 47-7,*,11,9,134,14.89,2,81.8%,12.18,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0
174,2015,2015-10-04,4,32.034,ARI,,STL,L 22-24,*,9,7,99,14.14,0,77.8%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
175,2015,2015-10-11,5,32.041,ARI,@,DET,W 42-17,*,7,5,58,11.60,1,71.4%,8.29,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
176,2015,2015-10-18,6,32.048,ARI,@,PIT,L 13-25,*,10,8,93,11.63,0,80.0%,9.30,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
177,2015,2015-10-26,7,32.056,ARI,,BAL,W 26-18,*,5,3,39,13.00,0,60.0%,7.80,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
178,2015,2015-11-01,8,32.062,ARI,@,CLE,W 34-20,*,11,9,84,9.33,1,81.8%,7.64,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
179,2015,2015-11-15,9,32.076,ARI,@,SEA,W 39-32,*,14,10,130,13.00,0,71.4%,9.29,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
180,2015,2015-11-22,10,32.083,ARI,,CIN,W 34-31,*,13,8,90,11.25,0,61.5%,6.92,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
181,2015,2015-11-29,11,32.090,ARI,@,SFO,W 19-13,*,14,10,66,6.60,0,71.4%,4.71,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
182,2015,2015-12-06,12,32.097,ARI,@,STL,W 27-3,*,11,8,55,6.88,0,72.7%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
183,2015,2015-12-10,13,32.101,ARI,,MIN,W 23-20,*,6,5,41,8.20,0,83.3%,6.83,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
184,2015,2015-12-20,14,32.111,ARI,@,PHI,W 40-17,*,5,3,43,14.33,0,60.0%,8.60,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
185,2015,2015-12-27,15,32.118,ARI,,GNB,W 38-8,*,5,4,29,7.25,1,80.0%,5.80,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
186,2015,2016-01-03,16,32.125,ARI,,SEA,L 6-36,*,7,6,55,9.17,1,85.7%,7.86,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
187,2016,2016-09-11,1,33.011,ARI,,NWE,L 21-23,*,10,8,81,10.13,2,80.0%,8.10,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0
188,2016,2016-09-18,2,33.018,ARI,,TAM,W 40-7,*,10,5,77,15.40,1,50.0%,7.70,1,4,4.00,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
189,2016,2016-09-25,3,33.025,ARI,@,BUF,L 18-33,*,12,7,60,8.57,0,58.3%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
190,2016,2016-10-02,4,33.032,ARI,,LAR,L 13-17,*,7,5,62,12.40,0,71.4%,8.86,1,1,1.00,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
191,2016,2016-10-06,5,33.036,ARI,@,SFO,W 33-21,*,8,6,81,13.50,2,75.0%,10.13,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0
192,2016,2016-10-17,6,33.047,ARI,,NYJ,W 28-3,*,9,6,49,8.17,0,66.7%,5.44,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
193,2016,2016-10-23,7,33.053,ARI,,SEA,T 6-6,*,14,9,70,7.78,0,64.3%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
194,2016,2016-10-30,8,33.060,ARI,@,CAR,L 20-30,*,11,10,74,7.40,0,90.9%,6.73,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
195,2016,2016-11-13,9,33.074,ARI,,SFO,W 23-20,*,18,12,132,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
196,2016,2016-11-20,10,33.081,ARI,@,MIN,L 24-30,*,7,6,63,10.50,0,85.7%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
197,2016,2016-11-27,11,33.088,ARI,@,ATL,L 19-38,*,4,4,53,13.25,0,100.0%,13.25,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
198,2016,2016-12-04,12,33.095,ARI,,WAS,W 31-23,*,11,10,78,7.80,0,90.9%,7.09,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
199,2016,2016-12-11,13,33.102,ARI,@,MIA,L 23-26,*,9,3,12,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
200,2016,2016-12-18,14,33.109,ARI,,NOR,L 41-48,*,9,7,57,8.14,0,77.8%,6.33,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
201,2016,2016-12-24,15,33.115,ARI,@,SEA,W 34-31,*,4,4,31,7.75,0,100.0%,7.75,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,0,0,0.0,0,0
202,2016,2017-01-01,16,33.123,ARI,@,LAR,W 44-6,*,7,5,43,8.60,1,71.4%,6.14,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
203,2017,2017-09-10,1,34.010,ARI,@,DET,L 23-35,*,13,6,74,12.33,0,46.2%,5.69,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
204,2017,2017-09-17,2,34.017,ARI,@,IND,W 16-13,*,6,3,21,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
205,2017,2017-09-25,3,34.025,ARI,,DAL,L 17-28,*,15,13,149,11.46,1,86.7%,9.93,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
206,2017,2017-10-01,4,34.031,ARI,,SFO,W 18-15,*,7,4,32,8.00,1,57.1%,4.57,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
207,2017,2017-10-08,5,34.038,ARI,@,PHI,L 7-34,*,10,6,51,8.50,0,60.0%,5.10,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
208,2017,2017-10-15,6,34.045,ARI,,TAM,W 38-33,*,11,10,138,13.80,1,90.9%,12.55,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
209,2017,2017-10-22,7,34.052,ARI,@,LAR,L 0-33,*,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
210,2017,2017-11-05,8,34.066,ARI,@,SFO,W 20-10,*,9,5,70,14.00,0,55.6%,7.78,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
211,2017,2017-11-09,9,34.070,ARI,,SEA,L 16-22,*,14,10,113,11.30,0,71.4%,8.07,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
212,2017,2017-11-19,10,34.080,ARI,@,HOU,L 21-31,*,10,9,91,10.11,1,90.0%,9.10,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
213,2017,2017-11-26,11,34.087,ARI,,JAX,W 27-24,*,8,3,12,4.00,0,37.5%,1.50,0,0,,0,0,0,,0,0,0,,0,0,,,1,0,2,0.0,0,0
214,2017,2017-12-03,12,34.094,ARI,,LAR,L 16-32,*,10,10,98,9.80,1,100.0%,9.80,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
215,2017,2017-12-10,13,34.101,ARI,,TEN,W 12-7,*,7,5,44,8.80,0,71.4%,6.29,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
216,2017,2017-12-17,14,34.108,ARI,@,WAS,L 15-20,*,10,5,60,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
217,2017,2017-12-24,15,34.115,ARI,,NYG,W 23-0,*,15,9,119,13.22,1,60.0%,7.93,0,0,,0,1,1,100.00,21,0,0,118.7,0,0,21.00,21.00,,1,6,0.0,0,0
218,2017,2017-12-31,16,34.122,ARI,@,SEA,W 26-24,*,13,8,55,6.88,0,61.5%,4.23,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
219,2018,2018-09-09,1,35.009,ARI,,WAS,L 6-24,*,10,7,76,10.86,0,70.0%,7.60,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
220,2018,2018-09-16,2,35.016,ARI,@,LAR,L 0-34,*,5,3,28,9.33,0,60.0%,5.60,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
221,2018,2018-09-23,3,35.023,ARI,,CHI,L 14-16,*,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
