ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1971,1971-11-25,11,26.147,RAM,@,DAL,L 21-28,,,,
2,1971,1971-12-05,12,26.157,RAM,,NOR,W 45-28,1,27,27.00,0
3,1971,1971-12-13,13,26.165,RAM,,WAS,L 24-38,2,16,8.00,0
4,1971,1971-12-19,14,26.171,RAM,@,PIT,W 23-14,1,57,57.00,0
5,1972,1972-09-17,1,27.078,RAM,,NOR,W 34-14,,,,
6,1972,1972-09-24,2,27.085,RAM,@,CHI,T 13-13,,,,
7,1972,1972-10-01,3,27.092,RAM,@,ATL,L 3-31,,,,
8,1972,1972-10-08,4,27.099,RAM,,SFO,W 31-7,1,25,25.00,0
9,1972,1972-10-15,5,27.106,RAM,@,PHI,W 34-3,,,,
10,1972,1972-10-22,6,27.113,RAM,,CIN,W 15-12,1,25,25.00,0
11,1972,1972-10-29,7,27.120,RAM,@,OAK,L 17-45,4,91,22.75,0
12,1972,1972-11-05,8,27.127,RAM,,ATL,W 20-7,,,,
13,1972,1972-11-12,9,27.134,RAM,,DEN,L 10-16,,,,
14,1972,1972-11-19,10,27.141,RAM,,MIN,L 41-45,,,,
15,1972,1972-11-26,11,27.148,RAM,@,NOR,L 16-19,,,,
16,1972,1972-12-04,12,27.156,RAM,@,SFO,W 26-16,,,,
17,1972,1972-12-10,13,27.162,RAM,@,STL,L 14-24,,,,
18,1972,1972-12-17,14,27.169,RAM,,DET,L 17-34,,,,
