ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2004,2004-11-07,8,22.345,BUF,,NYJ,W 22-17,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,0,0.00,0,0,0
2,2004,2004-11-14,9,22.352,BUF,@,NWE,L 6-29,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,70,70.00,1,1,6
3,2004,2004-11-21,10,22.359,BUF,,STL,W 37-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,62,31.00,0,0,0
4,2004,2004-11-28,11,23.000,BUF,@,SEA,W 38-9,,3,2,10,5.00,0,66.7%,3.33,1,3,3.00,0,0,0,,0,0,0,,0,0,0
5,2004,2004-12-05,12,23.007,BUF,@,MIA,W 42-32,,0,,,,,0.0%,,,,,,,,,,,,,,,
6,2004,2004-12-12,13,23.014,BUF,,CLE,W 37-7,,0,0,0,,0,0.0%,,1,8,8.00,0,0,0,,0,3,26,8.67,0,0,0
7,2004,2004-12-19,14,23.021,BUF,@,CIN,W 33-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,-1,-1.00,0,0,0
8,2004,2004-12-26,15,23.028,BUF,@,SFO,W 41-7,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,1,28,28.00,0,0,0,,0,0,0
9,2004,2005-01-02,16,23.035,BUF,,PIT,L 24-29,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,0,0.00,0,0,0
10,2005,2005-09-18,2,23.294,BUF,@,TAM,L 3-19,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0
11,2005,2005-09-25,3,23.301,BUF,,ATL,L 16-24,,1,1,6,6.00,0,100.0%,6.00,1,1,1.00,0,0,0,,0,2,24,12.00,0,0,0
12,2005,2005-10-02,4,23.308,BUF,@,NOR,L 7-19,,3,2,30,15.00,0,66.7%,10.00,0,0,,0,1,44,44.00,0,1,8,8.00,0,0,0
13,2005,2005-10-09,5,23.315,BUF,,MIA,W 20-14,*,0,0,0,,0,0.0%,,0,0,,0,1,25,25.00,0,2,1,0.50,0,0,0
14,2005,2005-10-16,6,23.322,BUF,,NYJ,W 27-17,,1,1,8,8.00,1,100.0%,8.00,0,0,,0,0,0,,0,1,8,8.00,0,1,6
15,2005,2005-10-23,7,23.329,BUF,@,OAK,L 17-38,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,3,55,18.33,0,0,0,,0,0,0
16,2005,2005-12-11,13,24.013,BUF,,NWE,L 7-35,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0
17,2006,2006-09-24,3,24.300,NWE,,DEN,L 7-17,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0
18,2006,2006-10-01,4,24.307,NWE,@,CIN,W 38-13,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0
