ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1997,1997-08-31,1,22.131,MIA,,IND,W 16-10,,0,0,,0,0.0%,
2,1997,1997-09-07,2,22.138,MIA,,TEN,W 16-13,,0,0,,0,0.0%,
3,1997,1997-09-14,3,22.145,MIA,@,GNB,L 18-23,3,1,14,14.00,0,33.3%,4.67
4,1997,1997-09-21,4,22.152,MIA,@,TAM,L 21-31,2,1,11,11.00,0,50.0%,5.50
5,1997,1997-10-19,7,22.180,MIA,@,BAL,W 24-13,,0,0,,0,0.0%,
6,1997,1997-11-23,12,22.215,MIA,@,NWE,L 24-27,8,5,60,12.00,0,62.5%,7.50
7,1997,1997-12-22,16,22.244,MIA,,NWE,L 12-14,0,0,0,,0,0.0%,
8,1998,1998-12-13,14,23.235,GNB,,CHI,W 26-20,,,,,,0.0%,
9,1998,1998-12-20,15,23.242,GNB,,TEN,W 30-22,,,,,,0.0%,
10,1998,1998-12-27,16,23.249,GNB,@,CHI,W 16-13,,,,,,0.0%,
