ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1970,1970-09-20,1,27.360,OAK,@,CIN,L 21-31
2,1970,1970-09-27,2,28.002,OAK,@,SDG,T 27-27
3,1970,1970-10-03,3,28.008,OAK,@,MIA,L 13-20
4,1970,1970-10-11,4,28.016,OAK,,DEN,W 35-23
5,1970,1970-10-19,5,28.024,OAK,,WAS,W 34-20
6,1970,1970-10-25,6,28.030,OAK,,PIT,W 31-14
7,1970,1970-11-01,7,28.037,OAK,@,KAN,T 17-17
8,1970,1970-11-08,8,28.044,OAK,,CLE,W 23-20
9,1970,1970-11-15,9,28.051,OAK,@,DEN,W 24-19
10,1970,1970-11-22,10,28.058,OAK,,SDG,W 20-17
11,1970,1970-11-26,11,28.062,OAK,@,DET,L 14-28
12,1970,1970-12-06,12,28.072,OAK,@,NYJ,W 14-13
13,1970,1970-12-12,13,28.078,OAK,,KAN,W 20-6
14,1970,1970-12-20,14,28.086,OAK,,SFO,L 7-38
15,1971,1971-09-19,1,28.359,RAM,@,NOR,L 20-24
16,1971,1971-09-26,2,29.001,RAM,,ATL,T 20-20
17,1971,1971-10-03,3,29.008,RAM,,CHI,W 17-3
18,1971,1971-10-10,4,29.015,RAM,@,SFO,W 20-13
19,1971,1971-10-17,5,29.022,RAM,@,ATL,W 24-16
20,1971,1971-10-24,6,29.029,RAM,,GNB,W 30-13
21,1971,1971-10-31,7,29.036,RAM,,MIA,L 14-20
22,1971,1971-11-08,8,29.044,RAM,@,BAL,L 17-24
23,1971,1971-11-14,9,29.050,RAM,@,DET,W 21-13
24,1971,1971-11-21,10,29.057,RAM,,SFO,W 17-6
25,1971,1971-11-25,11,29.061,RAM,@,DAL,L 21-28
26,1971,1971-12-05,12,29.071,RAM,,NOR,W 45-28
27,1971,1971-12-13,13,29.079,RAM,,WAS,L 24-38
28,1971,1971-12-19,14,29.085,RAM,@,PIT,W 23-14
29,1972,1972-09-17,1,29.358,RAM,,NOR,W 34-14
30,1972,1972-09-24,2,29.365,RAM,@,CHI,T 13-13
31,1972,1972-10-01,3,30.006,RAM,@,ATL,L 3-31
32,1972,1972-10-08,4,30.013,RAM,,SFO,W 31-7
33,1972,1972-10-15,5,30.020,RAM,@,PHI,W 34-3
34,1972,1972-10-22,6,30.027,RAM,,CIN,W 15-12
35,1972,1972-10-29,7,30.034,RAM,@,OAK,L 17-45
36,1972,1972-11-05,8,30.041,RAM,,ATL,W 20-7
37,1972,1972-11-12,9,30.048,RAM,,DEN,L 10-16
38,1972,1972-11-19,10,30.055,RAM,,MIN,L 41-45
39,1972,1972-11-26,11,30.062,RAM,@,NOR,L 16-19
40,1972,1972-12-04,12,30.070,RAM,@,SFO,W 26-16
41,1972,1972-12-10,13,30.076,RAM,@,STL,L 14-24
42,1972,1972-12-17,14,30.083,RAM,,DET,L 17-34
43,1973,1973-09-16,1,30.356,RAM,@,KAN,W 23-13
44,1973,1973-09-23,2,30.363,RAM,,ATL,W 31-0
45,1973,1973-09-30,3,31.005,RAM,@,SFO,W 40-20
46,1973,1973-10-07,4,31.012,RAM,@,HOU,W 31-26
47,1973,1973-10-14,5,31.019,RAM,,DAL,W 37-31
48,1973,1973-10-21,6,31.026,RAM,,GNB,W 24-7
49,1973,1973-10-28,7,31.033,RAM,@,MIN,L 9-10
50,1973,1973-11-04,8,31.040,RAM,@,ATL,L 13-15
51,1973,1973-11-11,9,31.047,RAM,,NOR,W 29-7
52,1973,1973-11-18,10,31.054,RAM,,SFO,W 31-13
53,1973,1973-11-25,11,31.061,RAM,@,NOR,W 24-13
54,1973,1973-12-02,12,31.068,RAM,@,CHI,W 26-0
55,1973,1973-12-10,13,31.076,RAM,,NYG,W 40-6
56,1973,1973-12-16,14,31.082,RAM,,CLE,W 30-17
57,1974,1974-09-15,1,31.355,GNB,,MIN,L 17-32
58,1974,1974-09-22,2,31.362,GNB,@,BAL,W 20-13
59,1974,1974-09-29,3,32.004,GNB,,DET,W 21-19
60,1974,1974-10-06,4,32.011,GNB,,BUF,L 7-27
61,1974,1974-10-13,5,32.018,GNB,,RAM,W 17-6
62,1974,1974-10-21,6,32.026,GNB,@,CHI,L 9-10
63,1974,1974-10-27,7,32.032,GNB,@,DET,L 17-19
64,1974,1974-11-03,8,32.039,GNB,,WAS,L 6-17
65,1974,1974-11-10,9,32.046,GNB,,CHI,W 20-3
66,1974,1974-11-17,10,32.053,GNB,@,MIN,W 19-7
67,1974,1974-11-24,11,32.060,GNB,,SDG,W 34-0
68,1974,1974-12-01,12,32.067,GNB,@,PHI,L 14-36
69,1974,1974-12-08,13,32.074,GNB,@,SFO,L 6-7
70,1974,1974-12-15,14,32.081,GNB,@,ATL,L 3-10
