ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,2002,2002-09-22,3,22.010,ARI,,SDG,L 15-23,,
2,2002,2002-09-29,4,22.017,ARI,,NYG,W 21-7,,
3,2002,2002-10-06,5,22.024,ARI,@,CAR,W 16-13,,1.5
4,2002,2002-10-20,6,22.038,ARI,,DAL,W 9-6,,
5,2002,2002-10-27,7,22.045,ARI,@,SFO,L 28-38,,
6,2002,2002-11-03,8,22.052,ARI,,STL,L 14-27,,
7,2002,2002-11-10,9,22.059,ARI,,SEA,L 6-27,,
8,2002,2002-11-17,10,22.066,ARI,@,PHI,L 14-38,,
9,2002,2002-11-24,11,22.073,ARI,,OAK,L 20-41,,
10,2002,2002-12-01,12,22.080,ARI,@,KAN,L 0-49,,
11,2002,2002-12-08,13,22.087,ARI,,DET,W 23-20,*,
12,2002,2002-12-15,14,22.094,ARI,@,STL,L 28-30,*,
13,2002,2002-12-21,15,22.100,ARI,,SFO,L 14-17,*,
14,2002,2002-12-29,16,22.108,ARI,@,DEN,L 7-37,*,
15,2003,2003-09-07,1,22.360,ARI,@,DET,L 24-42,*,
16,2003,2003-09-14,2,23.002,ARI,,SEA,L 0-38,*,
17,2003,2003-09-21,3,23.009,ARI,,GNB,W 20-13,*,
18,2003,2003-10-26,7,23.044,ARI,,SFO,W 16-13,,
19,2003,2003-11-02,8,23.051,ARI,,CIN,W 17-14,,
20,2003,2003-11-09,9,23.058,ARI,@,PIT,L 15-28,,
21,2003,2003-11-16,10,23.065,ARI,@,CLE,L 6-44,,
22,2003,2003-11-23,11,23.072,ARI,,STL,L 27-30,,
23,2003,2003-11-30,12,23.079,ARI,@,CHI,L 3-28,,
24,2003,2003-12-07,13,23.086,ARI,@,SFO,L 14-50,*,
25,2003,2003-12-14,14,23.093,ARI,,CAR,L 17-20,*,
26,2003,2003-12-28,16,23.107,ARI,,MIN,W 18-17,,
27,2004,2004-10-10,5,24.028,ARI,@,SFO,L 28-31,,
28,2004,2004-10-24,6,24.042,ARI,,SEA,W 25-17,,
29,2004,2004-11-28,11,24.077,ARI,,NYJ,L 3-13,,
