ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1968,1968-11-03,9,23.303,CIN,,HOU,L 17-27,*,20,25,80.00,228,1,0,118.0,0,0,9.12,9.92,4,22,5.50,0,1,5,5.00,0,0,0
2,1968,1968-11-10,10,23.310,CIN,,KAN,L 9-16,*,12,21,57.14,161,0,2,42.1,0,0,7.67,3.38,5,39,7.80,0,0,0,,0,0,0
3,1968,1968-11-17,11,23.317,CIN,@,MIA,W 38-21,*,3,9,33.33,105,1,0,115.5,0,0,11.67,13.89,3,13,4.33,0,0,0,,0,0,0
4,1969,1969-09-28,3,24.266,CIN,,KAN,W 24-19,,9,14,64.29,128,1,2,78.0,0,0,9.14,4.14,1,2,2.00,0,0,0,,0,0,0
5,1969,1969-10-04,4,24.272,CIN,@,SDG,L 14-21,*,7,18,38.89,115,1,0,79.6,0,0,6.39,7.50,3,14,4.67,0,0,0,,0,0,0
6,1969,1969-10-12,5,24.280,CIN,,NYJ,L 7-21,,10,22,45.45,191,1,1,72.3,0,0,8.68,7.55,0,0,,0,0,0,,0,0,0
7,1969,1969-10-19,6,24.287,CIN,,DEN,L 23-30,*,15,27,55.56,202,3,1,101.2,0,0,7.48,8.04,1,8,8.00,0,0,0,,0,0,0
8,1969,1969-10-26,7,24.294,CIN,@,KAN,L 22-42,*,11,21,52.38,154,1,0,92.2,0,0,7.33,8.29,3,32,10.67,0,0,0,,0,0,0
9,1969,1969-11-30,12,24.329,CIN,@,BUF,L 13-16,,2,4,50.00,48,0,0,93.7,0,0,12.00,12.00,3,43,14.33,1,0,0,,0,1,6
10,1969,1969-12-07,13,24.336,CIN,@,OAK,L 17-37,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,1,8,8.00,0,0,0,,0,0,0
11,1970,1970-09-20,1,25.258,CIN,,OAK,W 31-21,*,8,18,44.44,147,1,0,91.7,0,0,8.17,9.28,7,32,4.57,1,0,0,,0,1,6
12,1970,1970-09-27,2,25.265,CIN,@,DET,L 3-38,*,3,7,42.86,51,0,1,28.6,0,0,7.29,0.86,2,7,3.50,0,0,0,,0,0,0
13,1970,1970-10-04,3,25.272,CIN,,HOU,L 13-20,*,4,11,36.36,74,0,1,22.5,0,0,6.73,2.64,3,10,3.33,0,0,0,,0,0,0
14,1970,1970-10-11,4,25.279,CIN,@,CLE,L 27-30,,,,,,,,,,,,,,,,,,,,,,
15,1970,1970-10-18,5,25.286,CIN,,KAN,L 19-27,,,,,,,,,,,,,,,,,,,,,,
16,1970,1970-10-25,6,25.293,CIN,@,WAS,L 0-20,,,,,,,,,,,,,,,,,,,,,,
17,1970,1970-11-02,7,25.301,CIN,@,PIT,L 10-21,,,,,,,,,,,,,,,,,,,,,,
18,1970,1970-11-08,8,25.307,CIN,@,BUF,W 43-14,,,,,,,,,,,,,,,,,,,,,,
19,1970,1970-11-15,9,25.314,CIN,,CLE,W 14-10,,,,,,,,,,,,,,,,,,,,,,
