ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1987,1987-09-13,1,22.291,CLE,@,NOR,L 21-28,,0,0,,0,0,0,,0,,,,3,3,100.0,,1,0.0,0,3,0,0,,0
2,1987,1987-09-20,2,22.298,CLE,,PIT,W 34-10,,0,0,,0,0,0,,0,,,,4,4,100.0,2,2,100.0,0,10,0,0,,0
3,1987,1987-10-18,5,22.326,CLE,@,CIN,W 34-0,,0,0,,0,0,0,,0,,,,4,4,100.0,2,2,100.0,0,10,0,0,,0
4,1987,1987-10-26,6,22.334,CLE,,RAM,W 30-17,,0,0,,0,0,0,,0,,,,3,3,100.0,3,4,75.0,0,12,0,0,,0
5,1987,1987-11-01,7,22.340,CLE,@,SDG,L 24-27,,0,0,,0,0,0,,0,,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
6,1987,1987-11-08,8,22.347,CLE,,ATL,W 38-3,,0,0,,0,0,0,,0,,,,5,5,100.0,1,2,50.0,0,8,0,0,,0
7,1987,1987-11-15,9,22.354,CLE,,BUF,W 27-21,,0,0,,0,0,0,,0,,,,3,3,100.0,2,3,66.7,0,9,0,0,,0
8,1987,1987-11-22,10,22.361,CLE,@,HOU,W 40-7,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,4,4,100.0,2,3,66.7,0,10,0,0,,0
9,1987,1987-11-29,11,23.003,CLE,@,SFO,L 24-38,,0,0,,0,0,0,,0,,,,3,3,100.0,1,3,33.3,0,6,0,0,,0
10,1987,1987-12-06,12,23.010,CLE,,IND,L 7-9,,0,0,,0,0,0,,0,,,,1,1,100.0,,1,0.0,0,1,0,0,,0
11,1989,1989-09-10,1,24.288,RAI,,SDG,W 40-14,,0,0,,0,0,0,,,0,,,5,5,100.0,1,2,50.0,0,8,0,0,,0
12,1989,1989-09-17,2,24.295,RAI,@,KAN,L 19-24,,0,0,,0,0,0,,,0,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
13,1989,1989-09-24,3,24.302,RAI,@,DEN,L 21-31,,0,0,,0,0,,,,,,,3,3,100.0,,,,0,3,,,,
14,1989,1989-10-01,4,24.309,RAI,,SEA,L 20-24,,0,0,,0,0,0,,,0,,,2,2,100.0,2,3,66.7,0,8,0,0,,0
15,1989,1989-10-09,5,24.317,RAI,@,NYJ,W 14-7,,0,0,,0,0,0,,,0,,,2,2,100.0,,1,0.0,0,2,0,0,,0
16,1989,1989-10-15,6,24.323,RAI,,KAN,W 20-14,,0,0,,0,0,0,,,0,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
17,1989,1989-10-22,7,24.330,RAI,@,PHI,L 7-10,,0,0,,0,0,0,,,0,,,1,1,100.0,,2,0.0,0,1,0,0,,0
18,1989,1989-10-29,8,24.337,RAI,,WAS,W 37-24,,0,0,,0,0,0,,,0,,,4,4,100.0,3,4,75.0,0,13,0,0,,0
19,1989,1989-11-05,9,24.344,RAI,,CIN,W 28-7,,0,0,,0,0,0,,,0,,,4,4,100.0,,1,0.0,0,4,0,0,,0
20,1989,1989-11-12,10,24.351,RAI,@,SDG,L 12-14,,0,0,,0,0,0,,,0,,,,,,4,4,100.0,0,12,0,0,,0
21,1989,1989-11-19,11,24.358,RAI,@,HOU,L 7-23,,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,
22,1989,1989-11-26,12,25.000,RAI,,NWE,W 24-21,,0,0,,0,0,0,,,0,,,3,3,100.0,1,2,50.0,0,6,0,0,,0
23,1989,1989-12-03,13,25.007,RAI,,DEN,W 16-13,,0,0,,0,0,0,,,0,,,1,1,100.0,3,3,100.0,0,10,0,0,,0
