ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1981,1981-09-06,1,22.282,CHI,,GNB,L 9-16,,,,,,,,,,
2,1981,1981-09-13,2,22.289,CHI,@,SFO,L 17-28,,,,,,,,,,
3,1981,1981-09-20,3,22.296,CHI,,TAM,W 28-17,,,,,,,,,,
4,1981,1981-09-28,4,22.304,CHI,,RAM,L 7-24,,,,,,,,,,
5,1981,1981-10-04,5,22.310,CHI,@,MIN,L 21-24,,,,,,,,,,
6,1981,1981-10-11,6,22.317,CHI,,WAS,L 7-24,,,,,,,,,,
7,1981,1981-10-19,7,22.325,CHI,@,DET,L 17-48,,,,,,,,,,
8,1981,1981-10-25,8,22.331,CHI,,SDG,W 20-17,,,,,,,,,,
9,1981,1981-11-01,9,22.338,CHI,@,TAM,L 10-20,,,,,,,,,,
10,1981,1981-11-08,10,22.345,CHI,@,KAN,W 16-13,,,,,,,,,,
11,1981,1981-11-15,11,22.352,CHI,@,GNB,L 17-21,,,,,,,,,,
12,1981,1981-11-22,12,22.359,CHI,,DET,L 7-23,0,0,,0,1,6,0.0,1,92,1
13,1981,1981-11-26,13,22.363,CHI,@,DAL,L 9-10,,,,,,,,,,
14,1981,1981-12-06,14,23.008,CHI,,MIN,W 10-9,,,,,,,,,,
15,1981,1981-12-13,15,23.015,CHI,@,OAK,W 23-6,,,,,,,,,,
16,1981,1981-12-20,16,23.022,CHI,,DEN,W 35-24,,,,,,,,,,
17,1982,1982-09-12,1,23.288,CHI,@,DET,L 10-17,0,0,,0,,,,,,
18,1982,1982-09-19,2,23.295,CHI,,NOR,L 0-10,0,0,,0,,,,,,
19,1982,1982-11-21,3,23.358,CHI,,DET,W 20-17,0,0,,0,0,0,1.0,0,0,0
20,1982,1982-11-28,4,24.000,CHI,@,MIN,L 7-35,0,0,,0,,,,,,
21,1982,1982-12-05,5,24.007,CHI,,NWE,W 26-13,0,0,,0,,,,,,
22,1982,1982-12-12,6,24.014,CHI,@,SEA,L 14-20,0,0,,0,,,,,,
23,1982,1982-12-19,7,24.021,CHI,,STL,L 7-10,1,14,14.00,0,0,0,0.0,0,0,0
24,1982,1982-12-26,8,24.028,CHI,@,RAM,W 34-26,0,0,,0,,,,,,
25,1982,1983-01-02,9,24.035,CHI,@,TAM,L 23-26,0,0,,0,,,,,,
26,1983,1983-09-04,1,24.280,CHI,,ATL,L 17-20,0,0,,0,,,,,,
27,1983,1983-09-11,2,24.287,CHI,,TAM,W 17-10,0,0,,0,,,,,,
28,1983,1983-09-18,3,24.294,CHI,@,NOR,L 31-34,0,0,,0,,,,,,
29,1983,1983-09-25,4,24.301,CHI,@,BAL,L 19-22,1,0,0.00,0,0,0,0.0,0,0,0
30,1983,1983-10-02,5,24.308,CHI,,DEN,W 31-14,0,0,,0,0,0,3.0,0,0,0
31,1983,1983-10-09,6,24.315,CHI,,MIN,L 14-23,0,0,,0,,,,,,
32,1983,1983-10-16,7,24.322,CHI,@,DET,L 17-31,0,0,,0,,,,,,
33,1983,1983-10-23,8,24.329,CHI,@,PHI,W 7-6,0,0,,0,,,,,,
34,1983,1983-10-30,9,24.336,CHI,,DET,L 17-38,0,0,,0,,,,,,
35,1983,1983-11-06,10,24.343,CHI,@,RAM,L 14-21,0,0,,0,,,,,,
36,1983,1983-11-13,11,24.350,CHI,,PHI,W 17-14,0,0,,0,,,,,,
37,1983,1983-11-20,12,24.357,CHI,@,TAM,W 27-0,0,0,,0,,,,,,
38,1983,1983-11-27,13,24.364,CHI,,SFO,W 13-3,0,0,,0,,,,,,
39,1983,1983-12-04,14,25.006,CHI,@,GNB,L 28-31,1,18,18.00,0,0,0,0.0,0,0,0
40,1983,1983-12-11,15,25.013,CHI,@,MIN,W 19-13,0,0,,0,,,,,,
41,1984,1984-09-02,1,25.279,CHI,,TAM,W 34-14,0,0,,0,,,,,,
42,1984,1984-09-09,2,25.286,CHI,,DEN,W 27-0,0,0,,0,0,0,1.0,0,0,0
43,1984,1984-09-16,3,25.293,CHI,@,GNB,W 9-7,0,0,,0,,,,,,
44,1984,1984-09-23,4,25.300,CHI,@,SEA,L 9-38,0,0,,0,,,,,,
45,1984,1984-09-30,5,25.307,CHI,,DAL,L 14-23,0,0,,0,,,,,,
46,1984,1984-10-07,6,25.314,CHI,,NOR,W 20-7,0,0,,0,,,,,,
47,1984,1984-10-14,7,25.321,CHI,@,STL,L 21-38,0,0,,0,0,0,1.0,0,0,0
48,1984,1984-10-21,8,25.328,CHI,@,TAM,W 44-9,1,17,17.00,0,0,0,0.0,0,0,0
49,1984,1984-10-28,9,25.335,CHI,,MIN,W 16-7,0,0,,0,0,0,2.0,1,7,0
50,1984,1984-11-04,10,25.342,CHI,,RAI,W 17-6,0,0,,0,,,,,,
51,1984,1984-11-11,11,25.349,CHI,@,RAM,L 13-29,0,0,,0,,,,,,
52,1984,1984-11-18,12,25.356,CHI,,DET,W 16-14,0,0,,0,,,,,,
53,1984,1984-11-25,13,25.363,CHI,@,MIN,W 34-3,0,0,,0,1,6,0.5,2,39,1
54,1984,1984-12-03,14,26.005,CHI,@,SDG,L 7-20,1,16,16.00,0,0,0,0.0,0,0,0
55,1984,1984-12-09,15,26.011,CHI,,GNB,L 14-20,0,0,,0,,,,,,
56,1984,1984-12-16,16,26.018,CHI,@,DET,W 30-13,0,0,,0,0,0,0.0,1,0,0
57,1986,1986-09-07,1,27.283,CHI,,CLE,W 41-31,,,,,,,,,,
58,1986,1986-09-14,2,27.290,CHI,,PHI,W 13-10,,,,,,,,,,
59,1986,1986-09-22,3,27.298,CHI,@,GNB,W 25-12,,,,,,,,,,
60,1986,1986-10-05,5,27.311,CHI,,MIN,W 23-0,,,,,,,,,,
61,1986,1986-10-12,6,27.318,CHI,@,HOU,W 20-7,,,,,,,,,,
62,1986,1986-10-19,7,27.325,CHI,@,MIN,L 7-23,,,,,,,,,,
63,1986,1986-10-26,8,27.332,CHI,,DET,W 13-7,,,,,,,,,,
64,1986,1986-11-03,9,27.340,CHI,,RAM,L 17-20,,,,,,,,,,
65,1986,1986-11-09,10,27.346,CHI,@,TAM,W 23-3,,,,,,,,,,
66,1986,1986-11-16,11,27.353,CHI,@,ATL,W 13-10,,,,,,,,,,
67,1986,1986-11-23,12,27.360,CHI,,GNB,W 12-10,,,,,,,,,,
68,1986,1986-11-30,13,28.002,CHI,,PIT,W 13-10,,,,,,,,,,
69,1986,1986-12-07,14,28.009,CHI,,TAM,W 48-14,0,0,,0,0,0,0.0,1,-1,0
70,1986,1986-12-15,15,28.017,CHI,@,DET,W 16-13,,,,,,,,,,
71,1986,1986-12-21,16,28.023,CHI,@,DAL,W 24-10,,,,,,,,,,
72,1987,1987-09-14,1,28.290,CHI,,NYG,W 34-19,0,0,,0,0,0,1.0,0,0,0
73,1987,1987-09-20,2,28.296,CHI,,TAM,W 20-3,0,0,,0,,,,,,
74,1987,1987-10-25,6,28.331,CHI,@,TAM,W 27-26,0,0,,0,,,,,,
75,1987,1987-11-01,7,28.338,CHI,,KAN,W 31-28,0,0,,0,,,,,,
76,1987,1987-11-08,8,28.345,CHI,@,GNB,W 26-24,1,18,18.00,0,0,0,0.0,0,0,0
77,1987,1987-11-16,9,28.353,CHI,@,DEN,L 29-31,0,0,,0,,,,,,
78,1987,1987-11-22,10,28.359,CHI,,DET,W 30-10,0,0,,0,,,,,,
79,1987,1987-11-29,11,29.001,CHI,,GNB,W 23-10,0,0,,0,,,,,,
80,1987,1987-12-06,12,29.008,CHI,@,MIN,W 30-24,0,0,,0,,,,,,
81,1987,1987-12-14,13,29.016,CHI,@,SFO,L 0-41,0,0,,0,,,,,,
82,1987,1987-12-20,14,29.022,CHI,,SEA,L 21-34,0,0,,0,,,,,,
83,1987,1987-12-27,15,29.029,CHI,@,RAI,W 6-3,0,0,,0,,,,,,
84,1988,1988-09-04,1,29.281,PHI,@,TAM,W 41-14,,,,,,,,,,
85,1988,1988-09-11,2,29.288,PHI,,CIN,L 24-28,,,,,,,,,,
86,1988,1988-09-18,3,29.295,PHI,@,WAS,L 10-17,,,,,,,,,,
