ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2009,2009-11-22,10,23.106,TAM,,NOR,L 7-38,*,,,,,,0.0%,,,,,,,,,,,
2,2009,2009-11-29,11,23.113,TAM,@,ATL,L 17-20,*,,,,,,0.0%,,,,,,,,,,,
3,2009,2009-12-06,12,23.120,TAM,@,CAR,L 6-16,,0,0,0,,0,0.0%,,1,0,0.00,0,0,0,,0,0,0
4,2009,2009-12-13,13,23.127,TAM,,NYJ,L 3-26,,,,,,,0.0%,,,,,,,,,,,
5,2009,2009-12-20,14,23.134,TAM,@,SEA,W 24-7,,,,,,,0.0%,,,,,,,,,,,
6,2009,2009-12-27,15,23.141,TAM,@,NOR,W 20-17,,,,,,,0.0%,,,,,,,,,,,
7,2009,2010-01-03,16,23.148,TAM,,ATL,L 10-20,*,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0
8,2010,2010-09-12,1,24.035,TAM,,CLE,W 17-14,,0,,,,,0.0%,,,,,,,,,,,
9,2010,2010-09-19,2,24.042,TAM,@,CAR,W 20-7,,,,,,,0.0%,,,,,,,,,,,
10,2010,2010-09-26,3,24.049,TAM,,PIT,L 13-38,,,,,,,0.0%,,,,,,,,,,,
11,2010,2010-12-12,13,24.126,CIN,@,PIT,L 7-23,,,,,,,0.0%,,,,,,,,,,,
12,2010,2010-12-19,14,24.133,CIN,,CLE,W 19-17,,,,,,,0.0%,,,,,,,,,,,
13,2010,2010-12-26,15,24.140,CIN,,SDG,W 34-20,,,,,,,0.0%,,,,,,,,,,,
14,2010,2011-01-02,16,24.147,CIN,@,BAL,L 7-13,,1,1,6,6.00,0,100.0%,6.00,1,0,0.00,0,0,0,,0,0,0
15,2011,2011-09-11,1,25.034,CIN,@,CLE,W 27-17,,,,,,,0.0%,,,,,,,,,,,
16,2011,2011-09-18,2,25.041,CIN,@,DEN,L 22-24,*,,,,,,0.0%,,,,,,,,,,,
17,2011,2011-09-25,3,25.048,CIN,,SFO,L 8-13,*,,,,,,0.0%,,,,,,,,,,,
18,2011,2011-10-02,4,25.055,CIN,,BUF,W 23-20,,,,,,,0.0%,,,,,,,,,,,
19,2011,2011-10-09,5,25.062,CIN,@,JAX,W 30-20,*,,,,,,0.0%,,,,,,,,,,,
20,2011,2011-10-16,6,25.069,CIN,,IND,W 27-17,*,,,,,,0.0%,,,,,,,,,,,
21,2011,2011-10-30,7,25.083,CIN,@,SEA,W 34-12,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0
22,2011,2011-11-06,8,25.090,CIN,@,TEN,W 24-17,*,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,0
23,2011,2011-11-13,9,25.097,CIN,,PIT,L 17-24,*,,,,,,0.0%,,,,,,,,,,,
24,2011,2011-11-20,10,25.104,CIN,@,BAL,L 24-31,*,,,,,,0.0%,,,,,,,,,,,
25,2011,2011-11-27,11,25.111,CIN,,CLE,W 23-20,,,,,,,0.0%,,,,,,,,,,,
26,2011,2011-12-04,12,25.118,CIN,@,PIT,L 7-35,*,,,,,,0.0%,,,,,,,,,,,
27,2011,2011-12-11,13,25.125,CIN,,HOU,L 19-20,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
28,2011,2011-12-24,15,25.138,CIN,,ARI,W 23-16,*,,,,,,0.0%,,,,,,,,,,,
29,2011,2012-01-01,16,25.146,CIN,,BAL,L 16-24,,,,,,,0.0%,,,,,,,,,,,
30,2012,2012-09-10,1,26.033,CIN,@,BAL,L 13-44,,,,,,,0.0%,,,,,,,,,,,
31,2012,2012-09-16,2,26.039,CIN,,CLE,W 34-27,*,,,,,,0.0%,,,,,,,,,,,
32,2012,2012-09-23,3,26.046,CIN,@,WAS,W 38-31,*,,,,,,0.0%,,,,,,,,,,,
33,2012,2012-09-30,4,26.053,CIN,@,JAX,W 27-10,*,2,1,1,1.00,1,50.0%,0.50,0,0,,0,0,0,,0,1,6
34,2012,2012-10-07,5,26.060,CIN,,MIA,L 13-17,,,,,,,0.0%,,,,,,,,,,,
35,2012,2012-10-14,6,26.067,CIN,@,CLE,L 24-34,,,,,,,0.0%,,,,,,,,,,,
36,2012,2012-10-21,7,26.074,CIN,,PIT,L 17-24,*,0,0,0,,0,0.0%,,0,0,,0,1,7,7.00,0,0,0
37,2012,2012-11-04,8,26.088,CIN,,DEN,L 23-31,*,0,0,0,,0,0.0%,,0,0,,0,1,8,8.00,0,0,0
38,2012,2012-11-11,9,26.095,CIN,,NYG,W 31-13,,,,,,,0.0%,,,,,,,,,,,
39,2012,2012-11-18,10,26.102,CIN,@,KAN,W 28-6,,,,,,,0.0%,,,,,,,,,,,
40,2012,2012-11-25,11,26.109,CIN,,OAK,W 34-10,,,,,,,0.0%,,,,,,,,,,,
41,2012,2012-12-02,12,26.116,CIN,@,SDG,W 20-13,,,,,,,0.0%,,,,,,,,,,,
42,2012,2012-12-09,13,26.123,CIN,,DAL,L 19-20,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
43,2012,2012-12-13,14,26.127,CIN,@,PHI,W 34-13,*,,,,,,0.0%,,,,,,,,,,,
