ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
29,1999,1999-12-19,14,23.073,OAK,,TAM,W 45-0,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
30,1999,1999-12-26,15,23.080,OAK,@,SDG,L 20-23,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
31,1999,2000-01-02,16,23.087,OAK,@,KAN,W 41-38,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
32,2000,2000-09-03,1,23.332,OAK,,SDG,W 9-6,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,1,13,0
33,2000,2000-09-10,2,23.339,OAK,@,IND,W 38-31,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
34,2000,2000-09-17,3,23.346,OAK,,DEN,L 24-33,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
35,2000,2000-09-24,4,23.353,OAK,,CLE,W 36-10,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
36,2000,2000-10-08,5,24.001,OAK,@,SFO,W 34-28,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
37,2000,2000-10-15,6,24.008,OAK,@,KAN,W 20-17,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,0,0,0
38,2000,2000-10-22,7,24.015,OAK,,SEA,W 31-3,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
39,2000,2000-10-29,8,24.022,OAK,@,SDG,W 15-13,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
40,2000,2000-11-05,9,24.029,OAK,,KAN,W 49-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,1,23,0
41,2000,2000-11-13,10,24.037,OAK,@,DEN,L 24-27,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
42,2000,2000-11-19,11,24.043,OAK,@,NOR,W 31-22,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
43,2000,2000-11-26,12,24.050,OAK,,ATL,W 41-14,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
44,2000,2000-12-03,13,24.057,OAK,@,PIT,L 20-21,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
45,2000,2000-12-10,14,24.064,OAK,,NYJ,W 31-7,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
46,2000,2000-12-16,15,24.070,OAK,@,SEA,L 24-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
47,2000,2000-12-24,16,24.078,OAK,,CAR,W 52-9,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
48,2001,2001-09-09,1,24.337,OAK,@,KAN,W 27-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,1,34,0
49,2001,2001-09-23,2,24.351,OAK,@,MIA,L 15-18,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
50,2001,2001-09-30,3,24.358,OAK,,SEA,W 38-14,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,2.0,,,0,0,0
51,2001,2001-10-07,4,25.000,OAK,,DAL,W 28-21,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
52,2001,2001-10-14,5,25.007,OAK,@,IND,W 23-18,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
53,2001,2001-10-28,6,25.021,OAK,@,PHI,W 20-10,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
54,2001,2001-11-05,7,25.029,OAK,,DEN,W 38-28,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
55,2001,2001-11-11,8,25.035,OAK,@,SEA,L 27-34,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
56,2001,2001-11-18,9,25.042,OAK,,SDG,W 34-24,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
57,2001,2001-11-25,10,25.049,OAK,@,NYG,W 28-10,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
58,2001,2001-12-02,11,25.056,OAK,,ARI,L 31-34,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
59,2001,2001-12-09,12,25.063,OAK,,KAN,W 28-26,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
60,2001,2001-12-15,13,25.069,OAK,@,SDG,W 13-6,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,0,30,0
61,2001,2001-12-22,14,25.076,OAK,,TEN,L 10-13,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,18,9.00,0,0,0,0.0,,,0,0,0
62,2001,2001-12-30,15,25.084,OAK,@,DEN,L 17-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,16,16.00,0,0,0,0.0,,,0,0,0
63,2001,2002-01-06,16,25.091,OAK,,NYJ,L 22-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,13,13.00,0,0,0,0.0,,,0,0,0
64,2002,2002-09-08,1,25.336,OAK,,SEA,W 31-17,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
65,2002,2002-09-15,2,25.343,OAK,@,PIT,W 30-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,1,3,0
66,2002,2002-11-03,8,26.027,OAK,,SFO,L 20-23,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
67,2002,2002-11-11,9,26.035,OAK,@,DEN,W 34-10,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
68,2002,2002-11-17,10,26.041,OAK,,NWE,W 27-20,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
69,2002,2002-11-24,11,26.048,OAK,@,ARI,W 41-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,3,1.50,0,0,0,0.0,,,0,0,0
70,2002,2002-12-02,12,26.056,OAK,,NYJ,W 26-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,3,1.50,0,0,0,0.0,,,0,0,0
71,2002,2002-12-22,15,26.076,OAK,,DEN,W 28-16,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
72,2003,2003-09-07,1,26.335,OAK,@,TEN,L 20-25,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
73,2003,2003-09-14,2,26.342,OAK,,CIN,W 23-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
74,2003,2003-09-22,3,26.350,OAK,@,DEN,L 10-31,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
75,2003,2003-09-28,4,26.356,OAK,,SDG,W 34-31,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
76,2003,2003-10-05,5,26.363,OAK,@,CHI,L 21-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,2,67,0
77,2003,2003-10-12,6,27.005,OAK,@,CLE,L 7-13,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
78,2003,2003-10-20,7,27.013,OAK,,KAN,L 10-17,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
79,2003,2003-11-02,8,27.026,OAK,@,DET,L 13-23,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
80,2003,2003-11-09,9,27.033,OAK,,NYJ,L 24-27,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
81,2003,2003-11-16,10,27.040,OAK,,MIN,W 28-18,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
82,2003,2003-11-23,11,27.047,OAK,@,KAN,L 24-27,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
83,2003,2003-11-30,12,27.054,OAK,,DEN,L 8-22,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,1.0,,,0,0,0
84,2003,2003-12-07,13,27.061,OAK,@,PIT,L 7-27,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
85,2003,2003-12-14,14,27.068,OAK,,BAL,W 20-12,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
86,2003,2003-12-22,15,27.076,OAK,,GNB,L 7-41,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
87,2004,2004-09-12,1,27.341,OAK,@,PIT,L 21-24,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
88,2004,2004-09-19,2,27.348,OAK,,BUF,W 13-10,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,1.0,,,0,0,0
89,2004,2004-09-26,3,27.355,OAK,,TAM,W 30-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,1.0,,,0,0,0
90,2004,2004-10-03,4,27.362,OAK,@,HOU,L 17-30,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,4,4.00,0,0,0,0.0,,,0,0,0
91,2004,2004-10-10,5,28.003,OAK,@,IND,L 14-35,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
92,2004,2004-10-17,6,28.010,OAK,,DEN,L 3-31,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
93,2004,2004-10-24,7,28.017,OAK,,NOR,L 26-31,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
94,2004,2004-10-31,8,28.024,OAK,@,SDG,L 14-42,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
95,2004,2004-11-07,9,28.031,OAK,@,CAR,W 27-24,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
96,2004,2004-11-21,10,28.045,OAK,,SDG,L 17-23,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
97,2004,2004-11-28,11,28.052,OAK,@,DEN,W 25-24,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
98,2004,2004-12-05,12,28.059,OAK,,KAN,L 27-34,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,1,25,0
99,2004,2004-12-12,13,28.066,OAK,@,ATL,L 10-35,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.5,,,0,0,0
100,2005,2005-09-08,1,28.336,OAK,@,NWE,L 20-30,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
101,2005,2005-09-18,2,28.346,OAK,,KAN,L 17-23,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
102,2005,2005-09-25,3,28.353,OAK,@,PHI,L 20-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,0,0.00,0,0,0,0.0,,,0,0,0
103,2005,2005-10-02,4,28.360,OAK,,DAL,W 19-13,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,5,5.00,0,0,0,0.0,,,1,0,0
104,2005,2005-10-16,5,29.009,OAK,,SDG,L 14-27,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,15,15.00,0,0,0,0.0,,,0,0,0
105,2005,2005-10-23,6,29.016,OAK,,BUF,W 38-17,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
106,2006,2006-09-10,1,29.338,GNB,,CHI,L 0-26,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,44,14.67,0,0,0,0.0,,,0,0,0
107,2006,2006-09-17,2,29.345,GNB,,NOR,L 27-34,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,10,3.33,0,0,0,0.0,,,0,0,0
108,2006,2006-09-24,3,29.352,GNB,@,DET,W 31-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,24,8.00,0,0,0,0.0,,,0,0,0
109,2006,2006-10-02,4,29.360,GNB,@,PHI,L 9-31,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,17,8.50,0,0,0,0.0,,,0,0,0
110,2006,2006-10-08,5,30.001,GNB,,STL,L 20-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,21,10.50,0,0,0,0.0,,,0,0,0
111,2006,2006-10-22,6,30.015,GNB,@,MIA,W 34-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,24,8.00,0,1,6,1.0,,,1,23,1
112,2006,2006-10-29,7,30.022,GNB,,ARI,W 31-14,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,37,12.33,0,0,0,0.0,,,1,0,0
113,2006,2006-11-05,8,30.029,GNB,@,BUF,L 10-24,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
114,2006,2006-11-12,9,30.036,GNB,@,MIN,W 23-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,6,43,7.17,0,0,0,0.0,,,0,0,0
115,2006,2006-11-19,10,30.043,GNB,,NWE,L 0-35,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,5,5.00,0,0,0,0.0,,,0,0,0
116,2006,2006-11-27,11,30.051,GNB,@,SEA,L 24-34,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,2,3,0
117,2006,2006-12-03,12,30.057,GNB,,NYJ,L 10-38,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
118,2006,2006-12-10,13,30.064,GNB,@,SFO,W 30-19,*,0,0,0,,0,0.0%,,0,0,,0,1,10,10.00,0,2,47,23.50,0,0,0,0.0,,,0,0,0
119,2006,2006-12-17,14,30.071,GNB,,DET,W 17-9,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,14,4.67,0,0,0,0.0,,,1,18,0
120,2006,2006-12-21,15,30.075,GNB,,MIN,W 9-7,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,7,48,6.86,0,0,0,0.0,,,1,14,0
121,2006,2006-12-31,16,30.085,GNB,@,CHI,W 26-7,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,29,9.67,0,0,0,0.0,,,1,3,0
122,2007,2007-09-09,1,30.337,GNB,,PHI,W 16-13,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,13,6.50,0,0,0,0.0,,,0,0,0
123,2007,2007-09-16,2,30.344,GNB,@,NYG,W 35-13,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,8,4.00,0,0,0,0.0,,,0,0,0
124,2007,2007-09-23,3,30.351,GNB,,SDG,W 31-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,41,10.25,0,0,0,0.0,,,0,0,0
125,2007,2007-09-30,4,30.358,GNB,@,MIN,W 23-16,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,35,8.75,0,0,0,0.0,,,0,0,0
126,2007,2007-10-07,5,31.000,GNB,,CHI,L 20-27,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,38,12.67,0,0,0,0.0,,,0,0,0
127,2007,2007-10-14,6,31.007,GNB,,WAS,W 17-14,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,7,1.75,0,0,0,0.0,,,1,0,0
128,2007,2007-10-29,7,31.022,GNB,@,DEN,W 19-13,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,13,6.50,0,0,0,0.0,,,0,0,0
129,2007,2007-11-04,8,31.028,GNB,@,KAN,W 33-22,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,32,8.00,0,1,6,0.0,,,1,46,1
130,2007,2007-11-11,9,31.035,GNB,,MIN,W 34-0,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,39,9.75,0,0,0,0.0,,,1,2,0
131,2007,2007-11-18,10,31.042,GNB,,CAR,W 31-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,8,2.67,0,0,0,0.0,,,1,0,0
132,2007,2007-11-22,11,31.046,GNB,@,DET,W 37-26,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,34,34.00,0,0,0,0.0,,,0,0,0
133,2007,2007-12-09,13,31.063,GNB,,OAK,W 38-7,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
134,2007,2007-12-16,14,31.070,GNB,@,STL,W 33-14,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
135,2007,2007-12-23,15,31.077,GNB,@,CHI,L 7-35,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
136,2008,2008-09-08,1,31.337,GNB,,MIN,W 24-19,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
137,2008,2008-09-14,2,31.343,GNB,@,DET,W 48-25,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,2,0,2,41,1
138,2008,2008-09-21,3,31.350,GNB,,DAL,L 16-27,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
139,2008,2008-09-28,4,31.357,GNB,@,TAM,L 21-30,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,1,2,1,62,1
140,2008,2008-10-05,5,31.364,GNB,,ATL,L 24-27,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
141,2008,2008-10-12,6,32.005,GNB,@,SEA,W 27-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,1.0,2,0,1,12,0
142,2008,2008-10-19,7,32.012,GNB,,IND,W 34-14,*,0,0,0,,0,0.0%,,0,0,,0,1,-2,-2.00,0,0,0,,0,0,0,0.0,1,1,0,0,0
143,2008,2008-11-02,8,32.026,GNB,@,TEN,L 16-19,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,1,0,0,0
144,2008,2008-11-09,9,32.033,GNB,@,MIN,L 27-28,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,1,1,9,0
145,2008,2008-11-16,10,32.040,GNB,,CHI,W 37-3,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,1.0,3,1,0,0,0
146,2008,2008-11-24,11,32.048,GNB,@,NOR,L 29-51,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,6,0,0,0,0
147,2008,2008-11-30,12,32.054,GNB,,CAR,L 31-35,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,2,0,0,0
148,2008,2008-12-07,13,32.061,GNB,,HOU,L 21-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,2,0,0,0
149,2008,2008-12-14,14,32.068,GNB,@,JAX,L 16-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,1.0,6,0,0,0,0
150,2008,2008-12-22,15,32.076,GNB,@,CHI,L 17-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,1,1,22,0
151,2008,2008-12-28,16,32.082,GNB,,DET,W 31-21,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,1,1,23,0
152,2009,2009-09-13,1,32.341,GNB,,CHI,W 21-15,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
153,2009,2009-09-20,2,32.348,GNB,,CIN,L 24-31,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,9,1,2,59,1
154,2009,2009-09-27,3,32.355,GNB,@,STL,W 36-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,6,0,1,0,0
155,2009,2009-10-05,4,32.363,GNB,@,MIN,L 23-30,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
156,2009,2009-10-18,5,33.011,GNB,,DET,W 26-0,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,0,0.00,0,0,0,0.0,3,0,0,0,0
157,2009,2009-10-25,6,33.018,GNB,@,CLE,W 31-3,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,0,1,25,0
158,2009,2009-11-01,7,33.025,GNB,,MIN,L 26-38,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
159,2009,2009-11-08,8,33.032,GNB,@,TAM,L 28-38,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,6,0,0,0,0
160,2009,2009-11-15,9,33.039,GNB,,DAL,W 17-7,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,1.0,8,1,1,3,0
161,2009,2009-11-22,10,33.046,GNB,,SFO,W 30-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
162,2009,2009-11-26,11,33.050,GNB,@,DET,W 34-12,*,0,0,0,,0,0.0%,,0,0,,0,1,18,18.00,0,0,0,,0,1,6,1.0,6,1,2,38,1
163,2009,2009-12-07,12,33.061,GNB,,BAL,W 27-14,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
164,2009,2009-12-13,13,33.067,GNB,@,CHI,W 21-14,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,1,9,0
165,2009,2009-12-20,14,33.074,GNB,@,PIT,L 36-37,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,4,0,0,0
166,2009,2009-12-27,15,33.081,GNB,,SEA,W 48-10,*,0,0,0,,0,0.0%,,0,0,,0,1,12,12.00,0,0,0,,0,0,0,0.0,4,0,0,0,0
167,2009,2010-01-03,16,33.088,GNB,@,ARI,W 33-7,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0,1,45,1
168,2010,2010-09-12,1,33.340,GNB,@,PHI,W 27-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,1,0,0,0
169,2010,2010-09-19,2,33.347,GNB,,BUF,W 34-7,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
170,2010,2010-09-27,3,33.355,GNB,@,CHI,L 17-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
