ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2008,2008-09-07,1,21.210,DAL,@,CLE,W 28-10,,1,19,19.00,0,0,0,0.0,0,0,0,0,0
2,2008,2008-09-15,2,21.218,DAL,,PHI,W 41-37,,0,0,,0,0,0,0.0,0,0,0,0,0
3,2008,2008-09-21,3,21.224,DAL,@,GNB,W 27-16,,0,0,,0,0,0,0.0,0,0,0,0,0
4,2008,2008-09-28,4,21.231,DAL,,WAS,L 24-26,,1,15,15.00,0,0,0,0.0,0,0,0,0,0
5,2008,2008-10-05,5,21.238,DAL,,CIN,W 31-22,,0,0,,0,0,0,0.0,4,0,0,0,0
6,2008,2008-10-12,6,21.245,DAL,@,ARI,L 24-30,,0,0,,0,0,0,0.0,2,0,0,0,0
7,2008,2008-10-19,7,21.252,DAL,@,STL,L 14-34,,0,0,,0,0,0,0.0,1,0,0,0,0
8,2008,2008-10-26,8,21.259,DAL,,TAM,W 13-9,,0,0,,0,0,0,0.0,5,0,0,0,0
9,2008,2008-11-02,9,21.266,DAL,@,NYG,L 14-35,,0,0,,0,0,0,0.0,2,0,0,0,0
10,2008,2008-11-16,10,21.280,DAL,@,WAS,W 14-10,,0,0,,0,0,0,0.0,1,1,0,0,0
11,2008,2008-11-23,11,21.287,DAL,,SFO,W 35-22,*,1,22,22.00,0,0,0,0.0,0,0,0,0,0
12,2008,2008-11-27,12,21.291,DAL,,SEA,W 34-9,*,1,25,25.00,0,0,0,0.0,6,0,0,0,0
13,2008,2008-12-07,13,21.301,DAL,@,PIT,L 13-20,,0,0,,0,0,0,1.0,1,0,0,0,0
14,2008,2008-12-14,14,21.308,DAL,,NYG,W 20-8,,0,0,,0,0,0,0.0,4,0,0,0,0
15,2008,2008-12-20,15,21.314,DAL,,BAL,L 24-33,,,,,,,,,,,,,
16,2008,2008-12-28,16,21.322,DAL,@,PHI,L 6-44,,,,,,,,,,,,,
17,2009,2009-09-13,1,22.215,DAL,@,TAM,W 34-21,,0,0,,0,0,0,0.0,2,0,0,0,0
18,2009,2009-09-20,2,22.222,DAL,,NYG,L 31-33,*,0,0,,0,0,0,0.0,6,0,0,0,0
19,2009,2009-09-28,3,22.230,DAL,,CAR,W 21-7,,0,0,,0,0,0,0.0,2,0,0,0,0
20,2009,2009-10-04,4,22.236,DAL,@,DEN,L 10-17,,0,0,,0,0,0,0.0,3,0,0,0,0
21,2009,2009-10-11,5,22.243,DAL,@,KAN,W 26-20,,0,0,,0,0,0,0.0,1,0,0,0,0
22,2009,2009-10-25,6,22.257,DAL,,ATL,W 37-21,,0,0,,0,0,0,0.0,2,2,1,0,0
23,2009,2009-11-01,7,22.264,DAL,,SEA,W 38-17,,0,0,,0,0,0,0.0,1,0,0,0,0
24,2009,2009-11-08,8,22.271,DAL,@,PHI,W 20-16,*,,,,,,,,,,,,
25,2009,2009-11-15,9,22.278,DAL,@,GNB,L 7-17,,0,0,,0,0,0,0.0,2,0,0,0,0
26,2009,2009-11-22,10,22.285,DAL,,WAS,W 7-6,,0,0,,0,0,0,0.0,5,1,0,0,0
27,2009,2009-11-26,11,22.289,DAL,,OAK,W 24-7,*,0,0,,0,0,0,0.0,2,0,0,0,0
28,2009,2009-12-06,12,22.299,DAL,@,NYG,L 24-31,,0,0,,0,0,0,0.0,3,0,0,0,0
29,2009,2009-12-13,13,22.306,DAL,,SDG,L 17-20,,0,0,,0,0,0,0.0,0,0,0,0,0
30,2009,2009-12-19,14,22.312,DAL,@,NOR,W 24-17,,0,0,,0,0,0,0.0,7,0,0,0,0
31,2009,2009-12-27,15,22.320,DAL,@,WAS,W 17-0,,0,0,,0,0,0,1.0,4,0,0,0,0
32,2009,2010-01-03,16,22.327,DAL,,PHI,W 24-0,*,0,0,,0,0,0,0.0,3,0,0,0,0
33,2010,2010-09-12,1,23.214,DAL,@,WAS,L 7-13,,0,0,,0,0,0,0.0,2,0,0,0,0
34,2010,2010-09-19,2,23.221,DAL,,CHI,L 20-27,,0,0,,0,0,0,0.0,3,0,0,0,0
35,2010,2010-09-26,3,23.228,DAL,@,HOU,W 27-13,*,0,0,,0,0,0,0.0,4,0,0,0,0
36,2010,2010-10-10,4,23.242,DAL,,TEN,L 27-34,,0,0,,0,0,0,0.0,0,0,0,0,0
37,2010,2010-10-17,5,23.249,DAL,@,MIN,L 21-24,,0,0,,0,0,0,0.0,2,1,0,0,0
38,2010,2010-10-25,6,23.257,DAL,,NYG,L 35-41,,0,0,,0,0,0,0.0,1,0,0,0,0
39,2010,2010-10-31,7,23.263,DAL,,JAX,L 17-35,,0,0,,0,0,0,0.0,1,0,0,0,0
40,2010,2010-11-07,8,23.270,DAL,@,GNB,L 7-45,*,0,0,,0,0,0,0.5,2,2,0,0,0
41,2010,2010-11-14,9,23.277,DAL,@,NYG,W 33-20,,0,0,,0,0,0,0.0,6,0,0,0,0
42,2010,2010-11-21,10,23.284,DAL,,DET,W 35-19,,0,0,,0,0,0,0.0,5,0,0,0,0
43,2010,2010-11-25,11,23.288,DAL,,NOR,L 27-30,,0,0,,0,0,0,0.0,3,0,0,0,0
44,2010,2010-12-05,12,23.298,DAL,@,IND,W 38-35,*,0,0,,0,1,6,0.0,0,1,1,40,1
45,2010,2010-12-12,13,23.305,DAL,,PHI,L 27-30,,0,0,,0,0,0,1.0,4,0,0,0,0
46,2010,2010-12-19,14,23.312,DAL,,WAS,W 33-30,,0,0,,0,0,0,1.0,2,1,0,0,0
47,2010,2010-12-25,15,23.318,DAL,@,ARI,L 26-27,,0,0,,0,0,0,0.0,3,0,0,0,0
48,2010,2011-01-02,16,23.326,DAL,@,PHI,W 14-13,,0,0,,0,0,0,0.0,2,0,0,0,0
49,2011,2011-09-11,1,24.213,DAL,@,NYJ,L 24-27,*,0,0,,0,0,0,0.0,1,0,0,0,0
50,2011,2011-10-16,5,24.248,DAL,@,NWE,L 16-20,,0,0,,0,0,0,0.0,5,1,0,0,0
51,2011,2011-10-23,6,24.255,DAL,,STL,W 34-7,,0,0,,0,0,0,0.0,1,0,0,0,0
52,2011,2011-10-30,7,24.262,DAL,@,PHI,L 7-34,*,0,0,,0,0,0,0.0,4,1,0,0,0
53,2011,2011-11-06,8,24.269,DAL,,SEA,W 23-13,*,0,0,,0,0,0,0.0,7,0,0,0,0
54,2011,2011-11-13,9,24.276,DAL,,BUF,W 44-7,*,0,0,,0,0,0,0.0,1,1,0,0,0
55,2011,2011-11-20,10,24.283,DAL,@,WAS,W 27-24,*,0,0,,0,0,0,0.0,1,0,1,0,0
56,2011,2011-11-24,11,24.287,DAL,,MIA,W 20-19,*,0,0,,0,0,0,1.0,6,1,0,0,0
57,2011,2011-12-04,12,24.297,DAL,@,ARI,L 13-19,,0,0,,0,0,0,0.0,3,0,0,0,0
58,2011,2011-12-11,13,24.304,DAL,,NYG,L 34-37,*,0,0,,0,0,0,0.0,4,1,0,0,0
59,2011,2011-12-17,14,24.310,DAL,@,TAM,W 31-15,,0,0,,0,0,0,1.0,5,1,0,0,0
60,2011,2011-12-24,15,24.317,DAL,,PHI,L 7-20,,0,0,,0,0,0,0.0,1,0,0,0,0
61,2011,2012-01-01,16,24.325,DAL,@,NYG,L 14-31,,0,0,,0,0,0,0.0,3,1,0,0,0
62,2012,2012-09-05,1,25.208,DAL,@,NYG,W 24-17,,0,0,,0,0,0,0.0,2,0,0,0,0
63,2012,2012-09-16,2,25.219,DAL,@,SEA,L 7-27,,0,0,,0,0,0,0.0,1,0,0,0,0
64,2012,2012-09-23,3,25.226,DAL,,TAM,W 16-10,*,0,0,,0,0,0,0.0,1,1,0,0,0
65,2012,2012-10-01,4,25.234,DAL,,CHI,L 18-34,,0,0,,0,0,0,0.0,0,0,0,0,0
66,2012,2012-10-14,5,25.247,DAL,@,BAL,L 29-31,,0,0,,0,0,0,0.0,2,0,0,0,0
67,2012,2012-10-21,6,25.254,DAL,@,CAR,W 19-14,*,0,0,,0,0,0,0.0,1,2,0,0,0
68,2012,2012-10-28,7,25.261,DAL,,NYG,L 24-29,,0,0,,0,0,0,0.0,0,0,0,0,0
69,2012,2012-11-04,8,25.268,DAL,@,ATL,L 13-19,,0,0,,0,0,0,0.0,2,0,0,0,0
70,2012,2012-11-11,9,25.275,DAL,@,PHI,W 38-23,*,0,0,,0,0,0,0.0,5,0,0,0,0
71,2012,2012-11-18,10,25.282,DAL,,CLE,W 23-20,,0,0,,0,0,0,0.0,2,1,0,0,0
72,2012,2012-11-22,11,25.286,DAL,,WAS,L 31-38,,0,0,,0,0,0,0.0,0,1,0,0,0
73,2013,2013-09-08,1,26.210,DAL,,NYG,W 36-31,,0,0,,0,0,0,0.0,3,0,0,0,0
74,2013,2013-09-15,2,26.217,DAL,@,KAN,L 16-17,*,0,0,,0,0,0,0.0,4,0,0,0,0
75,2013,2013-09-22,3,26.224,DAL,,STL,W 31-7,*,0,0,,0,0,0,1.0,3,0,0,0,0
76,2013,2013-09-29,4,26.231,DAL,@,SDG,L 21-30,*,0,0,,0,0,0,0.0,4,1,0,0,0
77,2013,2013-10-06,5,26.238,DAL,,DEN,L 48-51,*,0,0,,0,0,0,0.0,3,0,0,0,0
78,2013,2013-10-13,6,26.245,DAL,,WAS,W 31-16,*,0,0,,0,0,0,0.0,4,0,1,0,0
79,2013,2013-10-20,7,26.252,DAL,@,PHI,W 17-3,*,0,0,,0,0,0,0.0,1,0,0,0,0
80,2013,2013-10-27,8,26.259,DAL,@,DET,L 30-31,*,0,0,,0,0,0,0.0,4,0,0,0,0
81,2013,2013-11-03,9,26.266,DAL,,MIN,W 27-23,*,0,0,,0,0,0,0.0,5,0,1,0,0
82,2013,2013-11-10,10,26.273,DAL,@,NOR,L 17-49,*,0,0,,0,0,0,0.0,6,1,0,0,0
83,2013,2013-11-24,11,26.287,DAL,@,NYG,W 24-21,*,0,0,,0,0,0,0.0,2,0,0,0,0
84,2013,2013-11-28,12,26.291,DAL,,OAK,W 31-24,*,0,0,,0,0,0,0.0,3,1,0,0,0
85,2013,2013-12-09,13,26.302,DAL,@,CHI,L 28-45,*,0,0,,0,0,0,0.0,5,0,0,0,0
86,2013,2013-12-15,14,26.308,DAL,,GNB,L 36-37,*,0,0,,0,0,0,1.0,4,2,0,0,0
87,2013,2013-12-22,15,26.315,DAL,@,WAS,W 24-23,*,0,0,,0,0,0,0.0,5,0,0,0,0
88,2013,2013-12-29,16,26.322,DAL,,PHI,L 22-24,*,0,0,,0,0,0,0.0,3,0,0,0,0
89,2014,2014-09-21,3,27.223,DAL,@,STL,W 34-31,*,0,0,,0,0,0,0.0,4,1,0,0,0
90,2014,2014-09-28,4,27.230,DAL,,NOR,W 38-17,*,0,0,,0,0,0,0.0,6,1,0,0,0
91,2014,2014-10-05,5,27.237,DAL,,HOU,W 20-17,*,0,0,,0,0,0,0.0,0,0,1,2,0
92,2014,2014-10-12,6,27.244,DAL,@,SEA,W 30-23,*,0,0,,0,0,0,0.0,4,1,0,0,0
93,2014,2014-10-19,7,27.251,DAL,,NYG,W 31-21,*,0,0,,0,0,0,0.0,2,0,0,0,0
94,2014,2014-10-27,8,27.259,DAL,,WAS,L 17-20,*,0,0,,0,0,0,0.0,4,0,0,0,0
95,2014,2014-11-02,9,27.265,DAL,,ARI,L 17-28,*,0,0,,0,0,0,0.0,2,0,0,0,0
96,2014,2014-11-09,10,27.272,DAL,@,JAX,W 31-17,*,0,0,,0,0,0,0.0,1,0,0,0,0
97,2014,2014-11-23,11,27.286,DAL,@,NYG,W 31-28,*,0,0,,0,0,0,0.0,5,1,0,0,0
98,2014,2014-11-27,12,27.290,DAL,,PHI,L 10-33,*,0,0,,0,0,0,0.0,4,0,0,0,0
99,2014,2014-12-04,13,27.297,DAL,@,CHI,W 41-28,*,0,0,,0,0,0,0.0,9,0,1,0,0
100,2014,2014-12-14,14,27.307,DAL,@,PHI,W 38-27,*,0,0,,0,0,0,0.0,1,0,0,0,0
101,2014,2014-12-21,15,27.314,DAL,,IND,W 42-7,*,0,0,,0,0,0,1.0,5,1,0,0,0
102,2014,2014-12-28,16,27.321,DAL,@,WAS,W 44-17,*,0,0,,0,0,0,0.0,3,0,0,0,0
