ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1982,1982-09-12,1,22.056,CHI,@,DET,L 10-17
2,1982,1982-12-05,5,22.140,CHI,,NWE,W 26-13
3,1985,1985-09-08,1,25.052,SDG,@,BUF,W 14-9
4,1985,1985-09-15,2,25.059,SDG,,SEA,L 35-49
5,1985,1985-09-22,3,25.066,SDG,@,CIN,W 44-41
6,1985,1985-09-29,4,25.073,SDG,,CLE,L 7-21
7,1985,1985-10-20,7,25.094,SDG,@,MIN,L 17-21
8,1985,1985-12-08,14,25.143,SDG,,PIT,W 54-44
9,1985,1985-12-15,15,25.150,SDG,,PHI,W 20-14
10,1985,1985-12-22,16,25.157,SDG,@,KAN,L 34-38
