ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1993,1993-10-31,7,23.030,DEN,,SEA,W 28-17,,,,,,0,0,,0,,,,,,
2,1993,1993-11-07,8,23.037,DEN,@,CLE,W 29-14,,,,,,0,0,,0,,,,,,
3,1993,1993-11-14,9,23.044,DEN,,MIN,L 23-26,,,,,,0,0,,0,,,,,,
4,1993,1993-11-21,10,23.051,DEN,,PIT,W 37-13,,,,,,0,0,,0,,,,,,
5,1993,1993-11-28,11,23.058,DEN,@,SEA,W 17-9,,,,,,0,0,,0,,,,,,
6,1993,1993-12-05,12,23.065,DEN,@,SDG,L 10-13,,,,,,0,0,,0,,,,,,
7,1993,1993-12-12,13,23.072,DEN,,KAN,W 27-21,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
8,1993,1993-12-18,14,23.078,DEN,@,CHI,W 13-3,,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0
9,1993,1993-12-26,15,23.086,DEN,,TAM,L 10-17,,,,,,0,0,,0,,,,,,
10,1993,1994-01-02,16,23.093,DEN,@,RAI,L 30-33,,,,,,0,0,,0,,,,,,
11,1994,1994-09-04,1,23.338,DEN,,SDG,L 34-37,,,,,,,,,,,,,,,
12,1994,1994-09-11,2,23.345,DEN,@,NYJ,L 22-25,,,,,,,,,,,,,,,
13,1994,1994-09-18,3,23.352,DEN,,RAI,L 16-48,,,,,,,,,,,,,,,
14,1994,1994-09-26,4,23.360,DEN,@,BUF,L 20-27,,,,,,,,,,,,,,,
15,1994,1994-10-09,5,24.008,DEN,@,SEA,W 16-9,,,,,,,,,,,,,,,
16,1994,1994-10-17,6,24.016,DEN,,KAN,L 28-31,,,,,,,,,,,,,,,
17,1994,1994-10-23,7,24.022,DEN,@,SDG,W 20-15,,,,,,,,,,,,,,,
18,1994,1994-10-30,8,24.029,DEN,,CLE,W 26-14,,,,,,,,,,,,,,,
19,1994,1994-12-04,13,24.064,DEN,@,KAN,W 20-17,,,,,,,,,,,,,,,
20,1994,1994-12-11,14,24.071,DEN,@,RAI,L 13-23,,,,,,,,,,,,,,,
21,1994,1994-12-17,15,24.077,DEN,@,SFO,L 19-42,,,,,,,,,,,,,,,
22,1994,1994-12-24,16,24.084,DEN,,NOR,L 28-30,,0,0,,0,0,0,,0,0,0,1.0,0,0,0
23,1995,1995-09-03,1,24.337,DEN,,BUF,W 22-7,,,,,,,,,,,,,,,
24,1995,1995-09-10,2,24.344,DEN,@,DAL,L 21-31,,,,,,,,,,,,,,,
25,1995,1995-09-17,3,24.351,DEN,,WAS,W 38-31,,,,,,,,,,,,,,,
26,1995,1995-09-24,4,24.358,DEN,@,SDG,L 6-17,,,,,,,,,,,,,,,
27,1996,1996-09-08,2,25.343,ARI,,MIA,L 10-38,,,,,,,,,,,,,,,
28,1996,1996-09-15,3,25.350,ARI,@,NWE,L 0-31,,,,,,,,,,,,,,,
29,1996,1996-09-22,4,25.357,ARI,@,NOR,W 28-14,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
30,1996,1996-09-29,5,25.364,ARI,,STL,W 31-28,,,,,,,,,,,,,,,
31,1996,1996-10-13,6,26.012,ARI,@,DAL,L 3-17,,,,,,,,,,,,,,,
32,1996,1996-10-20,7,26.019,ARI,,TAM,W 13-9,,,,,,,,,,,,,,,
33,1996,1996-10-27,8,26.026,ARI,,NYJ,L 21-31,,,,,,,,,,,,,,,
34,1996,1996-11-03,9,26.033,ARI,@,NYG,L 8-16,,,,,,,,,,,,,,,
35,1996,1996-11-10,10,26.040,ARI,@,WAS,W 37-34,,,,,,,,,,,,,,,
36,1996,1996-11-17,11,26.047,ARI,,NYG,W 31-23,,,,,,,,,,,,,,,
37,1996,1996-11-24,12,26.054,ARI,,PHI,W 36-30,,,,,,,,,,,,,,,
38,1996,1996-12-01,13,26.061,ARI,@,MIN,L 17-41,,,,,,,,,,,,,,,
39,1996,1996-12-08,14,26.068,ARI,,DAL,L 6-10,,,,,,,,,,,,,,,
40,1996,1996-12-15,15,26.075,ARI,,WAS,W 27-26,,,,,,,,,,,,,,,
41,1996,1996-12-22,16,26.082,ARI,@,PHI,L 19-29,,,,,,,,,,,,,,,
42,1997,1997-08-31,1,26.334,ATL,@,DET,L 17-28,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
43,1997,1997-09-07,2,26.341,ATL,,CAR,L 6-9,,,,,,,,,,,,,,,
44,1997,1997-09-14,3,26.348,ATL,,OAK,L 31-36,,,,,,,,,,,,,,,
45,1997,1997-09-21,4,26.355,ATL,@,SFO,L 7-34,,,,,,,,,,,,,,,
46,1997,1997-09-28,5,26.362,ATL,,DEN,L 21-29,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
47,1997,1997-10-12,6,27.011,ATL,@,NOR,W 23-17,,,,,,,,,,,,,,,
48,1997,1997-10-19,7,27.018,ATL,,SFO,L 28-35,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
49,1997,1997-10-26,8,27.025,ATL,@,CAR,L 12-21,,,,,,,,,,,,,,,
50,1997,1997-11-02,9,27.032,ATL,,STL,W 34-31,,,,,,,,,,,,,,,
51,1997,1997-11-09,10,27.039,ATL,,TAM,L 10-31,,,,,,,,,,,,,,,
52,1997,1997-11-16,11,27.046,ATL,@,STL,W 27-21,,,,,,,,,,,,,,,
53,1997,1997-11-23,12,27.053,ATL,,NOR,W 20-3,,0,0,,0,0,0,,0,0,0,0.0,1,9,0
54,1997,1997-11-30,13,27.060,ATL,@,SEA,W 24-17,,,,,,,,,,,,,,,
55,1997,1997-12-07,14,27.067,ATL,@,SDG,W 14-3,,,,,,,,,,,,,,,
56,1997,1997-12-14,15,27.074,ATL,,PHI,W 20-17,,,,,,,,,,,,,,,
57,1997,1997-12-21,16,27.081,ATL,@,ARI,L 26-29,,,,,,,,,,,,,,,
58,1998,1998-09-06,1,27.340,ATL,@,CAR,W 19-14,,,,,,,,,,,,,,,
59,1998,1998-09-13,2,27.347,ATL,,PHI,W 17-12,,,,,,,,,,,,,,,
60,1998,1998-09-27,3,27.361,ATL,@,SFO,L 20-31,,,,,,,,,,,,,,,
61,1998,1998-10-04,4,28.003,ATL,,CAR,W 51-23,,,,,,,,,,,,,,,
62,1998,1998-10-11,5,28.010,ATL,@,NYG,W 34-20,,,,,,,,,,,,,,,
63,1998,1998-10-18,6,28.017,ATL,,NOR,W 31-23,,,,,,,,,,,,,,,
64,1998,1998-10-25,7,28.024,ATL,@,NYJ,L 3-28,,,,,,,,,,,,,,,
65,1998,1998-11-15,10,28.045,ATL,,SFO,W 31-19,,,,,,,,,,,,,,,
66,1998,1998-11-22,11,28.052,ATL,,CHI,W 20-13,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
67,1998,1998-11-29,12,28.059,ATL,@,STL,W 21-10,,,,,,,,,,,,,,,
68,1998,1998-12-06,13,28.066,ATL,,IND,W 28-21,,,,,,,,,,,,,,,
69,1998,1998-12-13,14,28.073,ATL,@,NOR,W 27-17,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
70,1998,1998-12-20,15,28.080,ATL,@,DET,W 24-17,,,,,,,,,,,,,,,
71,1998,1998-12-27,16,28.087,ATL,,MIA,W 38-16,,0,0,,0,0,0,,0,1,6,0.0,1,11,1
72,1999,1999-09-12,1,28.346,ATL,,MIN,L 14-17,*,,,,,,,,,,,,,,
73,1999,1999-09-20,2,28.354,ATL,@,DAL,L 7-24,*,,,,,,,,,,,,,,
74,1999,1999-09-26,3,28.360,ATL,@,STL,L 7-35,*,,,,,,,,,,,,,,
75,1999,1999-10-03,4,29.002,ATL,,BAL,L 13-19,*,,,,,,,,,,,,,,
76,1999,1999-10-10,5,29.009,ATL,@,NOR,W 20-17,*,,,,,,,,,,,,,,
77,1999,1999-10-17,6,29.016,ATL,,STL,L 13-41,*,,,,,,,,,,,,,,
78,1999,1999-10-25,7,29.024,ATL,@,PIT,L 9-13,*,,,,,,,,,,,,,,
79,1999,1999-10-31,8,29.030,ATL,,CAR,W 27-20,*,,,,,,,,,,,,,,
80,1999,1999-11-07,9,29.037,ATL,,JAX,L 7-30,*,,,,,,,,,,,,,,
81,1999,1999-11-21,10,29.051,ATL,@,TAM,L 10-19,*,,,,,,,,,,,,,,
82,1999,1999-11-28,11,29.058,ATL,@,CAR,L 28-34,*,,,,,,,,,,,,,,
83,1999,1999-12-05,12,29.065,ATL,,NOR,W 35-12,*,,,,,,,,,,,,,,
84,1999,1999-12-12,13,29.072,ATL,@,SFO,L 7-26,*,,,,,,,,,,,,,,
85,1999,1999-12-19,14,29.079,ATL,@,TEN,L 17-30,*,,,,,,,,,,,,,,
86,1999,1999-12-26,15,29.086,ATL,,ARI,W 37-14,*,,,,,,,,,,,,,,
87,1999,2000-01-03,16,29.094,ATL,,SFO,W 34-29,*,,,,,,,,,,,,,,
88,2000,2000-09-03,1,29.338,ATL,,SFO,W 36-28,*,,,,,,,,,,,,,,
89,2000,2000-09-10,2,29.345,ATL,@,DEN,L 14-42,*,,,,,,,,,,,,,,
90,2000,2000-09-17,3,29.352,ATL,@,CAR,W 15-10,*,,,,,,,,,,,,,,
91,2000,2000-09-24,4,29.359,ATL,,STL,L 20-41,*,,,,,,,,,,,,,,
92,2000,2000-10-01,5,30.000,ATL,@,PHI,L 10-38,,0,0,,0,0,0,,0,0,0,0.0,1,12,0
