ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-10-05,5,21.196,CHI,@,DET,W 34-7,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,
2,2008,2008-10-12,6,21.203,CHI,@,ATL,L 20-22,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,
3,2008,2008-10-19,7,21.210,CHI,,MIN,W 48-41,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,
4,2008,2008-11-02,8,21.224,CHI,,DET,W 27-23,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,
5,2008,2008-11-09,9,21.231,CHI,,TEN,L 14-21,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,
6,2008,2008-11-30,12,21.252,CHI,@,MIN,L 14-34,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,17,17.00,0,,0,0,0.0,0,0
7,2008,2008-12-07,13,21.259,CHI,,JAX,W 23-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
8,2008,2008-12-11,14,21.263,CHI,,NOR,W 27-24,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,
9,2008,2008-12-22,15,21.274,CHI,,GNB,W 20-17,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,
10,2008,2008-12-28,16,21.280,CHI,@,HOU,L 24-31,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,
11,2009,2009-09-13,1,22.174,CHI,@,GNB,L 15-21,*,13,7,66,9.43,0,53.8%,5.08,0,0,,0,1,18,18.00,0,0,0,,0,,0,0,0.0,1,0
12,2009,2009-09-20,2,22.181,CHI,,PIT,W 17-14,*,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
13,2009,2009-09-27,3,22.188,CHI,@,SEA,W 25-19,*,4,4,80,20.00,0,100.0%,20.00,0,0,,0,0,0,,0,0,0,,0,1,0,2,0.0,0,0
14,2009,2009-10-04,4,22.195,CHI,,DET,W 48-24,*,2,2,32,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,4,63,15.75,0,,0,0,0.0,0,0
15,2009,2009-10-18,5,22.209,CHI,@,ATL,L 14-21,*,5,4,57,14.25,0,80.0%,11.40,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,1,0
16,2009,2009-10-25,6,22.216,CHI,@,CIN,L 10-45,,6,4,48,12.00,0,66.7%,8.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
17,2009,2009-11-01,7,22.223,CHI,,CLE,W 30-6,*,3,2,29,14.50,0,66.7%,9.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
18,2009,2009-11-08,8,22.230,CHI,,ARI,L 21-41,*,11,7,93,13.29,0,63.6%,8.45,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
19,2009,2009-11-12,9,22.234,CHI,@,SFO,L 6-10,*,5,3,27,9.00,0,60.0%,5.40,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
20,2009,2009-11-22,10,22.244,CHI,,PHI,L 20-24,*,7,5,57,11.40,0,71.4%,8.14,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
21,2009,2009-11-29,11,22.251,CHI,@,MIN,L 10-36,*,5,3,14,4.67,0,60.0%,2.80,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
22,2009,2009-12-06,12,22.258,CHI,,STL,W 17-9,*,4,2,74,37.00,1,50.0%,18.50,0,0,,0,0,0,,0,1,0,0.00,0,,1,6,0.0,0,0
23,2009,2009-12-13,13,22.265,CHI,,GNB,L 14-21,*,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,2,-2,-1.00,0,,0,0,0.0,0,0
24,2009,2009-12-20,14,22.272,CHI,@,BAL,L 7-31,*,4,2,50,25.00,0,50.0%,12.50,0,0,,0,0,0,,0,4,76,19.00,1,,1,6,0.0,0,0
25,2009,2009-12-28,15,22.280,CHI,,MIN,W 36-30,*,7,3,35,11.67,1,42.9%,5.00,0,0,,0,1,22,22.00,0,3,6,2.00,0,,1,6,0.0,0,0
