ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-09-10,1,22.220,TEN,@,PIT,L 10-13,,0,0,,0,0,0,0,,0,0.0%,,3,59,19.67,0,0,0,0.0,0,0
2,2009,2009-09-20,2,22.230,TEN,,HOU,L 31-34,,0,0,,0,0,0,0,,0,0.0%,,6,122,20.33,0,0,0,0.0,0,0
3,2009,2009-09-27,3,22.237,TEN,@,NYJ,L 17-24,,,,,,,,,,,0.0%,,,,,,,,,,
4,2009,2009-10-04,4,22.244,TEN,@,JAX,L 17-37,,,,,,,,,,,0.0%,,,,,,,,,,
5,2009,2009-10-11,5,22.251,TEN,,IND,L 9-31,,,,,,,,,,,0.0%,,,,,,,,,,
6,2009,2009-10-18,6,22.258,TEN,@,NWE,L 0-59,,7,47,6.71,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
7,2009,2009-11-29,11,22.300,TEN,,ARI,W 20-17,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
8,2010,2010-09-12,1,23.222,TEN,,OAK,W 38-13,,5,33,6.60,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,0,0
9,2010,2010-09-19,2,23.229,TEN,,PIT,L 11-19,,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
10,2010,2010-09-26,3,23.236,TEN,@,NYG,W 29-10,,6,30,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
11,2010,2010-10-03,4,23.243,TEN,,DEN,L 20-26,,2,50,25.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
12,2010,2010-10-10,5,23.250,TEN,@,DAL,W 34-27,,4,5,1.25,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
13,2010,2010-10-18,6,23.258,TEN,@,JAX,W 30-3,,10,42,4.20,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0
14,2010,2010-10-24,7,23.264,TEN,,PHI,W 37-19,,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
15,2010,2010-10-31,8,23.271,TEN,@,SDG,L 25-33,,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
16,2010,2010-11-14,9,23.285,TEN,@,MIA,L 17-29,,6,4,0.67,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0
17,2010,2010-11-21,10,23.292,TEN,,WAS,L 16-19,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
18,2010,2010-11-28,11,23.299,TEN,@,HOU,L 0-20,,4,27,6.75,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0
19,2010,2010-12-05,12,23.306,TEN,,JAX,L 6-17,,0,0,,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0
20,2010,2010-12-09,13,23.310,TEN,,IND,L 28-30,,2,10,5.00,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0
21,2010,2010-12-19,14,23.320,TEN,,HOU,W 31-17,,4,19,4.75,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,0,0
22,2010,2010-12-26,15,23.327,TEN,@,KAN,L 14-34,,,,,,1,,,,,0.0%,,,,,,,,,,
23,2010,2011-01-02,16,23.334,TEN,@,IND,L 20-23,,1,5,5.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
24,2011,2011-09-18,2,24.228,TEN,,BAL,W 26-13,,5,21,4.20,1,2,2,30,15.00,0,100.0%,15.00,0,0,,0,1,6,0.0,0,0
25,2011,2011-09-25,3,24.235,TEN,,DEN,W 17-14,,6,-6,-1.00,0,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,0.0,0,0
26,2011,2011-10-02,4,24.242,TEN,@,CLE,W 31-13,,4,4,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
27,2011,2011-10-09,5,24.249,TEN,@,PIT,L 17-38,,3,12,4.00,0,6,6,16,2.67,0,100.0%,2.67,0,0,,0,0,0,0.0,0,0
28,2011,2011-10-23,6,24.263,TEN,,HOU,L 7-41,,3,31,10.33,0,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,0.0,0,0
29,2011,2011-10-30,7,24.270,TEN,,IND,W 27-10,,14,60,4.29,0,6,5,42,8.40,0,83.3%,7.00,0,0,,0,0,0,0.0,0,0
30,2011,2011-11-06,8,24.277,TEN,,CIN,L 17-24,,4,11,2.75,0,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,0.0,0,0
31,2011,2011-11-13,9,24.284,TEN,@,CAR,W 30-3,,6,19,3.17,0,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,0.0,0,0
32,2011,2011-11-20,10,24.291,TEN,@,ATL,L 17-23,,0,0,,0,6,3,35,11.67,0,50.0%,5.83,0,0,,0,0,0,0.0,0,0
33,2011,2011-11-27,11,24.298,TEN,,TAM,W 23-17,,9,12,1.33,0,5,4,6,1.50,0,80.0%,1.20,0,0,,0,0,0,0.0,1,0
34,2011,2011-12-04,12,24.305,TEN,@,BUF,W 23-17,,5,21,4.20,0,2,2,-8,-4.00,0,100.0%,-4.00,0,0,,0,0,0,0.0,0,0
35,2011,2011-12-11,13,24.312,TEN,,NOR,L 17-22,,0,0,,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,0,0
36,2012,2012-09-30,4,25.241,TEN,@,HOU,L 14-38,,2,14,7.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
37,2012,2012-10-07,5,25.248,TEN,@,MIN,L 7-30,,0,0,,0,5,3,12,4.00,0,60.0%,2.40,0,0,,0,0,0,0.0,0,0
