ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1965,1965-10-03,3,23.219,MIN,@,RAM,W 38-35,1,10,10.00,1,1,6,0,0,0
2,1966,1966-09-18,2,24.204,MIN,,BAL,L 23-38,0,0,,0,0,0,1,4,0
3,1966,1966-10-16,5,24.232,MIN,,RAM,W 35-7,0,0,,0,0,0,1,23,0
4,1967,1967-11-12,9,25.259,MIN,,DET,T 10-10,0,0,,0,0,0,1,17,0
5,1967,1967-12-17,14,25.294,MIN,@,DET,L 3-14,0,0,,0,0,0,1,19,0
6,1969,1969-09-28,2,27.214,MIN,,BAL,W 52-14,0,0,,0,0,0,1,19,0
7,1969,1969-11-02,7,27.249,MIN,,CHI,W 31-14,0,0,,0,0,0,1,11,0
8,1969,1969-11-16,9,27.263,MIN,@,GNB,W 9-7,0,0,,0,0,0,1,7,0
9,1969,1969-11-27,11,27.274,MIN,@,DET,W 27-0,0,0,,0,0,0,1,9,0
10,1970,1970-09-20,1,28.206,MIN,,KAN,W 27-10,,,,,,,,,
11,1970,1970-09-27,2,28.213,MIN,,NOR,W 26-0,0,0,,0,0,0,1,23,0
12,1970,1970-10-04,3,28.220,MIN,@,GNB,L 10-13,,,,,,,,,
13,1970,1970-10-11,4,28.227,MIN,@,CHI,W 24-0,,,,,,,,,
14,1970,1970-10-18,5,28.234,MIN,,DAL,W 54-13,,,,,,,,,
15,1970,1970-10-26,6,28.242,MIN,,RAM,W 13-3,,,,,,,,,
16,1970,1970-11-01,7,28.248,MIN,@,DET,W 30-17,,,,,,,,,
17,1970,1970-11-08,8,28.255,MIN,@,WAS,W 19-10,,,,,,,,,
18,1970,1970-11-15,9,28.262,MIN,,DET,W 24-20,,,,,,,,,
19,1970,1970-11-22,10,28.269,MIN,,GNB,W 10-3,0,0,,0,0,0,1,0,0
20,1970,1970-11-29,11,28.276,MIN,@,NYJ,L 10-20,,,,,,,,,
21,1970,1970-12-05,12,28.282,MIN,,CHI,W 16-13,0,0,,0,0,0,1,7,0
22,1970,1970-12-13,13,28.290,MIN,@,BOS,W 35-14,,,,,,,,,
23,1970,1970-12-20,14,28.297,MIN,@,ATL,W 37-7,,,,,,,,,
24,1971,1971-09-20,1,29.206,MIN,@,DET,W 16-13,,,,,,,,,
25,1971,1971-12-05,12,29.282,MIN,@,SDG,L 14-30,,,,,,,,,
26,1971,1971-12-11,13,29.288,MIN,,DET,W 29-10,,,,,,,,,
27,1971,1971-12-19,14,29.296,MIN,@,CHI,W 27-10,,,,,,,,,
28,1972,1972-09-18,1,30.205,MIN,,WAS,L 21-24,,,,,,,,,
29,1972,1972-09-24,2,30.211,MIN,@,DET,W 34-10,0,0,,0,0,0,1,6,0
30,1972,1972-10-01,3,30.218,MIN,,MIA,L 14-16,,,,,,,,,
31,1972,1972-10-08,4,30.225,MIN,,STL,L 17-19,,,,,,,,,
32,1972,1972-10-15,5,30.232,MIN,@,DEN,W 23-20,,,,,,,,,
33,1972,1972-10-23,6,30.240,MIN,@,CHI,L 10-13,,,,,,,,,
34,1973,1973-09-16,1,31.202,ATL,@,NOR,W 62-7,,,,,,,,,
35,1973,1973-09-23,2,31.209,ATL,@,RAM,L 0-31,,,,,,,,,
36,1973,1973-10-01,3,31.217,ATL,@,DET,L 6-31,,,,,,,,,
37,1973,1973-10-07,4,31.223,ATL,,SFO,L 9-13,,,,,,,,,
38,1973,1973-10-14,5,31.230,ATL,,CHI,W 46-6,,,,,,,,,
39,1973,1973-10-21,6,31.237,ATL,@,SDG,W 41-0,,,,,,,,,
40,1973,1973-10-28,7,31.244,ATL,@,SFO,W 17-3,,,,,,,,,
41,1973,1973-11-04,8,31.251,ATL,,RAM,W 15-13,,,,,,,,,
42,1973,1973-11-11,9,31.258,ATL,@,PHI,W 44-27,,,,,,,,,
43,1973,1973-11-19,10,31.266,ATL,,MIN,W 20-14,,,,,,,,,
44,1973,1973-11-25,11,31.272,ATL,@,NYJ,W 28-20,,,,,,,,,
45,1973,1973-12-02,12,31.279,ATL,,BUF,L 6-17,,,,,,,,,
46,1973,1973-12-09,13,31.286,ATL,,STL,L 10-32,,,,,,,,,
47,1973,1973-12-16,14,31.293,ATL,,NOR,W 14-10,,,,,,,,,
48,1974,1974-09-15,1,32.201,ATL,,DAL,L 0-24,,,,,,,,,
49,1974,1974-09-22,2,32.208,ATL,,SFO,L 10-16,,,,,,,,,
50,1974,1974-09-29,3,32.215,ATL,@,NOR,L 13-14,,,,,,,,,
51,1974,1974-10-06,4,32.222,ATL,@,NYG,W 14-7,,,,,,,,,
52,1974,1974-10-13,5,32.229,ATL,,CHI,W 13-10,,,,,,,,,
53,1974,1974-10-20,6,32.236,ATL,,NOR,L 3-13,,,,,,,,,
54,1974,1974-10-28,7,32.244,ATL,@,PIT,L 17-24,,,,,,,,,
55,1974,1974-11-03,8,32.250,ATL,@,MIA,L 7-42,,,,,,,,,
56,1974,1974-11-10,9,32.257,ATL,@,RAM,L 0-21,,,,,,,,,
57,1974,1974-11-17,10,32.264,ATL,,BAL,L 7-17,,,,,,,,,
58,1974,1974-11-24,11,32.271,ATL,@,SFO,L 0-27,,,,,,,,,
59,1974,1974-12-01,12,32.278,ATL,,RAM,L 7-30,,,,,,,,,
60,1974,1974-12-07,13,32.284,ATL,@,MIN,L 10-23,,,,,,,,,
61,1974,1974-12-15,14,32.292,ATL,,GNB,W 10-3,,,,,,,,,
