ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1972,1972-09-17,1,21.334,OAK,@,PIT,L 28-34,,,,
2,1972,1972-09-24,2,21.341,OAK,@,GNB,W 20-14,,,,
3,1972,1972-10-01,3,21.348,OAK,,SDG,T 17-17,,,,
4,1972,1972-10-09,4,21.356,OAK,@,HOU,W 34-0,,,,
5,1972,1972-10-15,5,21.362,OAK,,BUF,W 28-16,,,,
6,1972,1972-10-22,6,22.003,OAK,,DEN,L 23-30,,,,
7,1972,1972-10-29,7,22.010,OAK,,RAM,W 45-17,,,,
8,1972,1972-11-05,8,22.017,OAK,@,KAN,L 14-27,,,,
9,1972,1972-11-12,9,22.024,OAK,@,CIN,W 20-14,,,,
10,1972,1972-11-19,10,22.031,OAK,@,DEN,W 37-20,,,,
11,1972,1972-11-26,11,22.038,OAK,,KAN,W 26-3,,,,
12,1972,1972-12-03,12,22.045,OAK,@,SDG,W 21-19,,,,
13,1972,1972-12-11,13,22.053,OAK,,NYJ,W 24-16,,,,
14,1972,1972-12-17,14,22.059,OAK,,CHI,W 28-21,,,,
15,1973,1973-09-16,1,22.332,OAK,@,MIN,L 16-24,,,,
16,1973,1973-09-23,2,22.339,OAK,,MIA,W 12-7,,,,
17,1973,1973-09-30,3,22.346,OAK,@,KAN,L 3-16,,,,
18,1973,1973-10-07,4,22.353,OAK,@,STL,W 17-10,,,,
19,1973,1973-10-14,5,22.360,OAK,@,SDG,W 27-17,,,,
20,1973,1973-10-22,6,23.003,OAK,@,DEN,T 23-23,,,,
21,1973,1973-10-28,7,23.009,OAK,@,BAL,W 34-21,,,,
22,1973,1973-11-04,8,23.016,OAK,,NYG,W 42-0,,,,
23,1973,1973-11-11,9,23.023,OAK,,PIT,L 9-17,,,,
24,1973,1973-11-18,10,23.030,OAK,,CLE,L 3-7,,,,
25,1973,1973-11-25,11,23.037,OAK,,SDG,W 31-3,,,,
26,1973,1973-12-02,12,23.044,OAK,@,HOU,W 17-6,,,,
27,1973,1973-12-08,13,23.050,OAK,,KAN,W 37-7,,,,
28,1973,1973-12-16,14,23.058,OAK,,DEN,W 21-17,,,,
29,1974,1974-09-16,1,23.332,OAK,@,BUF,L 20-21,,,,
30,1974,1974-09-22,2,23.338,OAK,,KAN,W 27-7,,,,
31,1974,1974-09-29,3,23.345,OAK,@,PIT,W 17-0,,,,
32,1974,1974-10-06,4,23.352,OAK,@,CLE,W 40-24,,,,
