ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
22,2012,2012-10-28,7,24.108,DEN,,NOR,W 34-14,,,0,0,0.0,0,0
23,2012,2012-11-04,8,24.115,DEN,@,CIN,W 31-23,,,,,,,
24,2012,2012-11-11,9,24.122,DEN,@,CAR,W 36-14,,,0,0,0.0,0,1
25,2012,2012-11-18,10,24.129,DEN,,SDG,W 30-23,,,0,0,0.0,0,0
26,2012,2012-11-25,11,24.136,DEN,@,KAN,W 17-9,,,,,,,
27,2012,2012-12-02,12,24.143,DEN,,TAM,W 31-23,,,,,,,
28,2012,2012-12-06,13,24.147,DEN,@,OAK,W 26-13,,,,,,,
29,2012,2012-12-16,14,24.157,DEN,@,BAL,W 34-17,,,0,0,0.0,0,0
30,2012,2012-12-23,15,24.164,DEN,,CLE,W 34-12,,,,,,,
31,2012,2012-12-30,16,24.171,DEN,,KAN,W 38-3,,,,,,,
32,2013,2013-09-05,1,25.055,DEN,,BAL,W 49-27,,,0,0,0.0,3,1
33,2013,2013-09-15,2,25.065,DEN,@,NYG,W 41-23,*,,0,0,0.0,2,1
34,2013,2013-09-23,3,25.073,DEN,,OAK,W 37-21,,,0,0,0.0,6,3
35,2013,2013-09-29,4,25.079,DEN,,PHI,W 52-20,*,,0,0,0.0,2,1
36,2013,2013-10-06,5,25.086,DEN,@,DAL,W 51-48,,,0,0,0.0,1,0
37,2013,2013-10-13,6,25.093,DEN,,JAX,W 35-19,*,,0,0,0.0,3,1
38,2013,2013-10-20,7,25.100,DEN,@,IND,L 33-39,,,0,0,0.0,2,1
39,2013,2013-10-27,8,25.107,DEN,,WAS,W 45-21,,,0,0,0.0,1,1
40,2013,2013-11-10,9,25.121,DEN,@,SDG,W 28-20,,,0,0,0.0,1,0
41,2013,2013-11-24,11,25.135,DEN,@,NWE,L 31-34,,,0,0,0.0,0,1
42,2013,2013-12-01,12,25.142,DEN,@,KAN,W 35-28,,,,,,,
43,2013,2013-12-08,13,25.149,DEN,,TEN,W 51-28,,,0,0,0.0,2,0
44,2013,2013-12-12,14,25.153,DEN,,SDG,L 20-27,,,,,,,
45,2013,2013-12-22,15,25.163,DEN,@,HOU,W 37-13,,,0,0,0.0,4,1
46,2013,2013-12-29,16,25.170,DEN,@,OAK,W 34-14,*,,0,0,1.0,2,1
47,2014,2014-09-07,1,26.057,DEN,,IND,W 31-24,*,,0,0,1.0,4,1
48,2014,2014-09-14,2,26.064,DEN,,KAN,W 24-17,*,,0,0,0.0,7,4
49,2014,2014-09-21,3,26.071,DEN,@,SEA,L 20-26,*,1,0,2,0.0,2,11
50,2014,2014-10-05,4,26.085,DEN,,ARI,W 41-20,*,,,,,,
51,2014,2014-10-12,5,26.092,DEN,@,NYJ,W 31-17,*,,0,0,0.0,3,1
52,2014,2014-10-19,6,26.099,DEN,,SFO,W 42-17,*,,0,0,0.0,2,0
53,2014,2014-10-23,7,26.103,DEN,,SDG,W 35-21,*,,0,0,0.0,6,1
54,2014,2014-11-02,8,26.113,DEN,@,NWE,L 21-43,*,,0,0,0.0,2,2
55,2015,2015-09-13,1,27.063,IND,@,BUF,L 14-27,,,0,0,0.0,0,0
56,2015,2015-09-27,3,27.077,IND,@,TEN,W 35-33,,,0,0,0.0,0,0
57,2015,2015-10-04,4,27.084,IND,,JAX,W 16-13,,,0,0,0.0,0,0
58,2015,2015-10-08,5,27.088,IND,@,HOU,W 27-20,*,,0,0,0.0,4,1
59,2015,2015-10-25,7,27.105,IND,,NOR,L 21-27,,,0,0,0.0,2,0
60,2015,2015-11-22,10,27.133,IND,@,ATL,W 24-21,,,0,0,0.0,1,0
61,2015,2015-11-29,11,27.140,IND,,TAM,W 25-12,,,0,0,1.0,2,0
62,2015,2015-12-06,12,27.147,IND,@,PIT,L 10-45,*,,0,0,0.0,2,1
