ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-09-12,1,23.062,DEN,,OAK,L 20-23,,,,,,,
2,2011,2011-09-18,2,23.068,DEN,,CIN,W 24-22,,,,,,,
3,2011,2011-09-25,3,23.075,DEN,@,TEN,L 14-17,,,,,,,
4,2011,2011-10-02,4,23.082,DEN,@,GNB,L 23-49,,,0,0,0.0,0,1
5,2011,2011-10-09,5,23.089,DEN,,SDG,L 24-29,,,,,,,
6,2011,2011-10-23,6,23.103,DEN,@,MIA,W 18-15,,,,,,,
7,2011,2011-10-30,7,23.110,DEN,,DET,L 10-45,,,,,,,
8,2011,2011-11-06,8,23.117,DEN,@,OAK,W 38-24,,,,,,,
9,2011,2011-11-13,9,23.124,DEN,@,KAN,W 17-10,,,0,0,0.0,0,0
10,2011,2011-11-17,10,23.128,DEN,,NYJ,W 17-13,,,0,0,0.0,0,0
11,2011,2011-11-27,11,23.138,DEN,@,SDG,W 16-13,,,,,,,
12,2011,2011-12-04,12,23.145,DEN,@,MIN,W 35-32,,,,,,,
13,2011,2011-12-11,13,23.152,DEN,,CHI,W 13-10,,,,,,,
14,2011,2011-12-18,14,23.159,DEN,,NWE,L 23-41,,,,,,,
15,2011,2011-12-24,15,23.165,DEN,@,BUF,L 14-40,,,,,,,
16,2011,2012-01-01,16,23.173,DEN,,KAN,L 3-7,,,,,,,
17,2012,2012-09-09,1,24.059,DEN,,PIT,W 31-19,,,,,,,
18,2012,2012-09-17,2,24.067,DEN,@,ATL,L 21-27,,,0,0,0.0,0,0
19,2012,2012-09-23,3,24.073,DEN,,HOU,L 25-31,,,0,0,0.0,0,0
20,2012,2012-10-07,5,24.087,DEN,@,NWE,L 21-31,,,0,0,0.0,0,0
21,2012,2012-10-15,6,24.095,DEN,@,SDG,W 35-24,,,0,0,0.0,1,1
