ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
11,1997,1997-11-16,11,23.126,NYJ,@,CHI,W 23-15,,1,2,2.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,2,26,13.00,0,0,0
12,1997,1997-11-23,12,23.133,NYJ,,MIN,W 23-21,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,3,81,27.00,1,1,6
13,1997,1997-11-30,13,23.140,NYJ,@,BUF,L 10-20,,1,2,2.00,0,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,,,,4,80,20.00,0,5,39,7.80,0,0,0
14,1997,1997-12-07,14,23.147,NYJ,,IND,L 14-22,,2,13,6.50,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,,,,0,0,,0,4,51,12.75,0,0,0
15,1997,1997-12-14,15,23.154,NYJ,,TAM,W 31-0,,1,0,0.00,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,,,,1,101,101.00,1,4,45,11.25,0,1,6
16,1997,1997-12-21,16,23.161,NYJ,@,DET,L 10-13,,4,10,2.50,0,0,0,0,,0,0.0%,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,5,38,7.60,0,0,0
17,1998,1998-09-06,1,24.055,NYJ,@,SFO,L 30-36,,0,0,,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,0,,,3,66,22.00,0,1,9,9.00,0,0,0
18,1998,1998-09-13,2,24.062,NYJ,,BAL,L 10-24,,0,0,,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,1,12,12.00,0,1,7,7.00,0,0,0
19,1998,1998-09-20,3,24.069,NYJ,,IND,W 44-6,,8,52,6.50,2,2,1,82,82.00,1,50.0%,41.00,0,0,,0,0,0,,0,0,,,1,19,19.00,0,2,13,6.50,0,3,18
20,1998,1998-10-04,4,24.083,NYJ,,MIA,W 20-9,,0,0,,0,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,,,3,85,28.33,0,3,22,7.33,0,0,0
21,1998,1998-10-11,5,24.090,NYJ,@,STL,L 10-30,,13,56,4.31,0,2,1,17,17.00,1,50.0%,8.50,0,0,,0,0,0,,1,7,,,1,24,24.00,0,4,37,9.25,0,1,6
22,1998,1998-10-19,6,24.098,NYJ,@,NWE,W 24-14,,3,16,5.33,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,1,16,16.00,0,3,26,8.67,0,0,0
23,1998,1998-10-25,7,24.104,NYJ,,ATL,W 28-3,,6,22,3.67,0,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,,,1,32,32.00,0,1,5,5.00,0,0,0
24,1998,1998-11-01,8,24.111,NYJ,@,KAN,W 20-17,,0,0,,0,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0,,0,0,,,0,0,,0,1,5,5.00,0,0,0
25,1998,1998-11-22,11,24.132,NYJ,@,TEN,W 24-3,,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,14,14.00,0,4,28,7.00,0,0,0
26,1998,1998-11-29,12,24.139,NYJ,,CAR,W 48-21,,6,17,2.83,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,79,26.33,0,2,-3,-1.50,0,0,0
27,1998,1998-12-06,13,24.146,NYJ,,SEA,W 32-31,,3,19,6.33,0,3,2,35,17.50,0,66.7%,11.67,0,0,,0,0,0,,0,0,,,1,19,19.00,0,4,40,10.00,0,0,0
28,1998,1998-12-13,14,24.153,NYJ,@,MIA,W 21-16,,0,0,,0,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,3,14,4.67,0,0,0
29,1999,1999-09-12,1,25.061,NYJ,,NWE,L 28-30,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,31,15.50,0,1,6,6.00,0,0,0
30,2000,2000-12-10,14,26.150,NYJ,@,OAK,L 7-31,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,57,19.00,0,3,11,3.67,0,0,0
31,2000,2000-12-17,15,26.157,NYJ,,DET,L 7-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,4,4.00,0,0,0
32,2000,2000-12-24,16,26.164,NYJ,@,BAL,L 20-34,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,60,20.00,0,6,47,7.83,0,0,0
33,2001,2001-10-21,5,27.100,CHI,@,CIN,W 24-0,,,,,,0,,,,,0.0%,,,,,,,,,0,,,,,,,,,,,,,
34,2001,2001-10-28,6,27.107,CHI,,SFO,W 37-31,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,4,87,21.75,0,0,0,,0,0,0
35,2001,2001-11-04,7,27.114,CHI,,CLE,W 27-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,2,34,17.00,0,4,52,13.00,0,0,0
36,2001,2001-11-11,8,27.121,CHI,,GNB,L 12-20,,0,0,,0,0,0,0,,0,0.0%,,1,1,100.00,18,0,0,118.7,0,0,18.00,18.00,2,37,18.50,0,1,1,1.00,0,0,0
37,2001,2001-11-18,9,27.128,CHI,@,TAM,W 27-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,1,24,24.00,0,4,19,4.75,0,0,0
38,2001,2001-11-25,10,27.135,CHI,@,MIN,W 13-6,,2,35,17.50,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,1,33,33.00,0,4,43,10.75,0,1,6
39,2001,2001-12-02,11,27.142,CHI,,DET,W 13-10,,5,10,2.00,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,2,5,2.50,0,1,6
40,2001,2001-12-09,12,27.149,CHI,@,GNB,L 7-17,,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,3,57,19.00,0,3,18,6.00,0,0,0
41,2001,2001-12-16,13,27.156,CHI,,TAM,W 27-3,,3,11,3.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,3,34,11.33,0,0,0
42,2001,2001-12-23,14,27.163,CHI,@,WAS,W 20-15,,2,34,17.00,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,1,14,14.00,0,4,42,10.50,0,1,6
43,2001,2001-12-30,15,27.170,CHI,@,DET,W 24-0,,0,0,,0,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,1,16,16.00,0,0,0
44,2001,2002-01-06,16,27.177,CHI,,JAX,W 33-13,,6,10,1.67,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,2,25,12.50,0,1,6
45,2002,2002-09-08,1,28.057,CHI,,MIN,W 27-23,,4,31,7.75,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,,,,3,63,21.00,0,2,37,18.50,0,0,0
46,2002,2002-09-15,2,28.064,CHI,@,ATL,W 14-13,,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,2,37,18.50,0,2,11,5.50,0,0,0
47,2002,2002-09-22,3,28.071,CHI,,NOR,L 23-29,,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,3,30,10.00,0,3,8,2.67,0,0,0
48,2002,2002-09-29,4,28.078,CHI,@,BUF,L 27-33,,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,4,71,17.75,0,2,35,17.50,0,0,0
49,2002,2002-10-07,5,28.086,CHI,,GNB,L 21-34,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,3,90,30.00,0,3,34,11.33,0,0,0
50,2002,2002-10-20,6,28.099,CHI,@,DET,L 20-23,,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,2,14,7.00,0,0,0
51,2002,2002-10-27,7,28.106,CHI,@,MIN,L 7-25,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,2,29,14.50,0,1,1,1.00,0,0,0
52,2002,2002-11-03,8,28.113,CHI,,PHI,L 13-19,,7,22,3.14,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,1,4,4.00,0,0,0
53,2002,2002-11-10,9,28.120,CHI,,NWE,L 30-33,,5,10,2.00,0,2,0,0,,0,0.0%,0.00,1,1,100.00,27,0,0,118.7,0,0,27.00,27.00,0,0,,0,2,27,13.50,0,0,0
54,2002,2002-11-18,10,28.128,CHI,@,STL,L 16-21,,6,16,2.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,4,62,15.50,0,0,0
55,2002,2002-11-24,11,28.134,CHI,,DET,W 20-17,,9,34,3.78,0,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,,0,,,,2,49,24.50,0,1,2,2.00,0,0,0
56,2002,2002-12-01,12,28.141,CHI,@,GNB,L 20-30,,11,46,4.18,0,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,,0,,,,2,49,24.50,0,1,8,8.00,0,0,0
57,2002,2002-12-09,13,28.149,CHI,@,MIA,L 9-27,*,15,44,2.93,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
58,2002,2002-12-15,14,28.155,CHI,,NYJ,W 20-13,*,14,56,4.00,1,4,3,22,7.33,0,75.0%,5.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
59,2002,2002-12-22,15,28.162,CHI,@,CAR,L 14-24,*,16,29,1.81,0,6,4,7,1.75,0,66.7%,1.17,0,0,,0,0,0,,0,,,,0,0,,0,3,32,10.67,0,0,0
60,2002,2002-12-29,16,28.169,CHI,,TAM,L 0-15,*,9,21,2.33,0,4,1,31,31.00,0,25.0%,7.75,0,0,,0,0,0,,0,,,,0,0,,0,1,13,13.00,0,0,0
61,2003,2003-09-21,3,29.070,SDG,,BAL,L 10-24,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
62,2003,2003-09-28,4,29.077,SDG,@,OAK,L 31-34,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,52,17.33,0,0,0,,0,0,0
63,2003,2003-10-05,5,29.084,SDG,@,JAX,L 21-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,75,25.00,0,0,0,,0,0,0
64,2003,2003-10-19,6,29.098,SDG,@,CLE,W 26-20,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
65,2003,2003-10-27,7,29.106,SDG,,MIA,L 10-26,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
66,2003,2003-11-02,8,29.112,SDG,@,CHI,L 7-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,67,22.33,0,0,0,,0,0,0
67,2003,2003-11-09,9,29.119,SDG,,MIN,W 42-28,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,4,100,25.00,0,0,0,,0,0,0
68,2003,2003-11-16,10,29.126,SDG,@,DEN,L 8-37,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,7,165,23.57,0,0,0,,0,0,0
69,2003,2003-11-23,11,29.133,SDG,,CIN,L 27-34,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,6,153,25.50,0,3,30,10.00,0,0,0
70,2003,2003-11-30,12,29.140,SDG,,KAN,L 24-28,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,5,169,33.80,0,2,20,10.00,0,0,0
71,2003,2003-12-07,13,29.147,SDG,@,DET,W 14-7,,2,8,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,47,23.50,0,8,40,5.00,0,0,0
72,2003,2003-12-14,14,29.154,SDG,,GNB,L 21-38,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,6,122,20.33,0,3,29,9.67,0,0,0
73,2003,2003-12-21,15,29.161,SDG,@,PIT,L 24-40,,1,0,0.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,8,141,17.63,0,3,16,5.33,0,0,0
74,2003,2003-12-28,16,29.168,SDG,,OAK,W 21-14,,1,18,18.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,60,20.00,0,5,49,9.80,0,0,0
