ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1994,1994-10-16,6,24.254,ARI,@,WAS,W 19-16,,1,1,100.0,2,4,50.0,0,7,0,0,,0
2,1994,1994-10-23,7,24.261,ARI,,DAL,L 21-28,,3,3,100.0,,,,0,3,,,,
3,1995,1995-09-03,1,25.211,SEA,,KAN,L 10-34,,1,1,100.0,1,1,100.0,0,4,0,0,,0
4,1995,1995-09-10,2,25.218,SEA,@,SDG,L 10-14,,1,1,100.0,1,1,100.0,0,4,0,0,,0
5,1995,1995-09-17,3,25.225,SEA,,CIN,W 24-21,,3,3,100.0,1,2,50.0,0,6,0,0,,0
6,1995,1995-10-01,4,25.239,SEA,,DEN,W 27-10,,3,3,100.0,2,3,66.7,0,9,0,0,,0
7,1995,1995-10-08,5,25.246,SEA,@,OAK,L 14-34,,2,2,100.0,,1,0.0,0,2,0,0,,0
8,1995,1995-10-15,6,25.253,SEA,@,BUF,L 21-27,,3,3,100.0,,,,0,3,,,,
9,1995,1995-10-22,7,25.260,SEA,,SDG,L 25-35,,1,1,100.0,2,2,100.0,0,7,0,0,,0
10,1995,1995-10-29,8,25.267,SEA,@,ARI,L 14-20,,2,2,100.0,,1,0.0,0,2,0,0,,0
11,1995,1995-11-05,9,25.274,SEA,,NYG,W 30-28,,3,3,100.0,3,3,100.0,0,12,0,0,,0
12,1995,1995-11-12,10,25.281,SEA,@,JAX,W 47-30,,6,6,100.0,1,1,100.0,0,9,0,0,,0
13,1995,1995-11-19,11,25.288,SEA,@,WAS,W 27-20,,3,3,100.0,2,3,66.7,0,9,0,0,,0
14,1995,1995-11-26,12,25.295,SEA,,NYJ,L 10-16,,1,1,100.0,1,1,100.0,0,4,0,0,,0
15,1995,1995-12-03,13,25.302,SEA,,PHI,W 26-14,,2,2,100.0,4,4,100.0,0,14,0,0,,0
16,1995,1995-12-10,14,25.309,SEA,@,DEN,W 31-27,,4,4,100.0,1,1,100.0,0,7,0,0,,0
17,1995,1995-12-17,15,25.316,SEA,,OAK,W 44-10,,5,5,100.0,3,3,100.0,0,14,0,0,,0
18,1995,1995-12-24,16,25.323,SEA,@,KAN,L 3-26,,,,,1,1,100.0,0,3,0,0,,0
19,1996,1996-09-01,1,26.210,SEA,@,SDG,L 7-29,,1,1,100.0,,,,0,1,,,,
20,1996,1996-09-08,2,26.217,SEA,,DEN,L 20-30,,2,2,100.0,2,2,100.0,0,8,0,0,,0
21,1996,1996-09-15,3,26.224,SEA,,KAN,L 17-35,,2,2,100.0,1,2,50.0,0,5,0,0,,0
22,1996,1996-09-22,4,26.231,SEA,@,TAM,W 17-13,,2,2,100.0,1,1,100.0,0,5,0,0,,0
23,1996,1996-09-29,5,26.238,SEA,,GNB,L 10-31,,1,1,100.0,1,1,100.0,0,4,0,0,,0
24,1996,1996-10-06,6,26.245,SEA,@,MIA,W 22-15,,2,2,100.0,,,,0,2,,,,
25,1996,1996-10-17,7,26.256,SEA,@,KAN,L 16-34,,1,1,100.0,1,1,100.0,0,4,0,0,,0
26,1996,1996-10-27,8,26.266,SEA,,SDG,W 32-13,,2,2,100.0,4,4,100.0,0,14,0,0,,0
27,1996,1996-11-03,9,26.273,SEA,,HOU,W 23-16,,2,2,100.0,3,5,60.0,0,11,0,0,,0
28,1996,1996-11-10,10,26.280,SEA,,MIN,W 42-23,,4,4,100.0,2,3,66.7,0,10,0,0,,0
29,1996,1996-11-17,11,26.287,SEA,@,DET,L 16-17,,1,1,100.0,3,4,75.0,0,10,0,0,,0
30,1996,1996-11-24,12,26.294,SEA,,OAK,L 21-27,,1,1,100.0,2,2,100.0,0,7,0,0,,0
31,1996,1996-12-01,13,26.301,SEA,@,DEN,L 7-34,,1,1,100.0,,,,0,1,,,,
32,1996,1996-12-08,14,26.308,SEA,,BUF,W 26-18,,2,2,100.0,4,5,80.0,0,14,0,0,,0
33,1996,1996-12-15,15,26.315,SEA,@,JAX,L 13-20,,1,1,100.0,2,2,100.0,0,7,0,0,,0
34,1996,1996-12-22,16,26.322,SEA,@,OAK,W 28-21,,2,2,100.0,2,2,100.0,0,8,0,0,,0
35,1997,1997-08-31,1,27.208,SEA,,NYJ,L 3-41,,,,,1,1,100.0,0,3,0,0,,0
36,1997,1997-09-07,2,27.215,SEA,,DEN,L 14-35,,2,2,100.0,,,,0,2,,,,
37,1997,1997-09-14,3,27.222,SEA,@,IND,W 31-3,,4,4,100.0,1,1,100.0,0,7,0,0,,0
38,1997,1997-09-21,4,27.229,SEA,,SDG,W 26-22,,2,2,100.0,2,2,100.0,0,8,0,0,,0
39,1997,1997-09-28,5,27.236,SEA,@,KAN,L 17-20,,2,2,100.0,1,3,33.3,0,5,0,0,,0
40,1997,1997-10-05,6,27.243,SEA,,TEN,W 16-13,,1,1,100.0,1,1,100.0,0,4,0,0,,0
41,1997,1997-10-19,7,27.257,SEA,@,STL,W 17-9,,2,2,100.0,1,1,100.0,0,5,0,0,,0
42,1997,1997-10-26,8,27.264,SEA,,OAK,W 45-34,,3,3,100.0,4,4,100.0,0,15,0,0,,0
43,1997,1997-11-02,9,27.271,SEA,@,DEN,L 27-30,,3,3,100.0,2,2,100.0,0,9,0,0,,0
44,1997,1997-11-09,10,27.278,SEA,@,SDG,W 37-31,,4,4,100.0,3,3,100.0,0,13,0,0,,0
45,1997,1997-11-16,11,27.285,SEA,@,NOR,L 17-20,,2,2,100.0,1,3,33.3,0,5,0,0,,0
46,1997,1997-11-23,12,27.292,SEA,,KAN,L 14-19,,2,2,100.0,,,,0,2,,,,
47,1997,1997-11-30,13,27.299,SEA,,ATL,L 17-24,,2,2,100.0,1,2,50.0,0,5,0,0,,0
48,1997,1997-12-07,14,27.306,SEA,@,BAL,L 24-31,,2,2,100.0,,,,0,2,,,,
49,1997,1997-12-14,15,27.313,SEA,@,OAK,W 22-21,,1,1,100.0,3,4,75.0,0,10,0,0,,0
50,1997,1997-12-21,16,27.320,SEA,,SFO,W 38-9,,5,5,100.0,1,1,100.0,0,8,0,0,,0
51,1998,1998-09-06,1,28.214,SEA,@,PHI,W 38-0,,5,5,100.0,1,1,100.0,0,8,0,0,,0
52,1998,1998-09-13,2,28.221,SEA,,ARI,W 33-14,,3,3,100.0,2,2,100.0,0,9,0,0,,0
53,1998,1998-09-20,3,28.228,SEA,,WAS,W 24-14,,3,3,100.0,1,2,50.0,0,6,0,0,,0
54,1998,1998-09-27,4,28.235,SEA,@,PIT,L 10-13,,1,1,100.0,1,2,50.0,0,4,0,0,,0
55,1998,1998-10-04,5,28.242,SEA,@,KAN,L 6-17,,,,,2,3,66.7,0,6,0,0,,0
56,1998,1998-10-11,6,28.249,SEA,,DEN,L 16-21,,1,1,100.0,1,1,100.0,0,4,0,0,,0
57,1998,1998-10-25,7,28.263,SEA,@,SDG,W 27-20,,3,3,100.0,2,2,100.0,0,9,0,0,,0
58,1998,1998-11-01,8,28.270,SEA,,OAK,L 18-31,,1,1,100.0,1,1,100.0,0,4,0,0,,0
59,1998,1998-11-08,9,28.277,SEA,,KAN,W 24-12,,3,3,100.0,1,1,100.0,0,6,0,0,,0
60,1998,1998-11-15,10,28.284,SEA,@,OAK,L 17-20,,2,2,100.0,1,1,100.0,0,5,0,0,,0
61,1998,1998-11-22,11,28.291,SEA,@,DAL,L 22-30,,2,2,100.0,,,,0,2,,,,
62,1998,1998-11-29,12,28.298,SEA,,TEN,W 20-18,,2,2,100.0,2,2,100.0,0,8,0,0,,0
63,1998,1998-12-06,13,28.305,SEA,@,NYJ,L 31-32,,4,4,100.0,1,1,100.0,0,7,0,0,,0
64,1998,1998-12-13,14,28.312,SEA,,SDG,W 38-17,,5,5,100.0,1,1,100.0,0,8,0,0,,0
65,1998,1998-12-20,15,28.319,SEA,,IND,W 27-23,,3,3,100.0,2,4,50.0,0,9,0,0,,0
66,1998,1998-12-27,16,28.326,SEA,@,DEN,L 21-28,,3,3,100.0,,,,0,3,,,,
67,1999,1999-09-12,1,29.220,SEA,,DET,L 20-28,,2,2,100.0,,1,0.0,0,2,0,0,,0
68,1999,1999-09-19,2,29.227,SEA,@,CHI,W 14-13,,2,2,100.0,,,,0,2,,,,
69,1999,1999-09-26,3,29.234,SEA,@,PIT,W 29-10,,2,2,100.0,5,6,83.3,0,17,0,0,,0
70,1999,1999-10-03,4,29.241,SEA,,OAK,W 22-21,,1,1,100.0,3,3,100.0,0,10,0,0,,0
71,1999,1999-10-17,5,29.255,SEA,@,SDG,L 10-13,,1,1,100.0,1,2,50.0,0,4,0,0,,0
72,1999,1999-10-24,6,29.262,SEA,,BUF,W 26-16,,2,2,100.0,4,4,100.0,0,14,0,0,,0
73,1999,1999-11-01,7,29.270,SEA,@,GNB,W 27-7,,3,3,100.0,2,2,100.0,0,9,0,0,,0
74,1999,1999-11-07,8,29.276,SEA,,CIN,W 37-20,,4,4,100.0,3,3,100.0,0,13,0,0,,0
75,1999,1999-11-14,9,29.283,SEA,,DEN,W 20-17,,2,2,100.0,2,2,100.0,0,8,0,0,,0
76,1999,1999-11-21,10,29.290,SEA,@,KAN,W 31-19,,4,4,100.0,1,1,100.0,0,7,0,0,,0
77,1999,1999-11-28,11,29.297,SEA,,TAM,L 3-16,,,,,1,1,100.0,0,3,0,0,,0
78,1999,1999-12-05,12,29.304,SEA,@,OAK,L 21-30,,3,3,100.0,,,,0,3,,,,
79,1999,1999-12-12,13,29.311,SEA,,SDG,L 16-19,,1,1,100.0,3,6,50.0,0,10,0,0,,0
80,1999,1999-12-19,14,29.318,SEA,@,DEN,L 30-36,,3,3,100.0,3,3,100.0,0,12,0,0,,0
81,1999,1999-12-26,15,29.325,SEA,,KAN,W 23-14,,2,2,100.0,3,3,100.0,0,11,0,0,,0
82,1999,2000-01-02,16,29.332,SEA,@,NYJ,L 9-19,,,,,3,3,100.0,0,9,0,0,,0
83,2000,2000-10-15,6,30.254,KAN,,OAK,L 17-20,,2,2,100.0,1,2,50.0,0,5,0,0,,0
84,2000,2000-10-22,7,30.261,KAN,,STL,W 54-34,,6,6,100.0,2,3,66.7,0,12,0,0,,0
85,2000,2000-10-29,8,30.268,KAN,@,SEA,W 24-19,,3,3,100.0,1,1,100.0,0,6,0,0,,0
86,2000,2000-11-05,9,30.275,KAN,@,OAK,L 31-49,,4,4,100.0,1,1,100.0,0,7,0,0,,0
