ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2017,2017-09-10,1,22.164,BUF,,NYJ,W 21-12,*,4,1,21,21.00,0,25.0%,5.25,0,0
2,2017,2017-09-17,2,22.171,BUF,@,CAR,L 3-9,*,6,2,18,9.00,0,33.3%,3.00,0,0
3,2017,2017-09-24,3,22.178,BUF,,DEN,W 26-16,*,2,0,0,,0,0.0%,0.00,0,0
4,2017,2017-10-01,4,22.185,BUF,@,ATL,W 23-17,,5,1,18,18.00,0,20.0%,3.60,0,0
5,2017,2017-10-08,5,22.192,BUF,@,CIN,L 16-20,*,6,1,9,9.00,0,16.7%,1.50,0,0
6,2017,2017-10-22,6,22.206,BUF,,TAM,W 30-27,*,9,2,17,8.50,0,22.2%,1.89,0,0
7,2017,2017-10-29,7,22.213,BUF,,OAK,W 34-14,*,5,3,32,10.67,0,60.0%,6.40,0,0
8,2017,2017-11-02,8,22.217,BUF,@,NYJ,L 21-34,*,7,6,53,8.83,1,85.7%,7.57,1,6
9,2017,2017-11-19,10,22.234,BUF,@,LAC,L 24-54,*,7,4,68,17.00,0,57.1%,9.71,0,0
10,2017,2017-11-26,11,22.241,BUF,@,KAN,W 16-10,*,10,3,33,11.00,1,30.0%,3.30,1,6
11,2017,2017-12-03,12,22.248,BUF,,NWE,L 3-23,*,7,2,22,11.00,0,28.6%,3.14,0,0
12,2017,2017-12-10,13,22.255,BUF,,IND,W 13-7,,0,0,0,,0,0.0%,,0,0
13,2017,2017-12-17,14,22.262,BUF,,MIA,W 24-16,,2,0,0,,0,0.0%,0.00,0,0
14,2017,2017-12-24,15,22.269,BUF,@,NWE,L 16-37,,1,0,0,,0,0.0%,0.00,0,0
15,2017,2017-12-31,16,22.276,BUF,@,MIA,W 22-16,,3,2,25,12.50,0,66.7%,8.33,0,0
16,2018,2018-09-09,1,23.163,BUF,@,BAL,L 3-47,*,6,3,26,8.67,0,50.0%,4.33,0,0
17,2018,2018-09-16,2,23.170,BUF,,LAC,L 20-31,*,3,2,63,31.50,0,66.7%,21.00,0,0
18,2018,2018-09-23,3,23.177,BUF,@,MIN,W 27-6,*,1,1,17,17.00,0,100.0%,17.00,0,0
