ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2002,2002-09-22,3,22.353,ATL,,CIN,W 30-3,
2,2002,2002-10-06,4,23.002,ATL,,TAM,L 6-20,
3,2002,2002-10-13,5,23.009,ATL,@,NYG,W 17-10,
4,2002,2002-10-20,6,23.016,ATL,,CAR,W 30-0,
5,2002,2002-10-27,7,23.023,ATL,@,NOR,W 37-35,
6,2002,2002-11-03,8,23.030,ATL,,BAL,W 20-17,
7,2002,2002-11-10,9,23.037,ATL,@,PIT,T 34-34,
8,2002,2002-11-17,10,23.044,ATL,,NOR,W 24-17,
9,2002,2002-12-22,15,23.079,ATL,,DET,W 36-15,
10,2002,2002-12-29,16,23.086,ATL,@,CLE,L 16-24,
11,2003,2003-10-19,7,24.015,ATL,,NOR,L 17-45,
12,2003,2003-11-02,8,24.029,ATL,,PHI,L 16-23,
13,2003,2003-11-09,9,24.036,ATL,@,NYG,W 27-7,
14,2003,2003-11-16,10,24.043,ATL,@,NOR,L 20-23,
15,2003,2003-11-23,11,24.050,ATL,,TEN,L 31-38,
16,2003,2003-11-30,12,24.057,ATL,@,HOU,L 13-17,
17,2003,2003-12-07,13,24.064,ATL,,CAR,W 20-14,
18,2003,2003-12-14,14,24.071,ATL,@,IND,L 7-38,
19,2003,2003-12-20,15,24.077,ATL,@,TAM,W 30-28,*
20,2003,2003-12-28,16,24.085,ATL,,JAX,W 21-14,*
21,2004,2004-09-19,2,24.351,ATL,,STL,W 34-17,
22,2004,2004-09-26,3,24.358,ATL,,ARI,W 6-3,
23,2004,2004-10-03,4,24.365,ATL,@,CAR,W 27-10,
24,2004,2004-10-10,5,25.006,ATL,,DET,L 10-17,
25,2004,2004-10-17,6,25.013,ATL,,SDG,W 21-20,
26,2004,2004-10-24,7,25.020,ATL,@,KAN,L 10-56,
27,2004,2004-10-31,8,25.027,ATL,@,DEN,W 41-28,
28,2004,2004-11-14,9,25.041,ATL,,TAM,W 24-14,
29,2004,2004-11-21,10,25.048,ATL,@,NYG,W 14-10,
30,2004,2004-11-28,11,25.055,ATL,,NOR,W 24-21,
31,2004,2004-12-05,12,25.062,ATL,@,TAM,L 0-27,
