ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1985,1985-12-08,14,23.112,BUF,,NYJ,L 7-27,0,0,,0,0,0,,0,,,,,,
2,1985,1985-12-15,15,23.119,BUF,@,PIT,L 24-30,0,0,,0,1,20,20.00,0,0,0,,0,0,0
3,1985,1985-12-22,16,23.126,BUF,@,MIA,L 0-28,1,24,24.00,0,0,0,,0,0,0,,0,0,0
4,1986,1986-11-23,12,24.097,BUF,@,NWE,L 19-22,1,11,11.00,0,0,0,,0,0,0,,0,0,0
5,1986,1986-11-30,13,24.104,BUF,@,KAN,W 17-14,0,0,,0,,,,,,,,,,
6,1986,1986-12-07,14,24.111,BUF,,CLE,L 17-21,4,40,10.00,1,0,0,,0,0,0,,0,1,6
7,1986,1986-12-14,15,24.118,BUF,@,IND,L 14-24,1,9,9.00,0,0,0,,0,0,0,,0,0,0
8,1986,1986-12-21,16,24.125,BUF,@,HOU,L 7-16,0,0,,0,,,,,,,,,,
9,1987,1987-10-04,3,25.047,SEA,,MIA,W 24-20,9,137,15.22,0,4,55,13.75,0,0,0,,0,0,0
10,1987,1987-10-11,4,25.054,SEA,,CIN,L 10-17,4,49,12.25,1,2,40,20.00,0,2,15,7.50,0,1,6
11,1987,1987-10-18,5,25.061,SEA,@,DET,W 37-14,1,12,12.00,1,0,0,,0,4,23,5.75,0,1,6
12,1987,1987-11-01,7,25.075,SEA,,MIN,W 28-17,0,0,,0,0,0,,0,0,0,,0,,
13,1988,1988-10-09,6,26.052,SEA,@,CLE,W 16-10,,,,,,,,,,,,,,
14,1988,1988-10-16,7,26.059,SEA,,NOR,L 19-20,,,,,,,,,,,,,,
