ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1989,1989-09-10,1,22.281,PIT,,CLE,L 0-51,0,0,,0
2,1989,1989-09-17,2,22.288,PIT,@,CIN,L 10-41,1,8,8.00,0
3,1989,1989-09-24,3,22.295,PIT,,MIN,W 27-14,0,0,,0
4,1989,1989-10-01,4,22.302,PIT,@,DET,W 23-3,0,0,,0
5,1989,1989-10-08,5,22.309,PIT,,CIN,L 16-26,0,0,,0
6,1989,1989-10-15,6,22.316,PIT,@,CLE,W 17-7,0,0,,0
7,1989,1989-10-22,7,22.323,PIT,@,HOU,L 0-27,0,0,,0
8,1989,1989-10-29,8,22.330,PIT,,KAN,W 23-17,0,0,,0
9,1989,1989-11-05,9,22.337,PIT,@,DEN,L 7-34,0,0,,0
10,1989,1989-11-12,10,22.344,PIT,,CHI,L 0-20,0,0,,0
11,1989,1989-11-19,11,22.351,PIT,,SDG,W 20-17,0,0,,0
12,1989,1989-11-26,12,22.358,PIT,@,MIA,W 34-14,0,0,,0
13,1989,1989-12-03,13,23.000,PIT,,HOU,L 16-23,0,0,,0
14,1989,1989-12-10,14,23.007,PIT,@,NYJ,W 13-0,0,0,,0
15,1989,1989-12-17,15,23.014,PIT,,NWE,W 28-10,0,0,,0
16,1989,1989-12-24,16,23.021,PIT,@,TAM,W 31-22,0,0,,0
17,1990,1990-09-09,1,23.280,PIT,@,CLE,L 3-13,0,0,,0
18,1990,1990-09-16,2,23.287,PIT,,HOU,W 20-9,0,0,,0
19,1990,1990-09-23,3,23.294,PIT,@,RAI,L 3-20,1,13,13.00,0
20,1990,1990-09-30,4,23.301,PIT,,MIA,L 6-28,0,0,,0
21,1990,1990-10-07,5,23.308,PIT,,SDG,W 36-14,0,0,,0
22,1990,1990-10-14,6,23.315,PIT,@,DEN,W 34-17,0,0,,0
23,1990,1990-10-21,7,23.322,PIT,@,SFO,L 7-27,0,0,,0
24,1990,1990-10-29,8,23.330,PIT,,RAM,W 41-10,0,0,,0
25,1990,1990-11-04,9,23.336,PIT,,ATL,W 21-9,0,0,,0
26,1990,1990-11-18,10,23.350,PIT,@,CIN,L 3-27,0,0,,0
27,1990,1990-11-25,11,23.357,PIT,@,NYJ,W 24-7,0,0,,0
28,1990,1990-12-02,12,23.364,PIT,,CIN,L 12-16,0,0,,0
29,1990,1990-12-09,13,24.006,PIT,,NWE,W 24-3,0,0,,0
30,1990,1990-12-16,14,24.013,PIT,@,NOR,W 9-6,0,0,,0
31,1990,1990-12-23,15,24.020,PIT,,CLE,W 35-0,0,0,,0
32,1990,1990-12-30,16,24.027,PIT,@,HOU,L 14-34,0,0,,0
