ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1966,1966-10-23,7,24.237,STL,@,WAS,L 20-26,2,46,23.00,0,0,0,0,0,0
2,1966,1966-11-13,10,24.258,STL,@,PIT,L 9-30,3,70,23.33,0,0,0,0,0,0
3,1966,1966-12-11,13,24.286,STL,@,ATL,L 10-16,1,6,6.00,0,0,0,0,0,0
4,1966,1966-12-17,14,24.292,STL,,CLE,L 10-38,1,10,10.00,0,0,0,0,0,0
5,1967,1967-09-24,2,25.208,STL,@,PIT,W 28-14,0,0,,0,0,0,1,19,0
6,1967,1967-10-15,5,25.229,STL,@,CLE,L 16-20,2,57,28.50,0,0,0,0,0,0
7,1967,1967-10-22,6,25.236,STL,,PHI,W 48-14,1,34,34.00,0,0,0,1,2,0
8,1967,1967-10-30,7,25.244,STL,,GNB,L 23-31,3,74,24.67,0,0,0,0,0,0
9,1967,1967-11-05,8,25.250,STL,@,WAS,W 27-21,1,23,23.00,0,0,0,0,0,0
10,1967,1967-11-12,9,25.257,STL,,PIT,T 14-14,1,24,24.00,0,0,0,0,0,0
11,1967,1967-11-19,10,25.264,STL,@,CHI,L 3-30,3,78,26.00,0,0,0,0,0,0
12,1967,1967-11-23,11,25.268,STL,@,DAL,L 21-46,6,140,23.33,0,0,0,0,0,0
13,1967,1967-12-03,12,25.278,STL,,NOR,W 31-20,2,40,20.00,0,0,0,0,0,0
14,1967,1967-12-10,13,25.285,STL,,CLE,L 16-20,2,42,21.00,0,0,0,0,0,0
15,1967,1967-12-17,14,25.292,STL,@,NYG,L 14-37,3,71,23.67,0,0,0,0,0,0
16,1969,1969-10-12,4,27.226,DET,,GNB,L 17-28,1,21,21.00,0,0,0,0,0,0
17,1969,1969-10-19,5,27.233,DET,,CHI,W 13-7,1,86,86.00,0,0,0,0,0,0
18,1969,1969-10-26,6,27.240,DET,@,MIN,L 10-24,3,47,15.67,0,0,0,0,0,0
19,1969,1969-11-02,7,27.247,DET,@,SFO,W 26-14,1,71,71.00,0,0,0,0,0,0
20,1969,1969-11-09,8,27.254,DET,,ATL,W 27-21,1,96,96.00,1,1,6,0,0,0
21,1969,1969-11-16,9,27.261,DET,,STL,W 20-0,1,14,14.00,0,0,0,0,0,0
22,1969,1969-11-23,10,27.268,DET,@,GNB,W 16-10,1,27,27.00,0,0,0,0,0,0
23,1969,1969-11-27,11,27.272,DET,,MIN,L 0-27,4,53,13.25,0,0,0,0,0,0
24,1969,1969-12-07,12,27.282,DET,@,BAL,T 17-17,2,65,32.50,0,0,0,0,0,0
25,1969,1969-12-14,13,27.289,DET,,RAM,W 28-0,1,23,23.00,0,0,0,0,0,0
26,1969,1969-12-21,14,27.296,DET,@,CHI,W 20-3,1,60,60.00,0,0,0,0,0,0
27,1970,1970-09-20,1,28.204,DET,@,GNB,W 40-0,,,,,,,,,
28,1970,1970-09-27,2,28.211,DET,,CIN,W 38-3,0,0,,0,0,0,1,0,0
29,1970,1970-10-05,3,28.219,DET,,CHI,W 28-14,1,16,16.00,0,0,0,0,0,0
30,1970,1970-10-11,4,28.225,DET,@,WAS,L 10-31,3,70,23.33,0,0,0,0,0,0
31,1970,1970-10-18,5,28.232,DET,@,CLE,W 41-24,1,18,18.00,0,0,0,0,0,0
32,1970,1970-10-25,6,28.239,DET,@,CHI,W 16-10,1,22,22.00,0,0,0,0,0,0
33,1970,1970-11-01,7,28.246,DET,,MIN,L 17-30,3,49,16.33,0,0,0,0,0,0
34,1970,1970-11-08,8,28.253,DET,@,NOR,L 17-19,4,78,19.50,0,0,0,0,0,0
35,1970,1970-11-15,9,28.260,DET,@,MIN,L 20-24,4,155,38.75,1,1,6,0,0,0
36,1970,1970-11-22,10,28.267,DET,,SFO,W 28-7,,,,,,,,,
37,1970,1970-11-26,11,28.271,DET,,OAK,W 28-14,3,70,23.33,0,0,0,0,0,0
38,1970,1970-12-06,12,28.281,DET,,STL,W 16-3,1,13,13.00,0,0,0,0,0,0
39,1970,1970-12-14,13,28.289,DET,@,RAM,W 28-23,4,53,13.25,0,0,0,0,0,0
40,1970,1970-12-20,14,28.295,DET,,GNB,W 20-0,,,,,,,,,
41,1971,1971-09-20,1,29.204,DET,,MIN,L 13-16,,,,,,,,,
42,1971,1971-09-26,2,29.210,DET,@,NWE,W 34-7,,,,,,,,,
43,1971,1971-10-03,3,29.217,DET,,ATL,W 41-38,,,,,,,,,
44,1971,1971-10-10,4,29.224,DET,,GNB,W 31-28,,,,,,,,,
45,1971,1971-10-17,5,29.231,DET,@,HOU,W 31-7,,,,,,,,,
46,1971,1971-10-24,6,29.238,DET,,CHI,L 23-28,,,,,,,,,
47,1971,1971-11-01,7,29.246,DET,@,GNB,T 14-14,,,,,,,,,
48,1971,1971-11-07,8,29.252,DET,@,DEN,W 24-20,,,,,,,,,
49,1971,1971-11-14,9,29.259,DET,,RAM,L 13-21,,,,,,,,,
50,1971,1971-11-21,10,29.266,DET,@,CHI,W 28-3,,,,,,,,,
51,1971,1971-11-25,11,29.270,DET,,KAN,W 32-21,,,,,,,,,
52,1971,1971-12-05,12,29.280,DET,,PHI,L 20-23,,,,,,,,,
53,1971,1971-12-11,13,29.286,DET,@,MIN,L 10-29,,,,,,,,,
54,1971,1971-12-19,14,29.294,DET,@,SFO,L 27-31,4,112,28.00,0,0,0,0,0,0
