ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1972,1972-09-17,1,26.148,DEN,,HOU,W 30-17,,,,,
2,1972,1972-09-24,2,26.155,DEN,@,SDG,L 14-37,,,,,
3,1972,1972-10-01,3,26.162,DEN,,KAN,L 24-45,,,,,
4,1972,1972-10-08,4,26.169,DEN,@,CIN,L 10-21,,,,,
5,1972,1972-10-15,5,26.176,DEN,,MIN,L 20-23,,,,,
6,1972,1972-10-22,6,26.183,DEN,@,OAK,W 30-23,,,,,
7,1972,1972-10-29,7,26.190,DEN,,CLE,L 20-27,,,,,
8,1972,1972-11-05,8,26.197,DEN,@,NYG,L 17-29,,,,,
9,1972,1972-11-12,9,26.204,DEN,@,RAM,W 16-10,,,,,
10,1972,1972-11-19,10,26.211,DEN,,OAK,L 20-37,,,,,
11,1972,1972-11-26,11,26.218,DEN,@,ATL,L 20-23,,,,,
12,1972,1972-12-03,12,26.225,DEN,@,KAN,L 21-24,,,,,
13,1972,1972-12-10,13,26.232,DEN,,SDG,W 38-13,,,,,
14,1972,1972-12-17,14,26.239,DEN,,NWE,W 45-21,,,,,
15,1973,1973-11-25,11,27.217,NWE,@,HOU,W 32-0,,,,,
16,1973,1973-12-02,12,27.224,NWE,,SDG,W 30-14,,,,,
17,1974,1974-09-15,1,28.146,NWE,,MIA,W 34-24,,,,,
18,1974,1974-09-22,2,28.153,NWE,@,NYG,W 28-20,0,0,1,3,0
19,1974,1974-09-29,3,28.160,NWE,,RAM,W 20-14,,,,,
20,1974,1974-10-06,4,28.167,NWE,,BAL,W 42-3,,,,,
21,1974,1974-10-13,5,28.174,NWE,@,NYJ,W 24-0,1,6,1,29,1
22,1974,1974-10-20,6,28.181,NWE,@,BUF,L 28-30,,,,,
23,1974,1974-10-27,7,28.188,NWE,@,MIN,W 17-14,,,,,
24,1974,1974-11-03,8,28.195,NWE,,BUF,L 28-29,,,,,
25,1974,1974-11-10,9,28.202,NWE,,CLE,L 14-21,,,,,
26,1975,1975-09-28,2,29.159,NWE,,MIA,L 14-22,,,,,
27,1975,1975-10-05,3,29.166,NWE,@,NYJ,L 7-36,,,,,
28,1975,1975-10-12,4,29.173,NWE,@,CIN,L 10-27,,,,,
29,1975,1975-10-19,5,29.180,NWE,,BAL,W 21-10,,,,,
30,1975,1975-10-26,6,29.187,NWE,,SFO,W 24-16,,,,,
31,1975,1975-11-02,7,29.194,NWE,@,STL,L 17-24,,,,,
32,1975,1975-11-09,8,29.201,NWE,@,SDG,W 33-19,,,,,
33,1975,1975-11-16,9,29.208,NWE,,DAL,L 31-34,,,,,
34,1975,1975-11-23,10,29.215,NWE,@,BUF,L 31-45,,,,,
35,1975,1975-12-01,11,29.223,NWE,@,MIA,L 7-20,,,,,
36,1975,1975-12-07,12,29.229,NWE,,NYJ,L 28-30,,,,,
37,1975,1975-12-14,13,29.236,NWE,,BUF,L 14-34,,,,,
38,1975,1975-12-21,14,29.243,NWE,@,BAL,L 21-34,,,,,
