ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td
1,2006,2006-11-19,10,23.060,CIN,@,NOR,W 31-16,,,,,
2,2006,2006-11-26,11,23.067,CIN,@,CLE,W 30-0,,0,0,,0
3,2006,2006-11-30,12,23.071,CIN,,BAL,W 13-7,,,,,
4,2006,2006-12-10,13,23.081,CIN,,OAK,W 27-10,,0,0,,0
5,2006,2006-12-18,14,23.089,CIN,@,IND,L 16-34,,1,8,8.00,0
6,2006,2006-12-24,15,23.095,CIN,@,DEN,L 23-24,,0,0,,0
7,2006,2006-12-31,16,23.102,CIN,,PIT,L 17-23,,0,0,,0
