ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1987,1987-10-18,5,22.244,NWE,@,HOU,W 21-7,2,-6,-3.00,0
