ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1966,1966-09-18,3,23.302,BUF,,MIA,W 58-24,4,29,7.25,0,0,0,,0,0,0,,0
2,1966,1966-09-25,4,23.309,BUF,,HOU,W 27-20,1,-4,-4.00,0,0,0,,0,0,0,,0
3,1966,1966-11-06,9,23.351,BUF,@,MIA,W 29-0,5,33,6.60,0,0,0,,0,0,0,,0
4,1966,1966-11-20,11,24.000,BUF,@,HOU,W 42-20,8,25,3.13,0,0,0,,0,0,0,,0
5,1966,1966-11-24,12,24.004,BUF,@,OAK,W 31-10,3,20,6.67,0,0,0,,0,0,0,,0
6,1966,1966-12-04,13,24.014,BUF,@,BOS,L 3-14,2,2,1.00,0,1,1,1.00,0,0,0,,0
7,1966,1966-12-18,14,24.028,BUF,,DEN,W 38-21,8,43,5.38,0,0,0,,0,0,0,,0
8,1967,1967-09-17,2,24.301,BUF,,HOU,L 3-20,0,0,,0,0,0,,0,4,96,24.00,0
9,1967,1967-09-24,3,24.308,BUF,,BOS,L 0-23,0,0,,0,0,0,,0,3,40,13.33,0
10,1967,1967-10-01,4,24.315,BUF,,SDG,L 17-37,0,0,,0,0,0,,0,6,163,27.17,0
11,1967,1967-10-08,5,24.322,BUF,@,DEN,W 17-16,0,0,,0,0,0,,0,3,47,15.67,0
