ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
103,2000,2000-12-17,15,32.033,ATL,@,NOR,L 7-23,*,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0
104,2000,2000-12-24,16,32.040,ATL,,KAN,W 29-13,*,4,3,21,7.00,0,75.0%,5.25,0,0,,0,0,0
105,2001,2001-09-09,1,32.299,ATL,@,SFO,L 13-16,*,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0
106,2001,2001-09-23,2,32.313,ATL,,CAR,W 24-16,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
107,2001,2001-09-30,3,32.320,ATL,@,ARI,W 34-14,,2,2,19,9.50,0,100.0%,9.50,2,16,8.00,0,0,0
108,2001,2001-10-07,4,32.327,ATL,,CHI,L 3-31,,3,2,24,12.00,0,66.7%,8.00,1,4,4.00,0,0,0
109,2001,2001-10-14,5,32.334,ATL,,SFO,L 31-37,,4,3,15,5.00,1,75.0%,3.75,2,16,8.00,0,1,6
110,2001,2001-10-21,6,32.341,ATL,@,NOR,W 20-13,*,1,1,-3,-3.00,0,100.0%,-3.00,3,28,9.33,0,0,0
111,2001,2001-11-04,7,32.355,ATL,,NWE,L 10-24,,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0
112,2001,2001-11-11,8,32.362,ATL,,DAL,W 20-13,,0,0,0,,0,0.0%,,3,4,1.33,0,0,0
113,2001,2001-11-18,9,33.004,ATL,@,GNB,W 23-20,*,6,5,62,12.40,1,83.3%,10.33,4,40,10.00,0,1,6
114,2001,2001-11-25,10,33.011,ATL,@,CAR,W 10-7,,6,5,44,8.80,0,83.3%,7.33,4,78,19.50,1,1,6
115,2001,2001-12-02,11,33.018,ATL,,STL,L 6-35,*,6,4,16,4.00,0,66.7%,2.67,1,5,5.00,0,0,0
116,2001,2001-12-09,12,33.025,ATL,,NOR,L 10-28,*,7,5,50,10.00,0,71.4%,7.14,6,40,6.67,0,0,0
117,2001,2001-12-16,13,33.032,ATL,@,IND,L 27-41,*,7,4,66,16.50,0,57.1%,9.43,7,17,2.43,1,1,6
118,2001,2001-12-23,14,33.039,ATL,,BUF,W 33-30,,5,5,22,4.40,0,100.0%,4.40,1,3,3.00,0,0,0
119,2001,2001-12-30,15,33.046,ATL,@,MIA,L 14-21,*,6,4,33,8.25,0,66.7%,5.50,10,33,3.30,0,0,0
120,2001,2002-01-06,16,33.053,ATL,@,STL,L 13-31,*,1,,,,,0.0%,,,,,,,
121,2002,2002-09-08,1,33.298,ATL,@,GNB,L 34-37,*,2,1,55,55.00,0,50.0%,27.50,0,0,,0,0,0
122,2002,2002-09-15,2,33.305,ATL,,CHI,L 13-14,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
123,2002,2002-09-22,3,33.312,ATL,,CIN,W 30-3,,5,3,28,9.33,0,60.0%,5.60,1,0,0.00,0,0,0
124,2002,2002-10-06,4,33.326,ATL,,TAM,L 6-20,*,1,,,,,0.0%,,,,,,,
125,2002,2002-10-13,5,33.333,ATL,@,NYG,W 17-10,*,0,0,0,,0,0.0%,,1,8,8.00,0,0,0
126,2002,2002-10-20,6,33.340,ATL,,CAR,W 30-0,*,1,1,12,12.00,0,100.0%,12.00,2,18,9.00,0,0,0
127,2002,2002-10-27,7,33.347,ATL,@,NOR,W 37-35,*,0,0,0,,0,0.0%,,5,27,5.40,1,1,6
128,2002,2002-11-03,8,33.354,ATL,,BAL,W 20-17,,0,0,0,,0,0.0%,,4,16,4.00,0,0,0
129,2002,2002-11-10,9,33.361,ATL,@,PIT,T 34-34,,4,2,19,9.50,0,50.0%,4.75,1,1,1.00,1,1,6
130,2002,2002-11-17,10,34.003,ATL,,NOR,W 24-17,*,2,0,0,,0,0.0%,0.00,4,10,2.50,0,0,0
131,2002,2002-11-24,11,34.010,ATL,@,CAR,W 41-0,*,2,2,21,10.50,0,100.0%,10.50,4,12,3.00,0,0,0
132,2002,2002-12-01,12,34.017,ATL,@,MIN,W 30-24,,1,0,0,,0,0.0%,0.00,3,3,1.00,1,1,6
133,2002,2002-12-08,13,34.024,ATL,@,TAM,L 10-34,*,2,1,3,3.00,0,50.0%,1.50,4,6,1.50,0,0,0
134,2002,2002-12-15,14,34.031,ATL,,SEA,L 24-30,*,1,,,,,0.0%,,,,,,,
135,2002,2002-12-22,15,34.038,ATL,,DET,W 36-15,*,2,2,27,13.50,0,100.0%,13.50,2,18,9.00,0,0,0
