ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1980,1980-09-07,1,23.075,MIA,@,BUF,L 7-17,,,,,,,,,,
2,1980,1980-09-14,2,23.082,MIA,,CIN,W 17-16,,,,,,,,,,
3,1980,1980-09-21,3,23.089,MIA,@,ATL,W 20-17,,,,,,,,,,
4,1980,1980-09-28,4,23.096,MIA,,NOR,W 21-16,,,,,,,,,,
5,1980,1980-10-05,5,23.103,MIA,,BAL,L 17-30,2,55,27.50,0,0,0,,0,0,0
6,1980,1980-10-12,6,23.110,MIA,@,NWE,L 0-34,1,3,3.00,0,0,0,,0,0,0
7,1980,1980-10-19,7,23.117,MIA,,BUF,W 17-14,2,17,8.50,0,0,0,,0,0,0
8,1980,1980-10-27,8,23.125,MIA,@,NYJ,L 14-17,2,17,8.50,0,0,0,,0,0,0
9,1980,1980-11-02,9,23.131,MIA,@,OAK,L 10-16,,,,,,,,,,
10,1980,1980-11-09,10,23.138,MIA,@,RAM,W 35-14,1,10,10.00,0,0,0,,0,0,0
11,1980,1980-11-16,11,23.145,MIA,,SFO,W 17-13,1,15,15.00,0,0,0,,0,0,0
12,1980,1980-11-20,12,23.149,MIA,,SDG,L 24-27,,,,,,,,,,
13,1980,1980-11-30,13,23.159,MIA,@,PIT,L 10-23,1,9,9.00,0,0,0,,0,0,0
14,1980,1980-12-08,14,23.167,MIA,,NWE,W 16-13,1,8,8.00,0,0,0,,0,0,0
15,1980,1980-12-14,15,23.173,MIA,@,BAL,W 24-14,,,,,,,,,,
16,1980,1980-12-20,16,23.179,MIA,,NYJ,L 17-24,2,15,7.50,0,0,0,,0,0,0
17,1981,1981-09-06,1,24.074,MIA,@,STL,W 20-7,0,0,,0,0,0,,0,,
18,1981,1981-09-10,2,24.078,MIA,,PIT,W 30-10,0,0,,0,0,0,,0,,
19,1981,1981-09-20,3,24.088,MIA,@,HOU,W 16-10,1,22,22.00,0,1,5,5.00,0,0,0
20,1981,1981-09-27,4,24.095,MIA,@,BAL,W 31-28,1,14,14.00,0,0,0,,0,0,0
21,1981,1981-10-04,5,24.102,MIA,,NYJ,T 28-28,1,9,9.00,0,0,0,,0,0,0
22,1981,1981-10-12,6,24.110,MIA,@,BUF,L 21-31,5,41,8.20,1,0,0,,0,1,6
23,1981,1981-10-18,7,24.116,MIA,,WAS,W 13-10,2,67,33.50,0,0,0,,0,0,0
24,1981,1981-10-25,8,24.123,MIA,@,DAL,L 27-28,4,43,10.75,1,0,0,,0,1,6
25,1981,1981-11-01,9,24.130,MIA,,BAL,W 27-10,0,0,,0,0,0,,0,,
26,1981,1981-11-08,10,24.137,MIA,@,NWE,W 30-27,0,0,,0,0,0,,0,,
