ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1998,1998-11-22,11,23.259,WAS,,ARI,L 42-45,,,,,,,,,,,,,,,,,,,,,,,,
2,1998,1998-11-29,12,23.266,WAS,@,OAK,W 29-19,,,,,,,,,,,,,,,,,,,,,,,,
3,1998,1998-12-06,13,23.273,WAS,,SDG,W 24-20,,,,,,,,,,,,,,,,,,,,,,,,
4,1998,1998-12-13,14,23.280,WAS,@,CAR,W 28-25,,,,,,,,,,,,,,,,,,,,,,,,
5,1998,1998-12-19,15,23.286,WAS,,TAM,W 20-16,,,,,,,,,,,,,,,,,,,,,,,,
6,1998,1998-12-27,16,23.294,WAS,@,DAL,L 7-23,,,,,,,,,,,,,,,,,,,,,,,,
7,1999,1999-09-12,1,24.188,WAS,,DAL,L 35-41,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,3,100.0,2,2,100.0,0,9,0,0,,0
8,1999,1999-09-19,2,24.195,WAS,@,NYG,W 50-21,,0,0,,0,0,0,,0,,,,5,6,83.3,1,1,100.0,0,8,0,0,,0
9,1999,1999-09-26,3,24.202,WAS,@,NYJ,W 27-20,,0,0,,0,0,0,,0,,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
10,1999,1999-10-03,4,24.209,WAS,,CAR,W 38-36,,0,0,,0,0,0,,0,,,,5,5,100.0,1,1,100.0,0,8,0,0,,0
11,1999,1999-10-17,5,24.223,WAS,@,ARI,W 24-10,,0,0,,0,0,0,,0,,,,3,3,100.0,1,2,50.0,0,6,0,0,,0
12,1999,1999-10-24,6,24.230,WAS,@,DAL,L 20-38,,0,0,,0,0,0,,0,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
