ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1956,1956-09-30,1,22.340,CRD,,CLE,W 9-7,1,1,1.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
2,1956,1956-10-14,3,22.354,CRD,@,WAS,W 31-3,4,31,7.75,0,1,16,16.00,0,0,0,,0,0,,,,,,,,,,,0,
3,1956,1956-11-04,6,23.009,CRD,,PHI,W 28-17,8,39,4.88,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
4,1956,1956-11-18,8,23.023,CRD,@,PIT,L 7-14,10,75,7.50,0,1,8,8.00,0,0,0,,0,0,,,,,,,,,,,0,
5,1956,1956-11-25,9,23.030,CRD,,PIT,W 38-27,6,14,2.33,0,2,41,20.50,1,0,0,,0,0,,,,,,,,,,,1,
6,1956,1956-12-02,10,23.037,CRD,,GNB,L 21-24,4,8,2.00,0,2,17,8.50,0,0,0,,0,0,,,,,,,,,,,0,
7,1956,1956-12-09,11,23.044,CRD,@,CHI,L 3-10,4,13,3.25,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
8,1956,1956-12-16,12,23.051,CRD,@,CLE,W 24-7,6,22,3.67,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
9,1957,1957-09-29,1,23.338,CRD,@,SFO,W 20-10,7,53,7.57,1,1,21,21.00,0,0,0,,0,0,,,,,,,,,,,1,
10,1957,1957-10-06,2,23.345,CRD,,WAS,L 14-37,0,0,,0,1,19,19.00,0,0,0,,0,0,,,,,,,,,,,0,
11,1957,1957-10-13,3,23.352,CRD,@,PIT,L 20-29,2,1,0.50,0,2,53,26.50,0,0,0,,0,0,,,,,,,,,,,0,
12,1957,1957-10-20,4,23.359,CRD,@,WAS,W 44-14,4,15,3.75,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
13,1957,1957-11-03,6,24.008,CRD,,PHI,L 21-38,1,1,1.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
14,1957,1957-11-10,7,24.015,CRD,@,NYG,L 14-27,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
15,1957,1957-12-01,9,24.036,CRD,@,CLE,L 0-31,12,62,5.17,0,2,18,9.00,0,0,0,,0,0,,,,,,,,,,,0,
16,1957,1957-12-08,10,24.043,CRD,,CHI,L 6-14,7,27,3.86,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
17,1957,1957-12-14,11,24.049,CRD,@,PHI,W 31-27,5,6,1.20,0,3,24,8.00,0,1,1,100.00,43,0,0,118.7,0,0,43.00,43.00,,,,,0,
18,1957,1957-12-22,12,24.057,CRD,,PIT,L 2-27,2,4,2.00,0,1,11,11.00,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,,,,,0,
19,1958,1958-10-04,2,24.343,CRD,,WAS,W 37-10,2,2,1.00,0,3,37,12.33,0,0,0,,0,0,,,,,,,,,,,0,
20,1958,1958-10-19,4,24.358,CRD,@,NYG,W 23-6,10,63,6.30,0,1,16,16.00,0,0,0,,0,0,,,,,,,,,,,0,
21,1958,1958-10-26,5,25.000,CRD,,CLE,L 24-38,12,55,4.58,0,1,23,23.00,1,0,0,,0,0,,,,,,,,,,,1,
22,1958,1958-11-02,6,25.007,CRD,,PHI,T 21-21,3,1,0.33,0,2,12,6.00,1,0,0,,0,0,,,,,,,,,,,1,
23,1958,1958-11-09,7,25.014,CRD,@,WAS,L 31-45,5,21,4.20,0,3,28,9.33,0,0,0,,0,0,,,,,,,,,,,0,
24,1958,1958-11-16,8,25.021,CRD,@,PHI,L 21-49,6,6,1.00,0,4,49,12.25,1,0,0,,0,0,,,,,,,,,,,1,
25,1958,1958-11-23,9,25.028,CRD,,PIT,L 20-27,3,-6,-2.00,0,7,83,11.86,0,0,0,,0,0,,,,,,,,,,,0,
26,1958,1958-11-30,10,25.035,CRD,,RAM,L 14-20,2,9,4.50,0,3,11,3.67,0,0,0,,0,0,,,,,,,,,,,0,
27,1958,1958-12-07,11,25.042,CRD,@,CHI,L 14-30,5,5,1.00,0,3,29,9.67,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,1,
28,1958,1958-12-13,12,25.048,CRD,@,PIT,L 21-38,2,14,7.00,0,8,118,14.75,0,0,0,,0,0,,,,,,,,,,,0,
29,1959,1959-10-04,2,25.343,CRD,,CLE,L 7-34,1,3,3.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
30,1959,1959-10-18,4,25.357,CRD,@,CLE,L 7-17,6,13,2.17,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
31,1959,1959-10-25,5,25.364,CRD,,PHI,L 24-28,5,21,4.20,0,1,9,9.00,0,0,0,,0,0,,,,,,,,,,,0,
32,1959,1959-11-01,6,26.006,CRD,,PIT,W 45-24,9,19,2.11,0,1,52,52.00,1,0,0,,0,0,,,,,,,,,,,1,
33,1959,1959-11-08,7,26.013,CRD,@,NYG,L 3-9,8,0,0.00,0,2,12,6.00,0,0,0,,0,0,,,,,,,,,,,0,
34,1959,1959-11-15,8,26.020,CRD,@,PHI,L 17-27,1,3,3.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
35,1960,1960-09-23,1,26.333,STL,@,RAM,W 43-21,1,19,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
36,1960,1960-10-09,3,26.349,STL,@,PHI,L 27-31,3,9,3.00,0,1,23,23.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
37,1960,1960-10-16,4,26.356,STL,@,PIT,L 14-27,1,-10,-10.00,0,2,19,9.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
38,1960,1960-10-23,5,26.363,STL,,DAL,W 12-10,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
39,1960,1960-10-30,6,27.004,STL,@,NYG,W 20-13,5,71,14.20,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
40,1960,1960-11-06,7,27.011,STL,,WAS,W 44-7,2,3,1.50,0,3,39,13.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
41,1960,1960-11-13,8,27.018,STL,@,CLE,L 27-28,4,46,11.50,0,2,81,40.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
42,1960,1960-11-20,9,27.025,STL,@,WAS,W 26-14,3,18,6.00,0,2,25,12.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
43,1960,1960-11-27,10,27.032,STL,,CLE,T 17-17,7,47,6.71,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
44,1960,1960-12-04,11,27.039,STL,,PHI,L 6-20,5,25,5.00,0,1,15,15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
45,1960,1960-12-18,12,27.053,STL,,PIT,W 38-7,2,8,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
46,1962,1962-09-16,1,28.325,STL,@,PHI,W 27-21,8,36,4.50,0,2,18,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
47,1962,1962-09-23,2,28.332,STL,@,GNB,L 0-17,1,0,0.00,0,2,17,8.50,0,0,0,,0,0,0,,0,0,,,1,9,9.00,0,0,0
48,1962,1962-09-30,3,28.339,STL,@,WAS,L 14-24,5,18,3.60,0,3,48,16.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
49,1962,1962-10-14,5,28.353,STL,,WAS,T 17-17,3,6,2.00,0,4,94,23.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
50,1962,1962-10-21,6,28.360,STL,,CLE,L 7-34,0,0,,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
51,1962,1962-11-04,8,29.009,STL,@,NYG,L 28-31,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,10,10.00,0,0,0
52,1962,1962-11-11,9,29.016,STL,,PIT,L 17-26,1,4,4.00,0,1,14,14.00,0,0,0,,0,0,0,,0,0,,,1,0,0.00,0,0,0
53,1962,1962-11-18,10,29.023,STL,@,CLE,L 14-38,1,12,12.00,0,2,15,7.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
54,1962,1962-11-25,11,29.030,STL,,SFO,L 17-24,6,35,5.83,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
55,1962,1962-12-02,12,29.037,STL,@,PIT,L 7-19,5,14,2.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
56,1962,1962-12-09,13,29.044,STL,,DAL,W 52-20,5,22,4.40,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
57,1962,1962-12-16,14,29.051,STL,,PHI,W 45-35,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
58,1963,1963-09-14,1,29.323,STL,@,DAL,W 34-7,16,46,2.88,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
59,1963,1963-09-22,2,29.331,STL,@,PHI,W 28-24,29,136,4.69,0,2,1,0.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
60,1963,1963-09-29,3,29.338,STL,@,PIT,L 10-23,13,45,3.46,0,2,13,6.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
61,1963,1963-10-06,4,29.345,STL,@,MIN,W 56-14,14,55,3.93,0,1,58,58.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
62,1963,1963-10-13,5,29.352,STL,,PIT,W 24-23,15,51,3.40,0,1,28,28.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
63,1963,1963-10-20,6,29.359,STL,,GNB,L 7-30,6,15,2.50,0,2,13,6.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
64,1963,1963-10-27,7,30.001,STL,@,WAS,W 21-7,10,50,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
65,1963,1963-11-03,8,30.008,STL,,NYG,L 21-38,9,28,3.11,0,5,118,23.60,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
66,1963,1963-11-10,9,30.015,STL,,WAS,W 24-20,5,23,4.60,0,2,15,7.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
67,1963,1963-11-17,10,30.022,STL,@,CLE,W 20-14,11,48,4.36,0,4,16,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
68,1963,1963-11-24,11,30.029,STL,@,NYG,W 24-17,10,53,5.30,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
69,1963,1963-12-01,12,30.036,STL,,CLE,L 10-24,10,45,4.50,1,4,13,3.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
70,1963,1963-12-08,13,30.043,STL,,PHI,W 38-14,13,52,4.00,0,2,79,39.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
71,1963,1963-12-15,14,30.050,STL,,DAL,L 24-28,13,54,4.15,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
72,1964,1964-09-12,1,30.322,STL,@,DAL,W 16-6,19,54,2.84,0,1,17,17.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
73,1964,1964-09-20,2,30.330,STL,@,CLE,T 33-33,14,52,3.71,0,3,50,16.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
74,1964,1964-09-27,3,30.337,STL,@,SFO,W 23-13,16,44,2.75,0,2,15,7.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
75,1964,1964-10-04,4,30.344,STL,@,WAS,W 23-17,18,66,3.67,0,1,22,22.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
76,1964,1964-10-12,5,30.352,STL,@,BAL,L 27-47,7,34,4.86,0,2,5,2.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
77,1964,1964-10-18,6,30.358,STL,,WAS,W 38-24,15,86,5.73,0,2,48,24.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
