ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1975,1975-09-21,1,23.045,CHI,,BAL,L 7-35,1,1,100.0,,,,0,1
2,1975,1975-09-28,2,23.052,CHI,,PHI,W 15-13,,1,0.0,3,3,100.0,0,9
3,1975,1975-10-05,3,23.059,CHI,@,MIN,L 3-28,,,,1,1,100.0,0,3
4,1975,1975-10-12,4,23.066,CHI,@,DET,L 7-27,1,1,100.0,,,,0,1
5,1975,1975-10-19,5,23.073,CHI,@,PIT,L 3-34,,,,1,2,50.0,0,3
6,1975,1975-10-27,6,23.081,CHI,,MIN,L 9-13,1,1,100.0,,1,0.0,0,1
7,1975,1975-11-02,7,23.087,CHI,,MIA,L 13-46,1,1,100.0,2,3,66.7,0,7
8,1975,1975-11-09,8,23.094,CHI,,GNB,W 27-14,3,3,100.0,2,3,66.7,0,9
9,1975,1975-11-16,9,23.101,CHI,@,SFO,L 3-31,,,,1,2,50.0,0,3
10,1975,1975-11-23,10,23.108,CHI,@,RAM,L 10-38,1,1,100.0,1,2,50.0,0,4
11,1975,1975-11-30,11,23.115,CHI,@,GNB,L 7-28,1,1,100.0,,,,0,1
12,1975,1975-12-07,12,23.122,CHI,,DET,W 25-21,1,3,33.3,2,4,50.0,0,7
13,1975,1975-12-14,13,23.129,CHI,,STL,L 20-34,2,3,66.7,,1,0.0,0,2
14,1975,1975-12-21,14,23.136,CHI,@,NOR,W 42-17,6,6,100.0,,1,0.0,0,6
15,1976,1976-09-12,1,24.036,CHI,,DET,W 10-3,1,1,100.0,1,2,50.0,0,4
16,1976,1976-09-19,2,24.043,CHI,@,SFO,W 19-12,2,2,100.0,1,2,50.0,0,5
17,1976,1976-09-26,3,24.050,CHI,,ATL,L 0-10,,,,,1,0.0,0,0
18,1976,1976-10-03,4,24.057,CHI,,WAS,W 33-7,3,3,100.0,4,4,100.0,0,15
19,1976,1976-10-10,5,24.064,CHI,@,MIN,L 19-20,1,3,33.3,,1,0.0,0,1
20,1976,1976-10-17,6,24.071,CHI,@,RAM,L 12-20,1,1,100.0,1,4,25.0,0,4
21,1976,1976-10-24,7,24.078,CHI,@,DAL,L 21-31,3,3,100.0,,,,0,3
22,1976,1976-10-31,8,24.085,CHI,,MIN,W 14-13,2,2,100.0,,1,0.0,0,2
23,1976,1976-11-07,9,24.092,CHI,,OAK,L 27-28,3,3,100.0,,2,0.0,0,3
24,1976,1976-11-14,10,24.099,CHI,,GNB,W 24-13,3,3,100.0,1,1,100.0,0,6
25,1976,1976-11-21,11,24.106,CHI,@,DET,L 10-14,1,1,100.0,1,2,50.0,0,4
26,1976,1976-11-28,12,24.113,CHI,@,GNB,W 16-10,1,1,100.0,3,3,100.0,0,10
27,1976,1976-12-05,13,24.120,CHI,@,SEA,W 34-7,4,5,80.0,,2,0.0,0,4
28,1976,1976-12-12,14,24.127,CHI,,DEN,L 14-28,2,2,100.0,,,,0,2
29,1977,1977-09-18,1,25.042,CHI,,DET,W 30-20,3,4,75.0,1,2,50.0,0,6
30,1977,1977-09-25,2,25.049,CHI,@,STL,L 13-16,1,1,100.0,2,2,100.0,0,7
31,1977,1977-10-02,3,25.056,CHI,,NOR,L 24-42,3,3,100.0,1,1,100.0,0,6
32,1977,1977-10-10,4,25.064,CHI,,RAM,W 24-23,3,3,100.0,1,2,50.0,0,6
33,1977,1977-10-16,5,25.070,CHI,@,MIN,L 16-22,1,2,50.0,1,2,50.0,0,4
34,1977,1977-10-23,6,25.077,CHI,,ATL,L 10-16,1,1,100.0,1,1,100.0,0,4
35,1977,1977-10-30,7,25.084,CHI,@,GNB,W 26-0,2,2,100.0,2,2,100.0,0,8
36,1977,1977-11-06,8,25.091,CHI,@,HOU,L 0-47,,,,,1,0.0,0,0
37,1977,1977-11-13,9,25.098,CHI,,KAN,W 28-27,4,4,100.0,,2,0.0,0,4
38,1977,1977-11-20,10,25.105,CHI,,MIN,W 10-7,1,1,100.0,1,1,100.0,0,4
39,1977,1977-11-24,11,25.109,CHI,@,DET,W 31-14,4,4,100.0,1,3,33.3,0,7
40,1977,1977-12-04,12,25.119,CHI,@,TAM,W 10-0,1,1,100.0,1,3,33.3,0,4
41,1977,1977-12-11,13,25.126,CHI,,GNB,W 21-10,3,3,100.0,,1,0.0,0,3
42,1977,1977-12-18,14,25.133,CHI,@,NYG,W 12-9,,1,0.0,2,4,50.0,0,6
43,1978,1978-09-03,1,26.027,CHI,,STL,W 17-10,2,2,100.0,1,1,100.0,0,5
44,1978,1978-09-10,2,26.034,CHI,@,SFO,W 16-13,1,1,100.0,3,3,100.0,0,10
45,1978,1978-09-17,3,26.041,CHI,@,DET,W 19-0,2,2,100.0,1,1,100.0,0,5
46,1978,1978-09-25,4,26.049,CHI,,MIN,L 20-24,2,2,100.0,2,2,100.0,0,8
47,1978,1978-10-01,5,26.055,CHI,,OAK,L 19-25,1,2,50.0,2,2,100.0,0,7
48,1978,1978-10-08,6,26.062,CHI,@,GNB,L 14-24,2,2,100.0,,1,0.0,0,2
49,1978,1978-10-16,7,26.070,CHI,@,DEN,L 7-16,1,1,100.0,,,,0,1
50,1978,1978-10-22,8,26.076,CHI,@,TAM,L 19-33,1,2,50.0,2,2,100.0,0,7
51,1978,1978-10-29,9,26.083,CHI,,DET,L 17-21,2,2,100.0,1,1,100.0,0,5
52,1978,1978-11-05,10,26.090,CHI,,SEA,L 29-31,2,2,100.0,3,3,100.0,0,11
53,1978,1978-11-12,11,26.097,CHI,@,MIN,L 14-17,2,2,100.0,,1,0.0,0,2
54,1978,1978-11-19,12,26.104,CHI,,ATL,W 13-7,1,1,100.0,2,3,66.7,0,7
55,1978,1978-11-26,13,26.111,CHI,,TAM,W 14-3,2,2,100.0,,,,0,2
56,1978,1978-12-04,14,26.119,CHI,@,SDG,L 7-40,1,1,100.0,,,,0,1
57,1978,1978-12-10,15,26.125,CHI,,GNB,W 14-0,2,2,100.0,,1,0.0,0,2
58,1978,1978-12-16,16,26.131,CHI,@,WAS,W 14-10,2,2,100.0,,1,0.0,0,2
59,1979,1979-09-02,1,27.026,CHI,,GNB,W 6-3,,,,2,3,66.7,0,6
60,1979,1979-09-09,2,27.033,CHI,,MIN,W 26-7,3,3,100.0,1,2,50.0,0,6
61,1979,1979-09-16,3,27.040,CHI,@,DAL,L 20-24,2,3,66.7,,,,0,2
62,1979,1979-09-23,4,27.047,CHI,@,MIA,L 16-31,1,1,100.0,3,3,100.0,0,10
63,1979,1979-09-30,5,27.054,CHI,,TAM,L 13-17,1,1,100.0,2,2,100.0,0,7
64,1979,1979-10-07,6,27.061,CHI,@,BUF,W 7-0,1,1,100.0,,2,0.0,0,1
65,1979,1979-10-14,7,27.068,CHI,,NWE,L 7-27,1,1,100.0,,,,0,1
66,1979,1979-10-21,8,27.075,CHI,@,MIN,L 27-30,3,3,100.0,2,2,100.0,0,9
67,1979,1979-10-28,9,27.082,CHI,@,SFO,W 28-27,4,4,100.0,,,,0,4
68,1979,1979-11-04,10,27.089,CHI,,DET,W 35-7,5,5,100.0,,2,0.0,0,5
69,1979,1979-11-11,11,27.096,CHI,,RAM,W 27-23,3,3,100.0,2,2,100.0,0,9
70,1979,1979-11-18,12,27.103,CHI,,NYJ,W 23-13,2,3,66.7,1,1,100.0,0,5
71,1979,1979-11-22,13,27.107,CHI,@,DET,L 0-20,,,,,1,0.0,0,0
72,1979,1979-12-02,14,27.117,CHI,@,TAM,W 14-0,2,2,100.0,,,,0,2
73,1979,1979-12-09,15,27.124,CHI,@,GNB,W 15-14,,1,0.0,3,5,60.0,0,9
74,1979,1979-12-16,16,27.131,CHI,,STL,W 42-6,6,6,100.0,,2,0.0,0,6
75,1980,1980-09-07,1,28.031,CHI,@,GNB,L 6-12,,,,2,2,100.0,0,6
76,1980,1980-09-14,2,28.038,CHI,,NOR,W 22-3,2,2,100.0,2,3,66.7,0,8
77,1980,1980-09-21,3,28.045,CHI,,MIN,L 14-34,2,2,100.0,,,,0,2
78,1980,1980-09-28,4,28.052,CHI,@,PIT,L 3-38,,,,1,1,100.0,0,3
79,1980,1980-10-06,5,28.060,CHI,,TAM,W 23-0,2,2,100.0,3,4,75.0,0,11
80,1980,1980-10-12,6,28.066,CHI,@,MIN,L 7-13,1,1,100.0,,,,0,1
81,1980,1980-10-19,7,28.073,CHI,,DET,W 24-7,3,3,100.0,1,1,100.0,0,6
82,1980,1980-10-26,8,28.080,CHI,@,PHI,L 14-17,2,2,100.0,,2,0.0,0,2
83,1980,1980-11-03,9,28.088,CHI,@,CLE,L 21-27,3,3,100.0,,1,0.0,0,3
84,1980,1980-11-09,10,28.094,CHI,,WAS,W 35-21,5,5,100.0,,,,0,5
85,1980,1980-11-16,11,28.101,CHI,,HOU,L 6-10,,,,2,2,100.0,0,6
86,1980,1980-11-23,12,28.108,CHI,@,ATL,L 17-28,2,2,100.0,1,1,100.0,0,5
87,1980,1980-11-27,13,28.112,CHI,@,DET,W 23-17,2,2,100.0,1,1,100.0,0,5
88,1980,1980-12-07,14,28.122,CHI,,GNB,W 61-7,7,9,77.8,,,,0,7
89,1980,1980-12-14,15,28.129,CHI,,CIN,L 14-17,2,2,100.0,,,,0,2
90,1980,1980-12-20,16,28.135,CHI,@,TAM,W 14-13,2,2,100.0,,,,0,2
91,1981,1981-09-06,1,29.030,CHI,,GNB,L 9-16,,1,0.0,1,1,100.0,0,3
92,1981,1981-09-13,2,29.037,CHI,@,SFO,L 17-28,2,2,100.0,1,2,50.0,0,5
93,1982,1982-09-12,1,30.036,DET,,CHI,W 17-10,2,2,100.0,1,1,100.0,0,5
94,1982,1982-09-19,2,30.043,DET,@,RAM,W 19-14,1,1,100.0,4,4,100.0,0,13
95,1982,1982-09-19,2,30.043,CHI,,NOR,L 0-10,,,,,,,,
96,1982,1982-11-21,3,30.106,CHI,,DET,W 20-17,,,,,,,,
97,1982,1982-12-12,6,30.127,DET,@,GNB,W 30-10,,,,,,,,
98,1982,1982-12-12,6,30.127,CHI,@,SEA,L 14-20,,,,,,,,
99,1982,1982-12-19,7,30.134,DET,,MIN,L 31-34,,,,,,,,
100,1982,1982-12-19,7,30.134,CHI,,STL,L 7-10,,,,,,,,
101,1982,1982-12-26,8,30.141,DET,@,TAM,L 21-23,,,,,,,,
102,1982,1982-12-26,8,30.141,CHI,@,RAM,W 34-26,4,4,100.0,2,3,66.7,0,10
103,1982,1983-01-02,9,30.148,DET,,GNB,W 27-24,,,,,,,,
104,1982,1983-01-02,9,30.148,CHI,@,TAM,L 23-26,2,2,100.0,3,4,75.0,0,11
105,1983,1983-09-04,1,31.028,CHI,,ATL,L 17-20,2,2,100.0,1,3,33.3,0,5
106,1983,1983-09-11,2,31.035,CHI,,TAM,W 17-10,2,2,100.0,1,2,50.0,0,5
107,1983,1983-09-18,3,31.042,CHI,@,NOR,L 31-34,4,4,100.0,1,1,100.0,0,7
108,1983,1983-09-25,4,31.049,CHI,@,BAL,L 19-22,1,2,50.0,2,3,66.7,0,7
109,1983,1983-10-02,5,31.056,CHI,,DEN,W 31-14,4,4,100.0,1,1,100.0,0,7
110,1983,1983-10-09,6,31.063,CHI,,MIN,L 14-23,2,2,100.0,,1,0.0,0,2
111,1983,1983-10-16,7,31.070,CHI,@,DET,L 17-31,2,2,100.0,1,1,100.0,0,5
112,1983,1983-10-23,8,31.077,CHI,@,PHI,W 7-6,1,1,100.0,,2,0.0,0,1
113,1983,1983-10-30,9,31.084,CHI,,DET,L 17-38,2,2,100.0,1,1,100.0,0,5
114,1983,1983-11-06,10,31.091,CHI,@,RAM,L 14-21,2,2,100.0,,1,0.0,0,2
115,1983,1983-11-13,11,31.098,CHI,,PHI,W 17-14,2,2,100.0,1,1,100.0,0,5
116,1983,1983-11-20,12,31.105,CHI,@,TAM,W 27-0,3,4,75.0,,,,0,3
117,1983,1983-11-27,13,31.112,CHI,,SFO,W 13-3,1,1,100.0,2,3,66.7,0,7
118,1983,1983-12-04,14,31.119,CHI,@,GNB,L 28-31,4,4,100.0,,,,0,4
119,1983,1983-12-11,15,31.126,CHI,@,MIN,W 19-13,1,2,50.0,2,3,66.7,0,7
120,1983,1983-12-18,16,31.133,CHI,,GNB,W 23-21,2,2,100.0,1,2,50.0,0,5
121,1984,1984-09-02,1,32.026,CHI,,TAM,W 34-14,4,4,100.0,2,3,66.7,0,10
122,1984,1984-09-09,2,32.033,CHI,,DEN,W 27-0,3,3,100.0,2,2,100.0,0,9
123,1984,1984-09-16,3,32.040,CHI,@,GNB,W 9-7,,,,3,3,100.0,0,9
124,1984,1984-09-23,4,32.047,CHI,@,SEA,L 9-38,1,1,100.0,,1,0.0,0,1
125,1984,1984-09-30,5,32.054,CHI,,DAL,L 14-23,2,2,100.0,,2,0.0,0,2
126,1984,1984-10-07,6,32.061,CHI,,NOR,W 20-7,2,2,100.0,2,2,100.0,0,8
127,1984,1984-10-14,7,32.068,CHI,@,STL,L 21-38,3,3,100.0,,,,0,3
128,1984,1984-10-21,8,32.075,CHI,@,TAM,W 44-9,5,6,83.3,1,2,50.0,0,8
129,1984,1984-10-28,9,32.082,CHI,,MIN,W 16-7,1,2,50.0,1,2,50.0,0,4
130,1984,1984-11-04,10,32.089,CHI,,RAI,W 17-6,2,2,100.0,1,1,100.0,0,5
131,1984,1984-11-11,11,32.096,CHI,@,RAM,L 13-29,1,1,100.0,2,2,100.0,0,7
132,1984,1984-11-18,12,32.103,CHI,,DET,W 16-14,1,1,100.0,3,3,100.0,0,10
133,1984,1984-11-25,13,32.110,CHI,@,MIN,W 34-3,4,4,100.0,2,2,100.0,0,10
134,1984,1984-12-03,14,32.118,CHI,@,SDG,L 7-20,1,1,100.0,,,,0,1
135,1984,1984-12-09,15,32.124,CHI,,GNB,L 14-20,2,2,100.0,,,,0,2
136,1984,1984-12-16,16,32.131,CHI,@,DET,W 30-13,3,3,100.0,3,3,100.0,0,12
137,1985,1985-09-15,2,33.039,SDG,,SEA,L 35-49,2,5,40.0,1,1,100.0,0,5
138,1985,1985-09-22,3,33.046,SDG,@,CIN,W 44-41,5,5,100.0,3,4,75.0,0,14
139,1985,1985-09-29,4,33.053,SDG,,CLE,L 7-21,1,1,100.0,,1,0.0,0,1
140,1985,1985-10-06,5,33.060,SDG,@,SEA,L 21-26,3,3,100.0,,,,0,3
141,1985,1985-10-13,6,33.067,SDG,,KAN,W 31-20,4,4,100.0,1,1,100.0,0,7
142,1985,1985-10-20,7,33.074,SDG,@,MIN,L 17-21,2,2,100.0,1,1,100.0,0,5
143,1985,1985-10-28,8,33.082,SDG,@,RAI,L 21-34,3,3,100.0,,1,0.0,0,3
144,1985,1985-11-03,9,33.088,SDG,,DEN,W 30-10,3,3,100.0,3,3,100.0,0,12
145,1985,1985-11-10,10,33.095,SDG,,RAI,W 40-34,4,4,100.0,2,4,50.0,0,10
146,1985,1985-11-17,11,33.102,SDG,@,DEN,L 24-30,3,3,100.0,1,4,25.0,0,6
147,1985,1985-11-24,12,33.109,SDG,@,HOU,L 35-37,5,5,100.0,,1,0.0,0,5
148,1985,1985-12-01,13,33.116,SDG,,BUF,W 40-7,4,5,80.0,2,2,100.0,0,10
149,1985,1985-12-08,14,33.123,SDG,,PIT,W 54-44,6,6,100.0,,,,0,6
150,1985,1985-12-15,15,33.130,SDG,,PHI,W 20-14,2,2,100.0,2,2,100.0,0,8
151,1985,1985-12-22,16,33.137,SDG,@,KAN,L 34-38,4,4,100.0,2,3,66.7,0,10
152,1986,1986-09-08,1,34.032,NYG,@,DAL,L 28-31,4,4,100.0,,1,0.0,0,4
