ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1986,1986-09-07,1,22.191,MIN,,DET,L 10-13,,,,,,,,,,
2,1986,1986-09-14,2,22.198,MIN,@,TAM,W 23-10,,,,,,,,,,
3,1986,1986-09-21,3,22.205,MIN,,PIT,W 31-7,,,,,,,,,,
4,1986,1986-09-28,4,22.212,MIN,,GNB,W 42-7,,,,,,,,,,
5,1986,1986-10-05,5,22.219,MIN,@,CHI,L 0-23,,,,,,,,,,
6,1986,1986-10-12,6,22.226,MIN,@,SFO,W 27-24,,,,,,,,,,
7,1986,1986-10-19,7,22.233,MIN,,CHI,W 23-7,,,,,,,,,,
8,1986,1986-10-26,8,22.240,MIN,,CLE,L 20-23,,,,,,,,,,
9,1986,1986-11-02,9,22.247,MIN,@,WAS,L 38-44,,,,,,,,,,
10,1986,1986-11-09,10,22.254,MIN,@,DET,W 24-10,,,,,,,,,,
11,1986,1986-11-16,11,22.261,MIN,,NYG,L 20-22,,,,,,,,,,
12,1986,1986-11-23,12,22.268,MIN,@,CIN,L 20-24,,,,,,,,,,
13,1986,1986-11-30,13,22.275,MIN,,TAM,W 45-13,,,,,,,,,,
14,1986,1986-12-07,14,22.282,MIN,@,GNB,W 32-6,,,,,,,,,,
15,1986,1986-12-14,15,22.289,MIN,@,HOU,L 10-23,,,,,,,,,,
16,1986,1986-12-21,16,22.296,MIN,,NOR,W 33-17,,,,,,,,,,
17,1987,1987-09-13,1,23.197,MIN,,DET,W 34-19,0,0,,0,0,0,,0,,
18,1987,1987-09-20,2,23.204,MIN,@,RAM,W 21-16,1,8,8.00,1,0,0,,0,1,6
19,1987,1987-10-26,6,23.240,MIN,,DEN,W 34-27,0,0,,0,1,13,13.00,0,0,0
20,1987,1987-11-01,7,23.246,MIN,@,SEA,L 17-28,0,0,,0,0,0,,0,,
21,1987,1987-11-08,8,23.253,MIN,,RAI,W 31-20,0,0,,0,0,0,,0,,
22,1987,1987-11-15,9,23.260,MIN,,TAM,W 23-17,0,0,,0,0,0,,0,,
23,1987,1987-11-22,10,23.267,MIN,,ATL,W 24-13,1,8,8.00,1,0,0,,0,1,6
24,1987,1987-11-26,11,23.271,MIN,@,DAL,W 44-38,0,0,,0,0,0,,0,,
25,1987,1987-12-06,12,23.281,MIN,,CHI,L 24-30,0,0,,0,0,0,,0,,
26,1987,1987-12-20,14,23.295,MIN,@,DET,W 17-14,0,0,,0,0,0,,0,,
27,1987,1987-12-26,15,23.301,MIN,,WAS,L 24-27,0,0,,0,0,0,,0,,
28,1988,1988-10-30,9,24.245,MIN,@,SFO,L 21-24,0,0,,0,,,,,,
29,1988,1988-11-06,10,24.252,MIN,,DET,W 44-17,0,0,,0,,,,,,
30,1988,1988-11-13,11,24.259,MIN,@,DAL,W 43-3,0,0,,0,,,,,,
31,1988,1988-11-20,12,24.266,MIN,,IND,W 12-3,0,0,,0,,,,,,
32,1988,1988-11-24,13,24.270,MIN,@,DET,W 23-0,0,0,,0,,,,,,
33,1988,1988-12-04,14,24.280,MIN,,NOR,W 45-3,1,1,1.00,1,0,0,,0,1,6
34,1988,1988-12-11,15,24.287,MIN,@,GNB,L 6-18,0,0,,0,,,,,,
35,1988,1988-12-19,16,24.295,MIN,,CHI,W 28-27,0,0,,0,,,,,,
36,1989,1989-09-10,1,25.194,MIN,,HOU,W 38-7,,,,,,,,,,
