ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2005,2005-09-11,1,21.360,CHI,@,WAS,L 7-9,,,,,,,,,,,
2,2005,2005-11-13,9,22.058,CHI,,SFO,W 17-9,,,,,,,,,,,
3,2005,2005-11-20,10,22.065,CHI,,CAR,W 13-3,,,,,,,,,,,
4,2005,2005-11-27,11,22.072,CHI,@,TAM,W 13-10,,,,,,,,,,,
5,2005,2005-12-11,13,22.086,CHI,@,PIT,L 9-21,,,,,,,,,,,
6,2005,2005-12-18,14,22.093,CHI,,ATL,W 16-3,*,,,,,,,,,,
7,2005,2005-12-25,15,22.100,CHI,@,GNB,W 24-17,*,,,,,,,,,,
8,2005,2006-01-01,16,22.107,CHI,@,MIN,L 10-34,*,,,,,,,,,,
9,2006,2006-11-05,8,23.050,CHI,,MIA,L 13-31,,,,,,,,,,,
10,2007,2007-09-09,1,23.358,CHI,@,SDG,L 3-14,*,1,0,0.00,0,0.0,,,0,0,0
11,2007,2007-09-16,2,24.000,CHI,,KAN,W 20-10,,,,,,,,,,,
12,2007,2007-09-23,3,24.007,CHI,,DAL,L 10-34,,,,,,,,,,,
13,2007,2007-09-30,4,24.014,CHI,@,DET,L 27-37,*,,,,,,,,,,
14,2007,2007-10-07,5,24.021,CHI,@,GNB,W 27-20,*,0,0,,0,0.0,,,1,0,0
15,2007,2007-10-14,6,24.028,CHI,,MIN,L 31-34,*,,,,,,,,,,
16,2007,2007-10-21,7,24.035,CHI,@,PHI,W 19-16,,,,,,,,,,,
17,2007,2007-11-18,10,24.063,CHI,@,SEA,L 23-30,,,,,,,,,,,
18,2007,2007-11-25,11,24.070,CHI,,DEN,W 37-34,,,,,,,,,,,
19,2007,2007-12-02,12,24.077,CHI,,NYG,L 16-21,*,,,,,,,,,,
20,2007,2007-12-06,13,24.081,CHI,@,WAS,L 16-24,*,,,,,,,,,,
21,2007,2007-12-17,14,24.092,CHI,@,MIN,L 13-20,*,0,0,,0,0.0,,,1,5,0
22,2007,2007-12-23,15,24.098,CHI,,GNB,W 35-7,*,,,,,,,,,,
23,2007,2007-12-30,16,24.105,CHI,,NOR,W 33-25,*,,,,,,,,,,
24,2008,2008-09-07,1,24.357,CHI,@,IND,W 29-13,*,0,0,,0,0.0,2,1,0,0,0
25,2008,2008-09-14,2,24.364,CHI,@,CAR,L 17-20,,0,0,,0,0.0,0,1,0,0,0
26,2009,2009-09-14,1,25.363,NWE,,BUF,W 25-24,,0,0,,0,0.0,0,1,0,0,0
27,2009,2009-09-20,2,26.004,NWE,@,NYJ,L 9-16,*,0,0,,0,0.0,5,0,0,0,0
28,2009,2009-09-27,3,26.011,NWE,,ATL,W 26-10,*,0,0,,0,0.0,4,0,0,0,0
29,2009,2009-10-04,4,26.018,NWE,,BAL,W 27-21,*,0,0,,0,0.0,5,2,0,0,0
30,2009,2009-10-11,5,26.025,NWE,@,DEN,L 17-20,*,0,0,,0,0.0,6,3,0,0,0
31,2009,2009-10-18,6,26.032,NWE,,TEN,W 59-0,*,0,0,,0,0.0,6,1,0,0,0
32,2009,2009-10-25,7,26.039,NWE,@,TAM,W 35-7,*,0,0,,0,0.0,5,0,0,0,0
33,2009,2009-11-08,8,26.053,NWE,,MIA,W 27-17,*,0,0,,0,0.0,8,3,0,0,0
34,2009,2009-11-15,9,26.060,NWE,@,IND,L 34-35,*,0,0,,0,0.0,2,0,0,0,0
35,2009,2009-11-22,10,26.067,NWE,,NYJ,W 31-14,*,0,0,,0,0.0,2,3,0,0,0
36,2009,2009-11-30,11,26.075,NWE,@,NOR,L 17-38,*,0,0,,0,0.0,1,2,0,0,0
37,2009,2009-12-06,12,26.081,NWE,@,MIA,L 21-22,*,0,0,,0,0.0,3,0,0,0,0
38,2009,2009-12-13,13,26.088,NWE,,CAR,W 20-10,,0,0,,0,0.0,0,3,0,0,0
39,2009,2009-12-20,14,26.095,NWE,@,BUF,W 17-10,,0,0,,0,0.0,1,0,0,0,0
40,2009,2009-12-27,15,26.102,NWE,,JAX,W 35-7,,0,0,,0,0.0,0,2,0,0,0
41,2009,2010-01-03,16,26.109,NWE,@,HOU,L 27-34,,0,0,,0,0.0,2,0,0,0,0
