ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1971,1971-09-19,1,22.008,NOR,,RAM,W 24-20,2,-2,-1.00,0,0,0,,0,0,0
2,1971,1971-09-26,2,22.015,NOR,,SFO,L 20-38,13,54,4.15,0,2,15,7.50,0,0,0
3,1971,1971-10-03,3,22.022,NOR,@,HOU,T 13-13,16,62,3.88,0,2,13,6.50,0,0,0
4,1971,1971-10-10,4,22.029,NOR,@,CHI,L 14-35,8,36,4.50,1,0,0,,0,1,6
5,1971,1971-10-17,5,22.036,NOR,,DAL,W 24-14,10,19,1.90,0,0,0,,0,0,0
6,1971,1971-10-24,6,22.043,NOR,@,ATL,L 6-28,10,41,4.10,0,1,10,10.00,0,0,0
7,1971,1971-10-31,7,22.050,NOR,@,WAS,L 14-24,15,64,4.27,1,1,9,9.00,0,1,6
8,1971,1971-11-07,8,22.057,NOR,,OAK,T 21-21,13,91,7.00,0,1,7,7.00,0,0,0
9,1971,1971-11-14,9,22.064,NOR,@,SFO,W 26-20,6,14,2.33,0,0,0,,0,0,0
10,1972,1972-11-12,9,23.062,NOR,@,ATL,L 20-36,1,0,0.00,0,0,0,,0,0,0
11,1972,1972-11-19,10,23.069,NOR,@,DET,L 14-27,,,,,,,,,,
12,1972,1972-12-03,12,23.083,NOR,@,NYJ,L 17-18,,,,,,,,,,
13,1972,1972-12-10,13,23.090,NOR,,NWE,L 10-17,,,,,,,,,,
14,1972,1972-12-17,14,23.097,NOR,,GNB,L 20-30,10,28,2.80,0,1,9,9.00,0,0,0
