ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1996,1996-09-01,1,24.097,SDG,,SEA,W 29-7
2,1996,1996-09-08,2,24.104,SDG,,CIN,W 27-14
3,1996,1996-09-15,3,24.111,SDG,@,GNB,L 10-42
4,1996,1996-09-22,4,24.118,SDG,@,OAK,W 40-34
5,1996,1996-09-29,5,24.125,SDG,,KAN,W 22-19
6,1996,1996-10-06,6,24.132,SDG,@,DEN,L 17-28
7,1996,1996-10-21,7,24.147,SDG,,OAK,L 14-23
8,1997,1997-08-31,1,25.096,SDG,@,NWE,L 7-41
9,1997,1997-09-07,2,25.103,SDG,@,NOR,W 20-6
10,1997,1997-09-14,3,25.110,SDG,,CAR,L 7-26
11,1997,1997-10-05,6,25.131,SDG,@,OAK,W 25-10
12,1997,1997-10-16,7,25.142,SDG,@,KAN,L 3-31
13,1997,1997-10-26,8,25.152,SDG,,IND,W 35-19
14,1997,1997-11-02,9,25.159,SDG,@,CIN,L 31-38
15,1997,1997-11-09,10,25.166,SDG,,SEA,L 31-37
16,1997,1997-11-16,11,25.173,SDG,,OAK,L 13-38
17,1997,1997-11-23,12,25.180,SDG,@,SFO,L 10-17
18,1997,1997-11-30,13,25.187,SDG,,DEN,L 28-38
19,1997,1997-12-07,14,25.194,SDG,,ATL,L 3-14
20,1997,1997-12-14,15,25.201,SDG,,KAN,L 7-29
21,1997,1997-12-21,16,25.208,SDG,@,DEN,L 3-38
22,1998,1998-09-06,1,26.102,SDG,,BUF,W 16-14
23,1998,1998-09-13,2,26.109,SDG,@,TEN,W 13-7
24,1998,1998-09-20,3,26.116,SDG,@,KAN,L 7-23
25,1998,1998-09-27,4,26.123,SDG,,NYG,L 16-34
26,1998,1998-10-04,5,26.130,SDG,@,IND,L 12-17
27,1998,1998-10-18,7,26.144,SDG,,PHI,W 13-10
28,1998,1998-11-22,11,26.179,SDG,,KAN,W 38-37
