ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1977,1977-09-18,1,21.351,KAN,@,NWE,L 17-21,0,0,,0,1,4,4.00,0,0,0,0.0,0,0,0
2,1977,1977-09-25,2,21.358,KAN,,SDG,L 7-23,0,0,,0,0,0,,0,0,0,0.0,1,0,0
3,1977,1977-10-03,3,22.001,KAN,,OAK,L 28-37,,,,,,,,,,,,,,
4,1977,1977-10-09,4,22.007,KAN,@,DEN,L 7-23,0,0,,0,2,18,9.00,0,0,0,0.0,0,0,0
5,1977,1977-10-16,5,22.014,KAN,,BAL,L 6-17,0,0,,0,3,35,11.67,0,0,0,0.0,0,0,0
6,1977,1977-10-23,6,22.021,KAN,@,SDG,W 21-16,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0
7,1977,1977-10-30,7,22.028,KAN,@,CLE,L 7-44,0,0,,0,2,23,11.50,0,0,0,0.0,2,19,0
8,1977,1977-11-06,8,22.035,KAN,,GNB,W 20-10,0,0,,0,5,35,7.00,0,0,0,0.0,0,0,0
9,1977,1977-11-20,10,22.049,KAN,,DEN,L 7-14,,,,,,,,,,,,,,
10,1977,1977-11-27,11,22.056,KAN,@,HOU,L 20-34,,,,,,,,,,,,,,
11,1977,1977-12-18,14,22.077,KAN,@,OAK,L 20-21,,,,,,,,,,,,,,
12,1978,1978-09-03,1,22.336,KAN,@,CIN,W 24-23,,,,,,,,,,,,,,
13,1978,1978-09-10,2,22.343,KAN,,HOU,L 17-20,1,27,27.00,0,1,6,6.00,0,0,0,0.0,0,0,0
14,1978,1978-09-17,3,22.350,KAN,@,NYG,L 10-26,,,,,,,,,,,,,,
15,1978,1978-09-24,4,22.357,KAN,,DEN,L 17-23,,,,,,,,,,,,,,
16,1978,1978-10-01,5,22.364,KAN,@,BUF,L 13-28,,,,,,,,,,,,,,
17,1978,1978-10-08,6,23.006,KAN,,TAM,L 13-30,,,,,,,,,,,,,,
18,1978,1978-10-15,7,23.013,KAN,@,OAK,L 6-28,,,,,,,,,,,,,,
19,1978,1978-10-22,8,23.020,KAN,,CLE,W 17-3,,,,,,,,,,,,,,
